candidate,log_tau_s,log_f_Hz,log_v_m_s,log_h_m,log_log_tau_s,log_log_f_Hz,log_log_v_m_s,log_log_h_m,status
39,0.47528855674010195,0.5922461938118486,0.9193709911936134,0.9810701204067298,-27.566791681737612,10.328296974049334,-3.859834201446074,-11.54339193086545,REGISTERED
40,0.9999397300214111,0.49473727127849243,0.05286220230798522,0.013222807515887336,-25.839460076141208,9.879251791130898,-5.697061190317174,-13.10108208967944,REJECTED_Pulse budget exceeded: n_x=116
41,0.3761959506356214,0.11771354678892543,0.7425147044034678,0.8914340549298941,-27.893038527493562,8.142993375701355,-4.234816137474965,-11.687655612965294,REGISTERED
42,0.3923838859499169,0.44683271902304633,0.25666631612108004,0.37143974734097807,-27.839742292353456,9.65864317531101,-5.264942759271696,-12.524554165848816,REGISTERED
43,0.9416649030413283,0.9968028690699287,0.7933351607055402,0.5139609084994015,-26.03132079347041,12.19134931349031,-4.127063377084632,-12.295175205756319,REJECTED_Pulse budget exceeded: n_x=244
44,0.5045817271268338,0.7379115884180979,0.2863365514534495,0.6362198101445243,-27.470348517948114,10.999110906420222,-5.202034041185997,-12.098407094316105,REJECTED_Pulse budget exceeded: n_x=217
45,0.7864141451926817,0.3892702967210976,0.9535986000239003,0.35034335019055796,-26.542459535708527,9.393558424292818,-3.7872626505118965,-12.558507507238469,REGISTERED
46,0.5278081672617466,0.012198415573487775,0.7676757160840366,0.07407492407404703,-27.39387911089503,7.657078239257401,-4.181468161874751,-13.00314438623888,REGISTERED
47,0.45823895559419003,0.2947456776718326,0.09362738044804575,0.7207352978155682,-27.622924816326748,8.958256466805262,-5.610628269560103,-11.962384664270472,REGISTERED
48,0.3072257070625082,0.08560121796646869,0.5827345551743326,0.1761586417192914,-28.120112224526242,7.995110636405532,-4.57359216169411,-12.838846980818406,REGISTERED
49,0.4367723823729105,0.5209472017524455,0.5073632091805261,0.32942671812714386,-27.693600137906717,9.999952981526368,-4.733399278279099,-12.592171527881762,REGISTERED
50,0.7554088555377975,0.2449940871113413,0.9504705615574012,0.6026415638899675,-26.64453958334589,8.7291419252506,-3.7938949164122455,-12.152449196871238,REGISTERED
51,0.6353503271550331,0.6799438399705874,0.052085586393707084,0.24696162665060728,-27.03981343606583,10.73215955952089,-5.698707820721851,-12.724893972556446,REJECTED_Pulse budget exceeded: n_x=273
52,0.39302755106829534,0.14779019631806434,0.5053448348314237,0.17982811228887297,-27.837623126021583,8.28150146540736,-4.737678763813902,-12.83294119576516,REGISTERED
53,0.8659714689515833,0.2475125439423721,0.663035320680456,0.5669252146058429,-26.280529539581877,8.740739847563562,-4.4033333766625224,-12.209932443502847,REGISTERED
54,0.5751038321303429,0.4286832394503588,0.563260206000177,0.5759361061781925,,,,,NOT_EVALUATED
55,0.09337173117474018,0.8375612176277155,0.7158702653124293,0.3779695863352447,,,,,NOT_EVALUATED
56,0.5628381660223419,0.332298856969363,0.8481133861431163,0.5573882492597804,,,,,NOT_EVALUATED
57,0.8260134260281513,0.5521663407933747,0.8833087665220714,0.44021345467055617,,,,,NOT_EVALUATED
58,0.9093791937330079,0.48325329853151155,0.8896061245982869,0.586652972278732,,,,,NOT_EVALUATED
59,0.3159361600613465,0.5681311382787357,0.7387130933355638,0.7952075242183306,,,,,NOT_EVALUATED
60,0.99281664040892,0.6409146611609243,0.1253731138765063,0.8327128767686741,,,,,NOT_EVALUATED
61,0.24819270532042903,0.8374488203912849,0.21517789306077362,0.20059190936331162,,,,,NOT_EVALUATED
62,0.3830175811095542,0.42989528181984127,0.8220448057139788,0.5802075483425293,,,,,NOT_EVALUATED
63,0.8683390380092514,0.8360186825421388,0.9279035141763862,0.8558336203360596,,,,,NOT_EVALUATED
64,0.7439529488460984,0.8537847215656517,0.7862645431098689,0.7638519594117432,,,,,NOT_EVALUATED
65,0.25500421373946247,0.3320531919456706,0.016063431945735562,0.7493804388936562,,,,,NOT_EVALUATED
66,0.3361126938426523,0.9211392329443885,0.37601335426517435,0.255753508925492,,,,,NOT_EVALUATED
67,0.08653739340093247,0.869561408890104,0.9984285112749746,0.766762565364189,,,,,NOT_EVALUATED
68,0.6860258639753097,0.4605713895182243,0.6231799584281487,0.6789092706404343,,,,,NOT_EVALUATED
69,0.9808482979397243,0.14677573453766413,0.9058276529841176,0.8357782626985625,,,,,NOT_EVALUATED
70,0.11922970279305822,0.8145302840911746,0.5101113294967538,0.005552450890344729,,,,,NOT_EVALUATED
71,0.3399242487109153,0.9868182788350469,0.17523632634574393,0.32688909898949625,,,,,NOT_EVALUATED
72,0.9196225591968842,0.7418680915546422,0.3330455029983167,0.4605648615382344,,,,,NOT_EVALUATED
73,0.6252135584429627,0.006523948584831185,0.7557522199568527,0.071671520739375,,,,,NOT_EVALUATED
74,0.7813585141615838,0.09187208883404163,0.8083731662264838,0.38559701535443647,,,,,NOT_EVALUATED
75,0.8830234470377002,0.3525768960911798,0.43300922396412433,0.17257781743580924,,,,,NOT_EVALUATED
76,0.6455390682070867,0.15210098456445076,0.4132588527988129,0.07792887270221793,,,,,NOT_EVALUATED
77,0.5067616682388469,0.4802947038551937,0.9938255935920163,0.9540932180140724,,,,,NOT_EVALUATED
78,0.47988141067627677,0.6668465838340292,0.13616879362377143,0.05447067414354678,,,,,NOT_EVALUATED
79,0.8679744304266186,0.35228191590106606,0.7134735067892239,0.21067299438416343,,,,,NOT_EVALUATED
80,0.8505204394946866,0.291190504446607,0.7631607600360731,0.8862950860986905,,,,,NOT_EVALUATED
81,0.005999032225038614,0.5106264889481194,0.8204853854201057,0.3431287563925136,,,,,NOT_EVALUATED
82,0.30692324692821393,0.7017587420832946,0.726951246884566,0.8533840726346775,,,,,NOT_EVALUATED
83,0.9287910899803116,0.11193846457842616,0.047569663302999166,0.35202516943818873,,,,,NOT_EVALUATED
84,0.6617808639875898,0.7641218708380902,0.6599031706260856,0.8410959017801214,,,,,NOT_EVALUATED
85,0.05504952635433347,0.8531297483356489,0.11056312818267555,0.5094021839289001,,,,,NOT_EVALUATED
86,0.18545932252248432,0.9016812416547972,0.9550949153487073,0.8119081297771527,,,,,NOT_EVALUATED
87,0.9295127324915364,0.5539963550843395,0.43398916207248206,0.4987290189143806,,,,,NOT_EVALUATED
88,0.8796634656580364,0.546499065569114,0.11237666898062826,0.8943154921662534,,,,,NOT_EVALUATED
89,0.8223097488781643,0.6855947987192148,0.36929031803578705,0.4755499043503919,,,,,NOT_EVALUATED
90,0.9179877448420192,0.6496950027530144,0.17572654688472433,0.14475337054769366,,,,,NOT_EVALUATED
91,0.3949902403712907,0.9079744009213784,0.3403115948682993,0.3891008338983214,,,,,NOT_EVALUATED
92,0.8289969826854116,0.5381910781299241,0.26127943456991043,0.911377383355092,,,,,NOT_EVALUATED
93,0.5957859429298423,0.1190990424039432,0.5129686252748523,0.9143448782221583,,,,,NOT_EVALUATED
94,0.1321883486499037,0.13269692299922398,0.69296174898452,0.16365169328856521,,,,,NOT_EVALUATED
95,0.8484874095782534,0.9676060075415268,0.7121300631035878,0.4965598657986685,,,,,NOT_EVALUATED
96,0.364812993293554,0.641364695076265,0.5577970472791695,0.9520015245437822,,,,,NOT_EVALUATED
97,0.6552287872140491,0.10173959201311733,0.7649806275673641,0.9854193282891567,,,,,NOT_EVALUATED
98,0.6797421334928934,0.7804898227167599,0.398859487619183,0.6388256886634641,,,,,NOT_EVALUATED
99,0.8339127550601282,0.9519756432573504,0.47805348295107797,0.7467081353927701,,,,,NOT_EVALUATED
100,0.0011931075279784098,0.31100665724898824,0.5474005686444946,0.8204629854323446,,,,,NOT_EVALUATED
101,0.09250080283321671,0.9873118693602452,0.16684017720623534,0.9505893833040088,,,,,NOT_EVALUATED
102,0.5750028660728025,0.4819245226520297,0.12577190846410402,0.5507398306074677,,,,,NOT_EVALUATED
103,0.4774772715220307,0.3086701071881772,0.7052227964992914,0.12355387912566829,,,,,NOT_EVALUATED
104,0.46270675571819475,0.895039077212155,0.048998980974285566,0.62034600205046,,,,,NOT_EVALUATED
105,0.7387544372145288,0.9095285378329738,0.14672421103595323,0.1633007760642038,,,,,NOT_EVALUATED
106,0.5653848216818649,0.4672209369301473,0.8781326279229251,0.5238946406532335,,,,,NOT_EVALUATED
107,0.367375403235801,0.5079703670177897,0.1973311417912924,0.8556600374423861,,,,,NOT_EVALUATED
108,0.8488315829954873,0.25335073913441086,0.9016710879347749,0.01449471120494994,,,,,NOT_EVALUATED
109,0.9530762840675433,0.4312086588599958,0.8549818392354543,0.8489300072828192,,,,,NOT_EVALUATED
110,0.5527765754942523,0.8874303315906363,0.04744599451520515,0.6381147350728754,,,,,NOT_EVALUATED
111,0.6217219379166111,0.22352682180607797,0.13943182382536012,0.7405812875905454,,,,,NOT_EVALUATED
112,0.44460632360945695,0.289509435815106,0.03938746784771552,0.3958138439791138,,,,,NOT_EVALUATED
113,0.3080050254052964,0.6035542856558973,0.6880357618917942,0.5844209315130696,,,,,NOT_EVALUATED
114,0.111379585117103,0.7721137046375594,0.3052984934826445,0.49717713980504474,,,,,NOT_EVALUATED
115,0.2480400872302968,0.8743294793413039,0.0034462339996564895,0.18745443102647008,,,,,NOT_EVALUATED
116,0.23097819623172733,0.6369642441144422,0.3827398801339128,0.1202474461249472,,,,,NOT_EVALUATED
117,0.5697339098117313,0.19360003730958453,0.5547850932467254,0.700128564225069,,,,,NOT_EVALUATED
118,0.4848715633000774,0.024544684519515525,0.8051846931496468,0.0900273088877318,,,,,NOT_EVALUATED
119,0.8324468493839207,0.35748233864031864,0.31269167316735924,0.6852994494902027,,,,,NOT_EVALUATED
120,0.3683861049686372,0.7506629644179533,0.7320588473200074,0.715398836982827,,,,,NOT_EVALUATED
121,0.7226477104388189,0.2578176892662901,0.22328815519055378,0.7532415760314151,,,,,NOT_EVALUATED
122,0.40351669337142326,0.8054949152966323,0.9268674330536405,0.4534898036533834,,,,,NOT_EVALUATED
123,0.29640344849817457,0.7363405781108047,0.6445698121575053,0.9056338807353317,,,,,NOT_EVALUATED
124,0.255596177185192,0.04830180606927681,0.4673698042702157,0.5554042814231127,,,,,NOT_EVALUATED
125,0.6726928983596682,0.3933169467823999,0.09120076186994996,0.32568444876032876,,,,,NOT_EVALUATED
126,0.6723439500169482,0.329257935982866,0.022821887336446967,0.4926797960750381,,,,,NOT_EVALUATED
127,0.4542673850412583,0.6495991883734082,0.8318006532890945,0.28166847103369475,,,,,NOT_EVALUATED
128,0.24928069355196736,0.43985215304982117,0.23034188874332173,0.9551112408874416,,,,,NOT_EVALUATED
129,0.45022102546217757,0.03350070241394354,0.31043749776093665,0.9237394448622065,,,,,NOT_EVALUATED
130,0.30609318628838944,0.45024933301661296,0.09133295901372884,0.7284821250972409,,,,,NOT_EVALUATED
131,0.5880225826633931,0.34220792965769,0.9412350695038287,0.4207901309784654,,,,,NOT_EVALUATED
132,0.6433596853267863,0.38059083857440634,0.9257526539516653,0.8002924290191377,,,,,NOT_EVALUATED
133,0.651197561079474,0.9224800044560753,0.6650581556089377,0.7687239524096148,,,,,NOT_EVALUATED
134,0.3855962269395008,0.9473034066962782,0.7323873010863207,0.9824281772843955,,,,,NOT_EVALUATED
135,0.13598770048295794,0.42440801640433723,0.939320029522151,0.22078897749739823,,,,,NOT_EVALUATED
136,0.28452223443313107,0.6014428458550669,0.8602846969337847,0.21530590594939014,,,,,NOT_EVALUATED
137,0.1532505997681104,0.114978951145699,0.9111000892129907,0.10253440946964998,,,,,NOT_EVALUATED
138,0.27389605021283614,0.12482146200568978,0.20598872676946167,0.6673554288100043,,,,,NOT_EVALUATED
139,0.9890300804770004,0.7499462045030263,0.5593487499164774,0.8967683197437412,,,,,NOT_EVALUATED
140,0.06712002184214594,0.3797360516255951,0.2774632405844444,0.994950603669891,,,,,NOT_EVALUATED
141,0.7245154708468448,0.859968325124016,0.23279975205104875,0.5444312395121774,,,,,NOT_EVALUATED
142,0.6636013391915447,0.8636390685080836,0.8940188235722886,0.06126270929721156,,,,,NOT_EVALUATED
143,0.44016265295095747,0.5092025006846631,0.1987428217953212,0.9291631911837126,,,,,NOT_EVALUATED
144,0.7915623159550597,0.5160761601570003,0.7714383468895478,0.8745319060564704,,,,,NOT_EVALUATED
145,0.8352624292478531,0.04632884827052952,0.27937859358400186,0.5383058509684198,,,,,NOT_EVALUATED
146,0.06679007985875929,0.5673204154676107,0.634802129883079,0.8761025570002932,,,,,NOT_EVALUATED
147,0.49493230220882645,0.9489953270058447,0.36230689582583486,0.048073993997061915,,,,,NOT_EVALUATED
148,0.05167955155132198,0.6946996089002506,0.766373683456677,0.09690690241057731,,,,,NOT_EVALUATED
149,0.8201864506633901,0.7854043158450108,0.3964050183262525,0.5421365325420913,,,,,NOT_EVALUATED
150,0.05548099301691645,0.12538344912132948,0.7287562698129074,0.4889826058323842,,,,,NOT_EVALUATED
151,0.9785156098084635,0.1704488522770865,0.30543363109659183,0.6204253416806323,,,,,NOT_EVALUATED
152,0.7377130235782341,0.19898857214163923,0.36244974587127665,0.7778761851088841,,,,,NOT_EVALUATED
153,0.8013101281433949,0.44079678323209126,0.014754664834626063,0.9168596850229135,,,,,NOT_EVALUATED
154,0.9373549876215584,0.44047335225042084,0.8871239934341902,0.9679075274808702,,,,,NOT_EVALUATED
155,0.13825283882594863,0.1932197898075806,0.97513227868408,0.7797828827615135,,,,,NOT_EVALUATED
156,0.8043887142732242,0.6936578820576003,0.8680993612039037,0.31046068389841863,,,,,NOT_EVALUATED
157,0.47438487412365893,0.6161118813043167,0.039362436025680014,0.08133406503131047,,,,,NOT_EVALUATED
158,0.9848152332496758,0.6862691831138459,0.573174315774887,0.05721829032008241,,,,,NOT_EVALUATED
159,0.6474454304952365,0.7932067672964667,0.9236476519078523,0.575131605233466,,,,,NOT_EVALUATED
160,0.7173397083776368,0.5889769204615225,0.8815320055547544,0.5137810192683776,,,,,NOT_EVALUATED
161,0.046115905054565864,0.5030323779928983,0.010047587154399351,0.04669119508629471,,,,,NOT_EVALUATED
162,0.6577792504724131,0.0030955144728662676,0.04870481881717326,0.4972136546523487,,,,,NOT_EVALUATED
163,0.36096803649482434,0.4757407170133896,0.02069025620255871,0.556555514742541,,,,,NOT_EVALUATED
164,0.3541757205631594,0.4573433986639307,0.3034599741144498,0.8103217977409373,,,,,NOT_EVALUATED
165,0.9926131165487324,0.5991746742396136,0.043451549535834966,0.5024439782332787,,,,,NOT_EVALUATED
166,0.9131125911104214,0.6421705023324895,0.9255763176963249,0.15847567143514252,,,,,NOT_EVALUATED
167,0.4585936218974055,0.2711131866848774,0.2684575016780181,0.7173883377604697,,,,,NOT_EVALUATED
168,0.11909550407413205,0.6182994086071614,0.7055024715224115,0.7958990362738373,,,,,NOT_EVALUATED
169,0.4432614549024053,0.8871135490605621,0.050924992591858564,0.9331284419041304,,,,,NOT_EVALUATED
170,0.6557495411750056,0.7065691212780995,0.6943772132819133,0.7395905377009283,,,,,NOT_EVALUATED
171,0.27828140049056005,0.22337863306354366,0.1907428917870575,0.47543752516813464,,,,,NOT_EVALUATED
172,0.24342813085531123,0.24949827476041198,0.7179524008268117,0.5126218157135082,,,,,NOT_EVALUATED
173,0.7351359406797718,0.936642597299504,0.10093177999448522,0.8610949691859303,,,,,NOT_EVALUATED
174,0.34434234537620356,0.149180653889333,0.6618849680824037,0.46859767883675596,,,,,NOT_EVALUATED
175,0.6808941882118271,0.5948689976229331,0.18062953530791148,0.4561130147821377,,,,,NOT_EVALUATED
176,0.42218174552642784,0.7569655272430277,0.660475549327451,0.565492442581903,,,,,NOT_EVALUATED
177,0.16134211370592977,0.987125678173333,0.7319306718467299,0.01900727626195131,,,,,NOT_EVALUATED
178,0.4902139615290805,0.041632307807781044,0.7818147786867254,0.4261197400802599,,,,,NOT_EVALUATED
179,0.9897918539263154,0.1654808763505402,0.05619191691424574,0.012099521782158562,,,,,NOT_EVALUATED
180,0.450040529019997,0.49397082944947257,0.33779737038240065,0.2251572091457954,,,,,NOT_EVALUATED
181,0.7035976823990631,0.11635697502316322,0.43322315069812545,0.8341521105590274,,,,,NOT_EVALUATED
182,0.7507836304130447,0.5582696797296937,0.3081809627572092,0.30707696045177646,,,,,NOT_EVALUATED
183,0.03868914871093043,0.086705224971386,0.49781083620011224,0.017396350316998044,,,,,NOT_EVALUATED
184,0.7117671282564878,0.7315837542976317,0.2321005974313417,0.7765127458264462,,,,,NOT_EVALUATED
185,0.47332250813912646,0.8894612689468115,0.5409518122210717,0.9220430462922009,,,,,NOT_EVALUATED
186,0.6758651581935136,0.9617035627328983,0.7152346818157406,0.1635658814866826,,,,,NOT_EVALUATED
187,0.7684681525588543,0.7309095302278716,0.7576238596354641,0.379378306368339,,,,,NOT_EVALUATED
188,0.5003950655455255,0.3495604376038626,0.40091180618956224,0.08989213847575173,,,,,NOT_EVALUATED
189,0.6017964464180504,0.11889969068760176,0.644634355568565,0.05470355146206285,,,,,NOT_EVALUATED
190,0.47547473652547867,0.7186966972001888,0.1752655690789413,0.4246033743508678,,,,,NOT_EVALUATED
191,0.8270840587219261,0.6943400892553712,0.8291608387969227,0.9525110276060592,,,,,NOT_EVALUATED
192,0.685074354664679,0.8723786935753866,0.49855657507263407,0.3128437687587643,,,,,NOT_EVALUATED
193,0.5564051744061034,0.8269156109904605,0.41056639977979215,0.18241230856723667,,,,,NOT_EVALUATED
194,0.8517848772190619,0.7869699548667052,0.5232616125019008,0.5670695462051337,,,,,NOT_EVALUATED
195,0.2551294943252733,0.596397243846453,0.6992716405750723,0.6224415396416099,,,,,NOT_EVALUATED
196,0.9374134479092413,0.34631623730067274,0.47454931552866986,0.635836394949203,,,,,NOT_EVALUATED
197,0.4769322818260415,0.8329037507014884,0.471474722071728,0.1491700573198993,,,,,NOT_EVALUATED
198,0.23472627045457317,0.2399603779377958,0.09443674540544478,0.5323369836428619,,,,,NOT_EVALUATED
199,0.8696719475803841,0.30768833783868044,0.5875273396980052,0.004495263991113774,,,,,NOT_EVALUATED
200,0.5459422950608017,0.9276662331401321,0.5216293934773005,0.25992861614502993,,,,,NOT_EVALUATED
201,0.14161786775552565,0.7663926967083744,0.21049824709646336,0.521843402287445,,,,,NOT_EVALUATED
202,0.4014281024548242,0.25919939738217557,0.3566169694533031,0.48057684586154326,,,,,NOT_EVALUATED
203,0.8351812285747607,0.6598167642266511,0.41814963132320904,0.6719566101384361,,,,,NOT_EVALUATED
204,0.4755452902340045,0.8333142931684958,0.3172962782148788,0.31719563639224135,,,,,NOT_EVALUATED
205,0.32155316105477605,0.1373970139770314,0.9880675046686148,0.1086060245355931,,,,,NOT_EVALUATED
206,0.38264048477237955,0.18414066666017959,0.2219014264809107,0.7871587358911095,,,,,NOT_EVALUATED
207,0.07024373280143437,0.1257140269131629,0.28593106682301117,0.5208314221491074,,,,,NOT_EVALUATED
208,0.7754886544796559,0.6422450509327151,0.09895451923601539,0.4775979246540798,,,,,NOT_EVALUATED
209,0.3358208519695064,0.2449723424321748,0.9236849371235721,0.1344298821384342,,,,,NOT_EVALUATED
210,0.5308891755092575,0.8287981431886265,0.2736951591604684,0.15101506471826587,,,,,NOT_EVALUATED
211,0.02761976166324087,0.4564755404412306,0.17139726239864206,0.44886019490127727,,,,,NOT_EVALUATED
212,0.5932532567306625,0.17512077922759917,0.3611254487843739,0.03627924106820002,,,,,NOT_EVALUATED
213,0.48566655110880985,0.18698408197502536,0.06436195826034286,0.5245173140902716,,,,,NOT_EVALUATED
214,0.22020200033324233,0.1968774180246613,0.07619813575679679,0.14225896866714238,,,,,NOT_EVALUATED
215,0.45661541163804376,0.8405868569667858,0.6327726014952049,0.8426505162339228,,,,,NOT_EVALUATED
216,0.47237861767208844,0.9382816979757607,0.21922161245059946,0.6332923808928954,,,,,NOT_EVALUATED
217,0.976609109354905,0.9305500429916208,0.7624872593441018,0.07272022349970231,,,,,NOT_EVALUATED
218,0.06965106352215145,0.7180478971889925,0.26962022061489577,0.07045664131884011,,,,,NOT_EVALUATED
219,0.7548680778511118,0.008000047644469488,0.6542681847560713,0.26451007970729024,,,,,NOT_EVALUATED
220,0.6421024154109365,0.05456424173822971,0.9738243708833854,0.7133129975878878,,,,,NOT_EVALUATED
221,0.6908528405373967,0.9414372961370711,0.3821315147258517,0.7397865663920326,,,,,NOT_EVALUATED
222,0.5189765807771853,0.8999291699611732,0.16516491019191692,0.11638382880479747,,,,,NOT_EVALUATED
223,0.0068952640581627644,0.7364055685466514,0.9594401670348005,0.7428443808516245,,,,,NOT_EVALUATED
224,0.793991280290413,0.20840926057598375,0.5025934419191888,0.4350826728718944,,,,,NOT_EVALUATED
225,0.5904003250037395,0.6146376548898125,0.8849017874730177,0.050125951758368203,,,,,NOT_EVALUATED
226,0.24319985211157735,0.2194061461419906,0.2530067952191224,0.29334410787985843,,,,,NOT_EVALUATED
227,0.6502953885419577,0.941881079088222,0.7885486937615668,0.8790152719519752,,,,,NOT_EVALUATED
