"session_id","measurement_id","a","b","c","rmse_um","status"
"zro2_120_formal","22","0.003947055489469403","0.015870846277356465","57.789981225638485","0.20498848931776237","PASS"
"zro2_120_formal","23","0.00480632445179336","0.01477042436339776","72.8222427588852","0.21724888321094674","PASS"
"zro2_120_formal","24","0.00490914161192894","0.014872001277704938","77.46423371103472","0.21842410867304096","PASS"
"zro2_120_formal","25","0.00521856581862461","0.01609509783898072","33.61858834209193","0.22164505683945088","PASS"
"zro2_120_formal","26","0.004750772702098084","0.01590101903342367","16.89150897698875","0.20647773015263818","PASS"
"zro2_120_formal","27","0.0032976379286742655","0.015354710226989865","57.14257463936861","0.2005819401178535","PASS"
"zro2_120_formal","28","0.003904021313323729","0.015656014159150217","26.967462187752446","0.2102607814675598","PASS"
"zro2_120_formal","29","0.004043933628383503","0.016065587507515744","48.98161341327193","0.2381367823531738","PASS"
"zro2_120_formal","30","0.003753125207038545","0.01567122697119669","33.347670135477344","0.2025703016512185","PASS"
"zro2_120_formal","31","0.0038449466013918887","0.01552813736754538","29.841443138000702","0.1909103953566175","PASS"
"zro2_120_formal","32","0.002851597814193879","0.01590827554225238","52.87472638805864","0.21654995308156555","PASS"
"zro2_120_formal","33","0.001783361082759085","0.01638187019580062","61.580531321780924","0.2243677764846512","PASS"
"zro2_120_formal","34","0.0036529851467828724","0.01611857480687423","58.84694101942364","0.23426514820298927","PASS"
"zro2_120_formal","35","0.004512545970434657","0.014714754486751636","21.496785913567248","0.2212624052997015","PASS"
"zro2_120_formal","36","0.005107755333118114","0.014683234191568417","59.96466342063931","0.22099805926507712","PASS"
"zro2_120_formal","37","0.00420831999313945","0.015118217249343757","44.77750148507224","0.2089220938776249","PASS"
"zro2_120_formal","38","0.004936230298254335","0.015524170239427149","59.974719444995245","0.259871196973398","PASS"
"zro2_120_formal","39","0.004595015923524573","0.016550792258998026","26.394543219714645","0.2572949539775783","PASS"
"zro2_120_formal","40","0.005276271237997071","0.016347185872633396","64.6089337321991","0.24097367719308155","PASS"
"zro2_120_formal","41","0.00416074922995568","0.015414966256292573","62.08962950636781","0.24730588311544802","PASS"
"zro2_120_formal","42","0.00475842417107761","0.015643826938510907","48.29052470430721","0.29089540395513896","PASS"
"zro2_120_formal","43","0.0045734971072999425","0.01569109203358654","54.160280734797766","0.21328746613817134","PASS"
"zro2_120_formal","44","0.005069892531780605","0.01642100025186749","58.401869229967915","0.21509884411012456","PASS"
"zro2_120_formal","45","0.0056046383090985535","0.0166830761397615","56.594395822236095","0.38869028581336057","PASS"
"zro2_120_formal","46","0.004740856112567505","0.016690240170054826","59.303708935284774","0.23610237783131174","PASS"
"zro2_120_formal","47","0.004090663953196478","0.01596309932447909","50.627136752248646","0.24919145586372002","PASS"
"zro2_120_formal","48","0.004830133888009763","0.015758044726372877","53.7049379902584","0.1995459243256026","PASS"
"zro2_120_formal","49","0.0050897379707962875","0.016301197188414718","19.671999580595283","0.19927553390403352","PASS"
"zro2_120_formal","50","0.004749864885666859","0.016134137035267795","19.646577285510705","0.19497056606120794","PASS"
"zro2_120_formal","51","0.00443613936373901","0.016555689471093586","20.82587016659697","0.21506561698295165","PASS"
"zro2_120_formal","52","0.005053295011255167","0.015601083138131688","42.59269004283433","0.23949266630107588","PASS"
"zro2_120_formal","53","0.004886399277749683","0.015717565911715692","38.573885500910876","0.2355851483962465","PASS"
"zro2_120_formal","54","0.004695999600901529","0.01658076920496221","48.28774158229292","0.23739012562802916","PASS"
"zro2_120_formal","55","0.004590606091580606","0.016445616919619127","35.72064388930813","0.3223332612364289","PASS"
"zro2_120_formal","56","0.0041304834873715935","0.014931269528990182","47.32253642244993","0.38842007102119525","PASS"
"zro2_120_formal","57","0.0036228458946808762","0.007533920896788629","51.982466184468066","0.9223775229990205","PASS"
"zro2_120_formal","58","0.004293359421381615","0.015207765503739035","50.0437645729683","0.2018516802644489","PASS"
"zro2_120_formal","59","0.004776101678780885","0.015241082947630491","58.04914784765868","0.21681166304609326","PASS"
"zro2_120_formal","60","0.004000409684974084","0.015261208003255311","17.580764946188737","0.20855829377346835","PASS"
"zro2_120_formal","61","0.004433286791870833","0.01511197422176852","56.45062416844092","0.2543780531078886","PASS"
"zro2_120_formal","62","0.005204401630634977","0.015244183753544416","66.66092559810915","0.20036681767589049","PASS"
"zro2_120_formal","63","0.00413279080007451","0.014974614756458338","65.36967005248715","0.23067593115271628","PASS"
"zro2_120_formal","64","0.0013078683953823963","0.014846240097259877","42.226203969690985","0.20542304956181065","PASS"
"zro2_120_formal","65","0.0024571854647356763","0.014877374272862509","42.56495513566682","0.3142614997512097","PASS"
"zro2_120_formal","66","0.0035052032285231125","0.0155694796093028","40.59993508282207","0.24278266247001426","PASS"
"zro2_120_formal","67","0.003714662250914163","0.015376831478066011","67.11512278350865","0.2008533366938337","PASS"
"zro2_120_formal","68","0.0038399432807058108","0.014573989291184142","67.87414211559825","0.21667617679017306","PASS"
"zro2_120_formal","69","0.0036721759361875014","0.01452699193646631","19.873813766303318","0.1877983508926904","PASS"
"zro2_120_formal","70","0.0038894038297577586","0.01481017634416304","64.89023762822518","0.24206210889427102","PASS"
"zro2_120_formal","71","0.004953442755847053","0.014788183666241794","33.80025245997471","0.24316903220754435","PASS"
"zro2_120_formal","72","0.00486511104227576","0.014914193385999863","53.79977798628098","0.2677030906769344","PASS"
"zro2_120_formal","73","0.005369902276190531","0.015087185774243617","35.16014824301024","0.24200697368573978","PASS"
"zro2_120_formal","74","0.004311500497930823","0.014579775718158161","36.043657713971314","0.26176168125644034","PASS"
"zro2_120_formal","75","0.004185620694327959","0.015165293450503225","14.092949227051554","0.19365359909457727","PASS"
"zro2_120_formal","76","0.003980407476589936","0.014783909771751882","21.918716094586525","0.27953487427818197","PASS"
"zro2_120_formal","77","0.0035291290109211626","0.014352924816232654","40.37243031116902","0.221109193483132","PASS"
"zro2_120_formal","78","0.003569765823189553","0.014334946540804624","14.619430089435994","0.21165405348220287","PASS"
"zro2_120_formal","79","0.0035355583723496427","0.014389535436326428","21.545240677119953","0.17812647419319294","PASS"
"zro2_120_formal","80","0.0029767077074857695","0.01473111933441773","51.63682303730318","0.333048498185392","PASS"
"zro2_120_formal","81","0.0018563958227850784","0.014331305233856506","53.70640830151666","0.24430024868424102","PASS"
"zro2_120_formal","82","0.003530007022817721","0.014171313275137654","46.64820885504459","0.2540534280386008","PASS"
"zro2_120_formal","83","0.004579786775144168","0.014320203849077423","49.06040767423457","0.23603719965983086","PASS"
"zro2_120_formal","84","0.004771711286727469","0.014664564122302326","49.69243310630364","0.19127826517962324","PASS"
"zro2_120_formal","85","0.004241389190607969","0.014251894744928911","27.068914825630632","0.21498119246922107","PASS"
"zro2_120_formal","86","0.004584962644012337","0.01456328875463743","18.016204605468438","0.21841137028736948","PASS"
"zro2_120_formal","87","0.004028482122617252","0.01495802180415512","46.72657705708802","0.2217853015581838","PASS"
"zro2_120_formal","88","0.005152134031960264","0.014966513212367832","26.40517905889775","0.23011837408589175","PASS"
"zro2_120_formal","89","0.003928419200026854","0.016118223962088993","41.88562064759595","0.25183599022676323","PASS"
"zro2_120_formal","90","0.0037480347509295728","0.015865360594279038","45.57325381280554","0.25751693600451836","PASS"
"zro2_120_formal","91","0.005195332505702528","0.016086130007523514","50.96655891282315","0.314331021392232","PASS"
"zro2_120_formal","92","0.004412421327626681","0.015969470419318454","30.55216619226908","0.21024163226311127","PASS"
"zro2_120_formal","93","0.005449506812019449","0.01624484837469775","41.5599546746513","0.22884124539786266","PASS"
"zro2_120_formal","94","0.004316455030913663","0.01570952496506492","48.43013067195841","0.1941036193818045","PASS"
"zro2_120_formal","95","0.004740389218983933","0.01600923528798978","47.848269021887816","0.2575338259943329","PASS"
"zro2_120_formal","96","0.005405330197920918","0.015869506407318212","47.97026795463127","0.2620964878130313","PASS"
"zro2_120_formal","97","0.005249915834190161","0.016463964563429967","34.61418514745176","0.23120654799354323","PASS"
"zro2_120_formal","98","0.004662338033992128","0.016901573993641006","19.844564599828324","0.22273778458450316","PASS"
"zro2_120_formal","99","0.003942458787572252","0.016749719871245412","14.804048646362473","0.2737394362492314","PASS"
"zro2_120_formal","100","0.005957596884179481","0.016373101627709843","14.866063249832044","0.26693881059869184","PASS"
"zro2_120_formal","101","0.004730615152387908","0.01646510869622277","22.346939849501396","0.22252996772748626","PASS"
"zro2_120_formal","102","0.00480500550044526","0.016126187762743438","19.886307106125503","0.25574280637337193","PASS"
"zro2_120_formal","103","0.004589368518467757","0.016720639872091575","21.48909604567426","0.20199954110557233","PASS"
"zro2_120_formal","104","0.0037800452711335237","0.01679765210204115","43.55851871941729","0.20606489789471497","PASS"
"zro2_120_formal","105","0.004007009631889885","0.01676361374868135","47.25719768775028","0.22109731754854575","PASS"
"zro2_120_formal","106","0.0031518967814428136","0.01555649984457079","20.45660587647992","0.19979401897904353","PASS"
"zro2_120_formal","107","0.00373818625698491","0.015290064315795701","15.665094189043131","0.2354338863960754","PASS"
"zro2_120_formal","108","0.004603185996444947","0.014912618090867052","28.347144411423248","0.23359711904933728","PASS"
"zro2_120_formal","109","0.004234301601985678","0.014044768019275476","13.548272539959422","0.18789529502392824","PASS"
"zro2_120_formal","110","0.00381234493884761","0.014259901797988528","44.910219104449574","0.19651032139406896","PASS"
"zro2_120_formal","111","0.003917310933462224","0.01340057738041317","48.07991562733356","0.2150505488878077","PASS"
"zro2_120_formal","112","0.003305752756069756","0.014370519319805541","31.021293977528796","0.1991207631831202","PASS"
"zro2_120_formal","113","0.0019494974574030476","0.015479531116390888","43.943629809856525","0.21154529039649342","PASS"
"zro2_120_formal","114","0.0037548826100640277","0.014933673709942114","51.87835231670052","0.23286483868419924","PASS"
"zro2_120_formal","115","0.0034401543352781325","0.014989160118839384","49.37785768543822","0.1784790847593706","PASS"
"zro2_120_formal","116","0.003385613989382609","0.01485632038255727","43.8014680532725","0.22791468118710398","PASS"
"zro2_120_formal","117","0.0043539476487527325","0.015302509618871918","17.31774012539529","0.23037901927437357","PASS"
"zro2_120_formal","118","0.004400529363253078","0.015213447046685591","37.66257481575111","0.20326697255830325","PASS"
"zro2_120_formal","119","0.004136882065939821","0.015664197259946167","53.5942705667431","0.21512873074586542","PASS"
"zro2_120_formal","120","0.005335906201630823","0.015191350685364535","56.91111313281195","0.2307341881914067","PASS"
"zro2_60_pass","1","0.002112028746387543","0.01440484854853634","45.232744291732054","0.45115219593572264","PASS"
"zro2_60_pass","2","-0.002810111828607047","0.010412680092691029","60.648067094784516","0.417975654580326","PASS"
"zro2_60_pass","3","0.0006954875315460716","0.010290147867939248","44.677654695102525","0.6076265225188313","PASS"
"zro2_60_pass","4","0.003011851213757034","0.022178226447772564","46.08015047865405","0.6249142666981977","PASS"
"zro2_60_pass","5","0.0011067280018728731","0.016847825623837617","41.944592526541975","0.776245029986886","PASS"
"zro2_60_pass","6","-9.143158620928246e-05","0.007830616798153361","49.88201497014282","0.4050131318267661","PASS"
"zro2_60_pass","7","-0.000979849914335755","0.010275991682614727","50.864369132938535","0.384148031035008","PASS"
"zro2_60_pass","8","-0.0024228439609775073","0.009728907207709081","46.04585964711271","0.37725042572498135","PASS"
"zro2_60_pass","9","0.0010151804115047858","0.015255294061414015","35.44625377549668","0.7329992975040549","PASS"
"zro2_60_pass","10","0.00288814844072789","0.022990836833540862","32.60597269338925","0.4871751784258262","PASS"
"zro2_60_pass","11","-0.00019745031180084513","0.012934550344953166","29.461689681113253","1.1021209481362473","PASS"
"zro2_60_pass","12","-0.0013439073448343038","0.007345499073762557","39.79571788274105","0.36870505434516226","PASS"
"zro2_60_pass","13","0.0017147998310460618","0.014447537401207855","25.49561660367333","1.031818931490603","PASS"
"zro2_60_pass","14","0.003860930167591825","0.022959359171837862","35.65026496289987","0.43917970895246383","PASS"
"zro2_60_pass","15","-0.0008531102167271676","0.01182069258102858","29.887531920605316","0.4585803850136391","PASS"
"zro2_60_pass","16","-0.0010585559576962815","0.010015577929210678","33.57679466877287","0.44455190518853255","PASS"
"zro2_60_pass","17","-0.0022768174063798937","0.011326523911409536","26.36685139111281","0.34243328594919525","PASS"
"zro2_60_pass","18","-0.000994442836318945","0.010223556321451777","27.835331061987706","0.3648635631456726","PASS"
"zro2_60_pass","19","-0.0007629070854165932","0.010426741355570979","32.67556331926404","0.3808113741387237","PASS"
"zro2_60_pass","20","-0.0022814421412839093","0.01089083043224573","45.167321026541885","0.3521529661775186","PASS"
"zro2_60_pass","21","-0.0007603732036038472","0.011130098252429388","43.79247737772114","0.40089494464167874","PASS"
"zro2_60_pass","22","-0.0015172832537993263","0.011251477695195078","32.3952296214796","0.36937036637105153","PASS"
"zro2_60_pass","23","-0.00039211545455931327","0.011214917161683324","29.8421868963313","0.38876645016366224","PASS"
"zro2_60_pass","24","0.004053876131952525","0.020704230745118762","21.916541762017648","0.6028546757827539","PASS"
"zro2_60_pass","25","0.0006247780548167813","0.011681429803880233","34.59984747593845","0.3670379443119756","PASS"
"zro2_60_pass","26","-0.0008115979524154488","0.01245622303083338","34.88245652052165","0.46484554251193627","PASS"
"zro2_60_pass","27","-0.001426991380441412","0.01009497641635445","24.605983112606452","0.3476028486762856","PASS"
"zro2_60_pass","28","-0.0012910253451576341","0.010321029259249881","22.097544175185444","0.385292032723498","PASS"
"zro2_60_pass","29","-0.0018114766806976237","0.01109039827550995","29.458615657074656","0.3964670197702652","PASS"
"zro2_60_pass","30","-0.0010745950684293202","0.012443415543107739","26.348608831240863","0.34216735566206113","PASS"
"zro2_20_supplement","1","-0.0038017884592328895","0.013704980857331295","31.878459205875856","0.3810564490281424","PASS"
"zro2_20_supplement","2","-0.001265975663714967","0.01397871853417687","34.945555822778104","0.3681602278194375","PASS"
"zro2_20_supplement","3","-0.001585587240778389","0.016001390849014696","55.81843954762487","0.3290134929697962","PASS"
"zro2_20_supplement","4","-0.0010394424265362699","0.01539229315678986","58.15562001620404","0.3901249490530792","PASS"
"zro2_20_supplement","5","-0.0038263960293291287","0.015319298822295158","49.289120249519854","0.32767294126786617","PASS"
"zro2_20_supplement","6","-0.0018092346149306943","0.016337596751372807","30.296603339316388","0.34582117020535436","PASS"
"zro2_20_supplement","7","-0.0020606281619837486","0.015521357432589866","39.62582032892351","0.32692885459853416","PASS"
"zro2_20_supplement","8","-0.0009739151999477476","0.01682073037087939","45.64641875397135","0.40130664879536265","PASS"
"zro2_20_supplement","9","-0.0030184732450887412","0.015791279267466374","38.46042638044003","0.3321911887741586","PASS"
"zro2_20_supplement","10","-0.003996738402124166","0.0160759358640985","40.26707918522958","0.3250212962461884","PASS"
