dataset_index,median_depth_um,Sq_um,Sa_um,Ssk_skewness,kurtosis_excess_fisher,grad_rms_um_per_um,lap_rms_um_per_px2,acf_e_fold_lag_um,aniso_gradx_over_y,pit_density_per_Mpx,pit_depth_um,peak_to_valley_p98p2_um,deepest_negative_residual_um,rms_DCT_8_16_um,E_DCT_8_16_frac,rms_DCT_16_32_um,E_DCT_16_32_frac,rms_DCT_32_64_um,E_DCT_32_64_frac,rms_DCT_64_inf_um,E_DCT_64_inf_frac
11,17.7364,0.730294028634613,0.5521751072257757,-0.8419109914839714,0.4195461732179075,0.2339828174765955,0.061101013746577,27.25,2.1062604764664195,5859.375,2.707670211791992,2.9233892440795897,2.707670211791992,0.268458778169734,0.1351324713499308,0.1535714452996122,0.044220682780668,0.1657608496723204,0.0515191191772641,0.6274117464596825,0.7380907990878689
12,30.7015,1.188968102091062,0.4472020451724529,5.63163315621766,34.975873943850004,0.5949737254832196,0.3130430801541765,6.5,1.2573580346745707,0.0,1.0532703399658203,5.002106628417971,1.0532703399658203,0.5150504895776171,0.1876545943859077,0.7063602874137728,0.3529491516419644,0.592462295001208,0.2483024622882491,0.4065089194675554,0.1168960271713287
13,7.0837,1.3308509546385214,1.1414590598084031,0.3655380699148667,-1.1110230017539218,0.8785782665692671,0.2828720429194336,21.0,4.302136394504275,0.0,1.9403791427612305,4.410332155227661,1.9403791427612305,1.2062407493521718,0.8215029940551246,0.2287473257058082,0.0295429058145481,0.1420721257082445,0.0113961699203453,0.3086897700210274,0.0538004159644478
14,6.0985,1.69238254747746,1.3222856433782726,0.1690290289096751,0.0784151377937392,0.7639450962597837,0.3356880838104812,6.5,1.0506833533736477,312.5,5.818447828292847,6.9729228210449214,5.818447828292847,0.79345602098719,0.2198106061989434,0.9312241483829048,0.3027689835991129,0.61147924018055,0.1305468383676049,0.8782331259008602,0.2692914421706762
15,46.0401,0.6026683783055695,0.4778296454250813,0.0607097291026831,0.3059409934899428,0.2419350245384737,0.1183093657850434,17.75,1.2532806955812823,0.0,1.9111289978027344,2.4088863372802733,1.9111289978027344,0.2206809912005607,0.1340827912270088,0.2182796093278409,0.1311805737066463,0.1355250079016277,0.0505687330357572,0.4672709383836198,0.6011470672048316
16,54.5754,1.9279678704881544,1.247622146308422,2.37632018173712,9.109763617638263,0.991787739214478,0.4191111942692895,5.0,1.3466025919747533,0.0,3.2877159118652344,9.162759628295904,3.2877159118652344,1.0569794829793515,0.3005616251788606,1.0299331595161678,0.2853766906597657,0.9944790208401604,0.2660674010430295,0.3750083621911532,0.0378340052529079
17,5.3911,0.8637443696690362,0.6680113570997491,0.574567675018601,0.5114664453818341,0.4313227293417958,0.1539606854698276,6.5,0.9366362118703728,0.0,2.4701619148254395,3.549846172332765,2.4701619148254395,0.4647979784167543,0.289572957727868,0.4714841249331176,0.2979639274206085,0.3503129330364318,0.164490902483526,0.3278184534423378,0.1440443855256755
18,6.0179,0.7175478934782686,0.5745216333400458,0.10172171563469,-0.1938609816107024,0.3764834434923227,0.1102495697126125,4.25,0.9517266974062304,0.0,2.06751012802124,2.9185718917846684,2.06751012802124,0.4177707041867384,0.3389800791411013,0.3756662217934098,0.2740958792586347,0.2460241074952783,0.1175583663732444,0.2743967326809743,0.1462366009484536
19,63.1156,9.064103038694258,5.556900975555181,2.046525622964281,4.191389338899585,1.4636787186660896,0.623239247558351,16.0,0.7396440115680044,0.0,12.340999603271484,41.59785591125488,12.340999603271484,1.3044518344776432,0.0207112555835084,1.5996195076906394,0.031144668733775,2.804163860788902,0.0957099541573595,8.318921143127165,0.8423340319523368
20,56.6237,1.344573066738621,1.027317866832018,0.5523546146861048,0.8989504567492874,0.60112197179887,0.1907428018160186,5.75,1.377765037376517,0.0,3.667324066162109,5.6375634765625,3.667324066162109,0.7289347711587042,0.2939060452841188,0.6919383875437353,0.2648293015421592,0.5462110529588596,0.1650259163840008,0.6070448956193094,0.2038322075923751
21,49.3129,1.3731381680370502,1.0331251527369023,0.6769137352510257,0.8908753688328077,0.4920947012875418,0.1253023523259383,6.25,1.1739834823773394,0.0,3.635377883911133,5.939479370117188,3.635377883911133,0.5962012832740731,0.1885199582250785,0.9261774179079012,0.4549460487513177,0.6815719702326173,0.246374051465455,0.3898022106023038,0.0805860960853399
22,63.9191,6.507496998933839,3.2835974664986134,3.520199499304917,14.924065176411805,1.7733961507456015,0.8229101263282372,11.0,1.4336755886549186,0.0,8.887767791748047,37.51654335021975,8.887767791748047,1.3710890484638878,0.0443918629357386,3.1665066718206725,0.2367733734525602,3.751265900467896,0.3322980138953629,3.911303056786986,0.3612559275431265
23,65.0842,6.829685811027613,5.66823215842247,0.1931252824262681,-0.8296112270186353,1.3279678899230818,0.5783707313853801,25.25,0.8317430120731588,0.0,13.326812744140623,24.71686668395996,13.326812744140623,1.0363431482923384,0.0230253219112991,2.553326590990501,0.1397691377638748,3.2739812446658827,0.2298004761169472,5.280210529885147,0.5977244588298388
24,16.0061,0.5573334737748845,0.3598058944568038,3.550983317630226,25.56959637393893,0.2781511940687065,0.1316923502631096,16.0,1.0287082196410526,0.0,0.903273582458496,2.1427943611145044,0.903273582458496,0.2816000866163681,0.2552908871131314,0.2069018190846048,0.1378155943426929,0.1483272012793612,0.0708290389280324,0.3604114505876089,0.4181835116559274
25,0.1715,0.2535347896196451,0.2006502998945455,-0.0682128145699905,0.3256098696684657,0.1927546504518102,0.1491137070715575,21.25,1.546053395040785,781.25,1.3102992475032806,1.0536636364459993,1.3102992475032806,0.174307072324409,0.4726665785551113,0.0661309053647602,0.0680352233824658,0.0478430619248757,0.0356092487162232,0.1110443325354145,0.1918305067890331
26,48.2729,1.754813660966502,0.6399021176993847,5.424787333411212,32.93779806528555,0.8055017772990254,0.4569979326028853,10.0,1.363852380040918,0.0,1.2820682525634766,7.861526489257821,1.2820682525634766,0.7502769471021706,0.1828021047633254,0.9192056053684734,0.2743868631402059,0.7888996259136873,0.2021070611030732,0.9096200225565754,0.2686940253522246
27,9.989,0.3220712211231579,0.2491414902731776,0.3937724642818734,2.0515158682252803,0.2006095025535857,0.0824901598119828,7.5,1.5722960406208373,742.1875,1.2042183876037598,1.3068146324157717,1.2042183876037598,0.2095973270433226,0.4235138719319695,0.1109303355823966,0.1186306237282719,0.1137126216289189,0.1246560911891526,0.1460338515869692,0.2055905932006098
28,39.5635,0.5222489243507809,0.2356254272162914,5.623345732733923,41.070547750225295,0.2543577735266248,0.1099661955140828,5.25,1.1732450674716364,820.3125,0.9326725006103516,2.048404464721681,0.9326725006103516,0.2594548570604553,0.2468132677948467,0.3084979189676654,0.3489388851732586,0.2267250203087231,0.1884706770210383,0.18223608036858,0.1217625187625647
29,17.5765,0.3347003218409163,0.2601974897459149,0.2688285849160827,3.2799738776679987,0.2104418887855189,0.068353179014734,21.25,1.6780426428582034,937.5,1.2740259170532229,1.3095178604125977,1.2740259170532229,0.2346274081098128,0.4914113988022932,0.1206057767870187,0.1298446202117918,0.1070897439247403,0.1023725450363675,0.0854761948920274,0.0652195955555922
30,10.0665,0.5314216325347324,0.4321176972612738,-0.2945208095586604,-0.2910117867772688,0.3581720913208618,0.1111305678904552,21.0,2.814471138179804,0.0,1.8190507888793943,2.049611835479737,1.8190507888793943,0.3524446031710384,0.4398486578886201,0.1717469261825103,0.1044478459119859,0.123608384697942,0.0541025087380569,0.1634137057892798,0.0945580481620751
31,48.3655,0.8646365340298404,0.5884414985775948,2.183656737294753,9.426019250141588,0.5051958539763006,0.1869923832391978,5.0,1.6997571439925996,0.0,1.7432022094726562,3.753253326416022,1.7432022094726562,0.5322445901608587,0.3789268220322131,0.374668670419537,0.1877706000392455,0.3523346123143148,0.1660517488653705,0.2685446001495403,0.0964640927179306
32,57.5403,0.8677372999169544,0.3704619137942791,6.949993192102155,59.28891883052617,0.4254546722049646,0.2202669685118163,5.25,0.7624963517883937,0.0,1.1839141845703125,1.835156021118166,1.1839141845703125,0.3706778349448585,0.1824806012547283,0.5394430076552952,0.3864689470661487,0.3919698767946178,0.2040463603941753,0.3185746112566508,0.1347863123225538
33,55.1854,0.5843038896176586,0.4504055419564247,0.968707391284028,3.3577270749440986,0.2727592146102453,0.1229716015908779,8.75,1.1648204872802588,0.0,1.5941028594970703,2.281332244873047,1.5941028594970703,0.2889222564394652,0.2445031402186878,0.2295942663930777,0.1543990137734388,0.1987541323605041,0.1157057067048562,0.3663871603680489,0.3931904284128024
34,8.4134,3.099172881562403,2.616170726281125,-0.0133283254991813,-0.9593560622914472,1.3905009892464273,0.6758026651812005,6.5,1.1538950303709563,0.0,8.593379497528076,10.744825854301451,8.593379497528076,1.3991324567162524,0.203810266225262,1.6824988532749057,0.2947256589393097,1.0459356030789588,0.1138985738868112,1.7286500956353874,0.3111161691779849
35,54.874,0.7647949042328561,0.5114096520841122,-0.3631497927054084,13.178687064568162,0.3334534961165279,0.1173108518520111,9.5,1.4003221660811938,8867.1875,5.5434417724609375,2.77141716003418,5.5434417724609375,0.3636924592003389,0.2261406425122692,0.5128992256748488,0.4497530483530854,0.306867388774151,0.1609946722874874,0.2581113800886202,0.1139001601340117
36,34.3416,1.8248260249942885,0.8432355511933565,7.346350812319603,75.82733401743616,0.8704796583331376,0.368664377034422,4.5,1.0283780164756988,0.0,2.446739196777344,4.300704574584965,2.446739196777344,0.9541613913918288,0.2734014080960091,1.0673257925650257,0.3420984267582354,0.6857658180670182,0.1412240740042191,0.7575047463519358,0.1723168649279754
37,53.7011,12.560357387242096,5.739659388437867,2.0279127722024333,2.5207201490043243,3.0113551634072526,1.284901808058398,16.5,1.0125488311361757,0.0,2.381214141845703,39.28533647537232,2.381214141845703,2.655300880833157,0.0446913512111418,3.8438181695871223,0.0936529963993686,6.98008900565084,0.3088288949038614,9.169622525642437,0.5329652855013048
38,5.3225,1.0998376844810436,0.8917528812633827,0.0396611249158643,-0.2030378375536177,0.5335578183663173,0.2128511906605668,9.25,1.1405739546287754,0.0,3.7319998741149902,4.4444492816925045,3.7319998741149902,0.4777940796587035,0.1887227846161551,0.5936294171517362,0.2913222369395026,0.5351617973378636,0.2367625533990599,0.4428373663565569,0.1621180331986086
39,57.6547,2.01277322504111,1.105729856491089,2.9223716280668106,11.865363487638737,0.9237348627527604,0.4576313479657484,6.5,1.1450848139457908,3164.0625,4.335237503051758,10.106584014892578,4.335237503051758,0.9307949435342556,0.2138544725518049,1.2601940970251009,0.3919992072689398,0.927583967086602,0.212381543951105,0.6648821392351341,0.1091188147636388
40,56.2835,0.9623362754017653,0.7716847035288811,0.1326739474271611,0.037110367948129,0.3195753600686,0.0872999559363225,7.75,1.360220678635959,0.0,2.390737533569336,3.881175765991213,2.390737533569336,0.3559673040776935,0.1368253302734885,0.5762444542092212,0.3585583194929935,0.4237103806994287,0.1938583421915364,0.5108497950470663,0.2817946432483691
41,39.7223,0.7597134590061623,0.6023567526042461,0.2667487096131527,-0.2663770342918559,0.3877801973210804,0.1047374960232759,21.5,2.3131249185830947,0.0,1.969736099243164,2.9021284484863283,1.969736099243164,0.4682728228106014,0.3799253444448487,0.5103372535659526,0.4512475982493597,0.1571848483375503,0.0428076828068295,0.1996519094245506,0.0690632951064864
42,48.9606,2.362876250095584,1.0127118235081434,4.876091598499939,27.2869528966232,0.8306089411554979,0.3584620867867856,8.0,0.7654355783266812,0.0,2.231344223022461,12.703013687133792,2.231344223022461,0.6906077361803573,0.0854242006838872,1.5667020217004988,0.4396335762222738,0.877135982730897,0.1378008513287625,1.2891554060496635,0.297665563121656
43,52.191,4.802227944160921,2.7311454986035826,2.609227719793389,9.419784358221824,1.507411566149367,0.6329654169990031,14.25,1.959497128602908,0.0,3.1213340759277344,14.077025909423828,3.1213340759277344,1.2598227591173274,0.0688229617664631,2.274300823464727,0.2242901885651893,2.063215766528228,0.1845881234157726,3.3521004575525235,0.4872462546641304
44,49.5979,5.759937507256592,4.4322122564911846,0.7329141122493403,-0.6907309651746893,1.5111707937656655,0.7992560170177909,18.25,0.8963347728922326,0.0,5.366344451904297,18.50959945678711,5.366344451904297,1.2784718086734337,0.0492659394512651,1.7440446560193354,0.0916810668805322,2.790450858600904,0.2347000674484751,4.463466465161764,0.6004944658171478
45,52.3175,0.6210842194186695,0.4833992947638035,0.5246438369421673,0.1598059777386486,0.2352671263702541,0.1061045673522027,9.75,1.4468544397057426,0.0,1.5067901611328125,2.5155401611328125,1.5067901611328125,0.2793590521222738,0.202313334132312,0.2629138391704202,0.179195006925535,0.2197613493248959,0.1251992237998837,0.4122538049052997,0.4405836289659813
46,45.2915,1.5157645732237823,1.006653210669756,1.6121282893875375,5.133480290951626,0.5579168456969701,0.2121657653394151,8.0,1.2706174090176905,1757.8125,3.780048370361328,7.84916275024414,3.780048370361328,0.5838299708104583,0.1483574180568123,0.858191336736269,0.3205566179220689,0.7202082951815083,0.22576298232632,0.7825292466604015,0.2665248154458419
47,51.0696,0.7467460731843392,0.5406134437024593,1.3037341631947357,3.461856783222045,0.3547833335287694,0.1685957923264444,6.75,1.3581538582811623,39.0625,2.1882762908935547,3.0324580383300788,2.1882762908935547,0.3894286222967868,0.2719630113996403,0.3596971156547671,0.2320213853692515,0.2393618328456236,0.1027457598610499,0.4208317707317638,0.3175931625427809
48,1.8695,0.2192179934995302,0.1693053588282782,0.2408518237678419,1.619777974326281,0.1853590625971726,0.1067321523325298,2.75,1.4171266813986465,1406.25,0.9464907050132751,0.92467191696167,0.9464907050132751,0.1152314372896424,0.2763055198997713,0.090919259453085,0.1720122523950961,0.0521828431171234,0.0566634584503776,0.03960259152535,0.032635841555771
49,1.8423,0.219865856744249,0.1743137675593607,-0.015665066695413,0.2190498138247378,0.1808085243428064,0.1072378112805182,3.25,1.5158471574487211,312.5,0.8663116097450256,0.910793788433075,0.8663116097450256,0.1089293004923901,0.2454561085289527,0.0893392675944673,0.1651084083107795,0.0527238828816068,0.0575041500139849,0.0676190747917004,0.0945851296459849
50,1.7472,0.8600324569718569,0.7403771726356086,0.239640994340774,-1.3746007706187733,0.5698788048471968,0.219088507617204,21.0,4.056577047108049,0.0,1.4672774076461792,2.6151176393032074,1.4672774076461792,0.7914040576328121,0.8467727279860031,0.1081810621270377,0.0158224160143353,0.057450799327581,0.0044623380533132,0.2172999082121163,0.0638394891008115
51,32.7444,1.2356609171223525,0.9184681348502636,-0.5295087053621493,-0.99563671618347,0.2104522603329618,0.1023567471783609,26.25,1.1836602616768144,0.0,2.824352264404297,3.6352716445922857,2.824352264404297,0.2135728834912549,0.029874015453517,0.2399588678563891,0.0377116024900469,0.2768659983003328,0.0502042664934487,1.1536624951108738,0.8716837046798706
52,29.1019,0.4348008332600109,0.3019857274740934,0.2136502411023443,3.3498404228542027,0.1856867788226564,0.0923030730619071,11.75,1.097769532722528,22929.6875,1.5115833282470703,2.094494361877441,1.5115833282470703,0.17832073755151,0.1681988290751401,0.1707368233375683,0.1541961954416422,0.1674357490337735,0.1482912900246316,0.2896755427566988,0.4438568465485259
53,41.7621,1.111610184036637,0.6058581633120775,5.820965789855515,56.27971647689509,0.5859140307100862,0.3079650115353077,6.25,0.9031263426999948,0.0,1.855768203735352,2.8764041137695315,1.855768203735352,0.5779588345570232,0.2703265983248151,0.5259427129914916,0.2238576038047321,0.2306956320664668,0.0430698847567459,0.671763706891428,0.3651977049010589
54,26.5716,0.5473737525060142,0.4417890991270542,0.0516893929148051,0.3730063788378004,0.2990236344002715,0.0731416212797335,21.25,2.6303741038758344,0.0,1.5358390808105469,2.0311538696289064,1.5358390808105469,0.4202856309370859,0.5895506841151166,0.2692312781275841,0.241926303127253,0.1494658068672205,0.0745616937682605,0.1243373963044657,0.051598324644373
55,41.6434,0.4492999264913473,0.2857479405403137,3.192383906860477,34.532254274128135,0.2869711915907619,0.1288602522952029,4.0,1.254044659568708,8789.0625,1.931867599487305,1.583830947875977,1.931867599487305,0.2566781297513288,0.3263660966529086,0.2190543077032672,0.2377009409580489,0.1559385780188202,0.1204576660578133,0.1336100285659218,0.0884311796870187
56,44.8735,0.3080518234339486,0.2339732168614864,0.9648728084981202,4.060092332604276,0.1616770979754267,0.0571836941888324,6.0,1.1508686829862684,0.0,0.9248580932617188,1.257742691040039,0.9248580932617188,0.1653264814681306,0.2880297042192524,0.1191779803369355,0.1496733485589054,0.1208402119230347,0.1538775945951911,0.163290590132689,0.2809795738553063
57,43.4805,4.005460126965916,1.2893356073275208,4.477691589524174,21.134851690186565,1.0336346449850955,0.4236889805611008,13.75,1.2981687440472829,156.25,1.2795524597167969,18.58354934692383,1.2795524597167969,0.7206567787873822,0.0323707026608033,1.7533628413460516,0.19161908901468,2.1978744273080686,0.3010931853476962,2.6866141629759697,0.449889413849633
58,53.0235,3.0752479787831546,1.2817343214154244,2.9865350450501227,8.153666665978992,1.086496393170759,0.5229872705144085,13.75,0.8181517336904143,0.0,1.6376304626464844,13.11912452697754,1.6376304626464844,1.0778981239375254,0.1228556541339338,1.2692325676955811,0.1703421526128498,1.5341255532525369,0.248863683090445,1.971905497135567,0.4111609983734333
59,1.3027,1.2603542249828787,0.9958619920506756,-0.6588416630723618,-0.3322717686786238,0.8399400640596911,0.4335820824870325,21.25,1.9880771714359875,234.375,4.772441267967224,4.612603057324886,4.772441267967224,0.9474816879916512,0.5651404681589947,0.4429192536709128,0.1234991236202004,0.3310381766799697,0.0689875813862267,0.3897686710287199,0.0956375877511141
60,46.7247,3.1961779063795595,1.1668185265362263,3.5994441390383174,12.089759822922485,1.005495057093447,0.5072300465042217,14.25,1.464862961465334,0.0,1.500774383544922,13.963002395629884,1.500774383544922,0.8297980787862737,0.0674035793710452,0.9812792544373016,0.0942591121075191,1.5640793433690547,0.2394725123788424,2.3949689313214075,0.5614846366629428
61,60.3441,1.7942620054480625,0.9737719048559664,3.742589058681635,21.56639016240092,0.8628696930918394,0.4319937476142599,6.75,0.9224038609777084,429.6875,3.0534839630126958,8.145336914062506,3.0534839630126958,0.7529441134639315,0.176097732171595,1.0038361660160624,0.3130069314885707,0.8053989062846965,0.2014885397639311,0.822775160172235,0.2102764429739613
62,58.8036,2.4030528988995203,1.5361252203583715,2.232202021187418,7.955427296053466,1.0138773727647026,0.5132431352228168,6.75,0.9215425537451278,0.0,4.115699768066406,12.154157714843766,4.115699768066406,1.0059157150887486,0.1752251836514906,1.1453493986048358,0.2271691337694159,1.307655795602191,0.2961148746189752,1.1813056627231502,0.2416561818437673
63,35.8151,1.5879288561494949,1.3349727872759105,0.4205401118394543,-0.7686000077233972,0.8332758125840145,0.2552782408164044,21.5,3.0834383080703125,0.0,2.503072738647461,5.4688053131103525,2.503072738647461,0.6058488537130508,0.1455681958042285,1.186528213560062,0.55833397676849,0.2432604947311363,0.0234682707289717,0.609605386990366,0.1473789678105153
64,34.5322,1.1313200344645944,0.8215829270333052,1.1949461692836636,4.07273696280283,0.5980411082832028,0.2171075990707029,21.5,1.810111423127255,0.0,2.595640182495117,4.587713508605958,2.595640182495117,0.5881399399851632,0.27026536251107,0.6575003262045355,0.3377699340761015,0.2683920843312098,0.0562818610926546,0.5634687144706803,0.2480668084487266
65,37.9908,12.603457527561158,6.405994279943407,1.282558648584035,-0.3023233507618461,2.166039636286961,1.1078416314978343,26.0,3.9649708489031097,0.0,0.8843765258789062,28.251261386871334,0.8843765258789062,1.7685808539755716,0.0196911206873322,2.613404519576204,0.0429965759033391,3.5889122940166818,0.0810860763399961,11.592329731796118,0.8459838006250842
66,58.7545,2.150660599802733,1.487261818498373,-1.3065956245140529,2.2532313995735285,0.551632563032504,0.1879319251364045,17.5,1.347435820411795,41171.875,8.89329719543457,9.01695671081543,8.89329719543457,0.522253924835019,0.0589684438593792,0.8934062507575449,0.1725655959658583,1.5059497958717858,0.4903173149968517,1.0940411709964608,0.2587757486016566
67,62.5775,3.912626223267634,2.2021347646415235,1.9518246818619551,3.4028291229294707,0.8518566446437194,0.4207686708982259,15.75,1.0852586972427083,0.0,4.62037467956543,15.923950881958012,4.62037467956543,0.7099427319738126,0.0329237967713254,0.973641983740306,0.0619244078569509,1.359362047921578,0.1207073063947093,3.426642846704241,0.7670098819495392
68,6.6174,0.7699583452263639,0.6002086194232106,-0.1133136068177683,0.4195609888954905,0.4340328520674414,0.1815992421134429,4.5,1.136844761253175,2343.75,2.989574909210205,3.259563789367676,2.989574909210205,0.4272556617964234,0.3079223354916485,0.4155108548458658,0.2912260948950952,0.304574088417252,0.1564773365270074,0.2383730281170681,0.0958472740968349
69,59.6402,4.336545686211816,2.211951120197773,2.8097340581846537,8.115555369397878,1.6296341022855605,0.93491172569135,11.25,0.9691131094152854,0.0,3.5463600158691406,20.229380035400396,3.5463600158691406,1.2319879033787955,0.0807095702752813,2.185954320036577,0.2540939427885995,2.4569254709133967,0.3209934075471926,2.350995897255547,0.2939110337238833
70,17.1843,2.8243877597768337,2.2310334096476434,0.1554012338844522,-0.1154594305014033,0.9658385355355724,0.4098542990632767,14.0,1.4454155950868437,39.0625,9.48897647857666,11.35096134185791,9.48897647857666,0.9850838818506744,0.1216459865338893,1.5528588352681352,0.3022841064734242,0.7434807319110243,0.0692932281522442,1.9339731115352412,0.4688697582732932
71,48.4288,0.8232230594113646,0.6238403068482876,0.3648853121724951,1.5705007047676185,0.4101077942613639,0.1475224103280283,21.75,1.7223041648105166,0.0,2.3160343170166016,3.566420059204103,2.3160343170166016,0.461168721567213,0.3138229017829602,0.5828662422921048,0.501305826450218,0.2605199743746474,0.1001490881794517,0.1180096163295138,0.0205494282427132
72,27.4222,0.4052748441256995,0.2255362015217542,3.3253824894527946,16.36161061210553,0.2154900984286867,0.1024741786497676,5.25,1.007983505718376,156.25,0.732661247253418,1.8420581054687508,0.732661247253418,0.2110309346929398,0.2711395994725976,0.230971377119878,0.3248007569186595,0.1815626733487987,0.200702990043976,0.108156560863793,0.0712207337398529
73,16.8609,0.6825202980520696,0.5024148556962609,0.1497916386985334,4.937503067166029,0.2197226585329062,0.1159971026715147,26.75,1.083569762407986,8359.375,2.55319881439209,2.525446243286133,2.55319881439209,0.212669571168696,0.0970911325738855,0.1609016418451764,0.055576322733398,0.1580747804854898,0.0536406499278886,0.590256817391199,0.7479126522489667
74,1.1292,0.2684310077621792,0.2133792942960281,0.0293600285147579,-0.0639464126241233,0.1818235096951735,0.061367746139115,7.75,1.4837386165682245,0.0,0.9113327264785768,1.1229877305030822,0.9113327264785768,0.1650223365421304,0.3779375994699512,0.1010126858402433,0.1416075711562661,0.0656736493166012,0.0598572741413927,0.0975191325312142,0.1319818753847473
75,11.1144,0.395598070183606,0.2684356371872127,3.3868323225369563,31.887039347608088,0.2298131001644138,0.0929590674370021,5.75,1.2656778832718067,0.0,1.0027570724487305,1.3284688949584962,1.0027570724487305,0.2400533318415529,0.3682198083807328,0.1776156677930628,0.2015831453638495,0.1119578857213249,0.08009419634927,0.1719577154700118,0.1889448263768428
76,29.0964,0.2494625261100493,0.1907006937265396,0.5527777553189024,1.8272837057307765,0.1359517261443163,0.0465173849187949,8.5,1.158918347218783,351.5625,0.8327245712280273,1.033919334411621,0.8327245712280273,0.1290494306798098,0.2676095170606939,0.1173355747129569,0.221232424156747,0.0864951336408828,0.1202188907579222,0.1195080214779204,0.2295004182588295
