session_id,measurement_id,sample_id,roi_within_measurement,theta_deg,theta_threshold_mad_deg,center_x_um,center_y_um,width_um,height_um,area_um2,edge_completeness,fit_residual_um,area_consistency,contrast_um,quality_score,successful_thresholds,status,warning
zro2_120_formal,96,96,single,-0.9000000000025068,0.04999999999999716,0.41525481266208875,0.738858893260421,193.4295304234053,198.96626011915794,37483.18743987923,0.975,0.9677288467774545,0.8354604026028274,44.50545175470844,0.8871145732756062,3,PASS,
zro2_120_formal,108,108,single,-0.7500000000025153,0.0,9.750513754988305,2.356863302510751,194.50345908958457,201.45541367083956,38239.408898569214,1.0,1.0020686884665295,0.8818295397482887,16.74459938356519,0.902107517670276,3,PASS,
zro2_120_formal,112,112,single,-0.7500000000025153,0.09999999999999432,-25.96024904327669,23.126411439505905,205.06949422379483,201.03262502438122,39829.677238624514,1.0,1.3114341215606515,0.987907793973834,21.103598937640385,0.9066709575457927,3,PASS,
zro2_120_formal,117,117,single,-0.6000000000025238,0.09999999999999432,21.268610849017403,17.10265209131801,206.97967584462117,205.4627528815331,41059.36629919167,1.0,1.3519977833808383,0.9271230136874188,4.894409419842988,0.8831565606833006,3,PASS,
zro2_120_formal,120,120,single,-0.8000000000025125,0.0,-19.069293558466743,-16.506014293677822,194.4452663234198,193.8959804938264,35861.64678386306,1.0,1.1714164268985314,0.7440874890186756,49.149269470271975,0.8669444938591534,3,PASS,
zro2_60_pass,2,3,slot_1,-0.4500000000025324,0.0,-187.97016075458862,-5.087546048429037,195.7582526692281,191.76453594372418,35078.77278316098,1.0,0.8451106744451096,0.7036204302686119,45.51913923537763,0.8766842804910389,3,PASS,
zro2_60_pass,7,14,slot_1,-0.4000000000025352,0.04999999999999716,-217.15348635396842,13.18435843515779,205.9866066863458,210.3137393584512,29143.192449195172,1.0,14.463449520216955,0.4604798165697708,4.1520269024965,0.629132758378695,3,PASS,
zro2_60_pass,8,16,slot_1,-0.5500000000025267,0.0,-197.1694202969824,-4.603803736477615,199.8700113838051,199.47865898603214,34400.96902585771,1.0,1.33213998539361,0.6703664446026391,37.30652948438068,0.8426835938575938,3,PASS,
zro2_60_pass,12,24,slot_1,-0.20000000000254659,0.0,-204.39872381650974,-10.386920145935987,194.04902462831512,197.25354909718607,37298.98876064005,1.0,1.1501245653470633,0.8245402058614468,26.009038294647432,0.8795575271257348,3,PASS,
zro2_60_pass,13,25,slot_1,-0.4500000000025324,0.0,-205.5625913217999,9.118137321751409,197.1453365948127,203.07229857243584,39249.00718998756,1.0,0.8845292213857334,0.9477710222885739,12.603910502143297,0.9124800922437126,3,PASS,
zro2_60_pass,19,38,slot_1,-0.25000000000254374,0.0,-195.62040929787597,2.3622053925215285,199.58763343667067,199.3579702057052,38091.576132208764,1.0,2.176415729475174,0.8725668660316201,22.13228156984671,0.8415991478795165,3,PASS,
zro2_60_pass,20,40,slot_1,-0.35000000000253806,0.04999999999999716,-190.33781528262668,-7.2666004812968765,201.729547631036,198.27239049464745,39274.59363031918,1.0,0.9086277808439291,0.9495047551442815,36.22173387719163,0.9226663414044627,3,PASS,
zro2_60_pass,21,42,slot_1,-0.5000000000025295,0.04999999999999716,-209.31734212296755,-7.988100309968341,192.95259647511438,196.59720432756419,37155.77576822836,1.0,0.9599875916435394,0.8161485665840524,36.98252307853214,0.8929765930270455,3,PASS,
zro2_60_pass,22,44,slot_1,-0.5500000000025267,0.09999999999999432,-210.866102990737,-8.57679558510959,206.25268230102984,195.61075454370925,38116.807205313555,1.0,1.8902211655356496,0.8741408409573034,22.91670432352059,0.8554618514872893,3,PASS,
zro2_60_pass,23,46,slot_1,-0.20000000000254659,0.0,-199.4457393764134,-2.0392247250673687,207.26523368793042,207.4256996983849,41345.67382827276,1.0,1.8004364015807681,0.908355407364641,6.90790891956727,0.8483598297966446,3,PASS,
zro2_60_pass,24,48,slot_1,-0.4500000000025324,0.04999999999999716,-198.87561514803232,-8.703164171285728,205.47781287587247,211.54283261436615,41822.10282370683,1.0,1.732939430937904,0.8779635494045801,3.3960335621766196,0.837144406181989,3,PASS,
zro2_60_pass,25,49,slot_1,-0.5000000000025295,0.0,-206.4021030752041,-7.318568336512374,204.01634913361855,207.17386612036933,40523.11715390821,1.0,1.68474118906623,0.9633239654923615,15.703802252188408,0.8806858363686167,3,PASS,
zro2_60_pass,26,51,slot_1,-0.5000000000025295,0.09999999999999432,-215.49916959178674,-24.400876937253912,209.3667880793359,210.68830459593426,42531.29735271324,1.0,2.2967632717173387,0.8345964588493321,9.056530104115417,0.8225543407696531,3,PASS,
zro2_60_pass,27,53,slot_1,-0.5000000000025295,0.04999999999999716,-181.9614413116313,-22.536120835961025,207.90078219936458,205.5764446051033,41281.23390447462,1.0,1.1902625305473293,0.912546069695433,9.238148114084089,0.8936770011753601,3,PASS,
zro2_60_pass,29,57,slot_1,-0.5500000000025267,0.0,-192.0707922016729,1.4625242205898301,205.15353754189,204.40720059303553,40586.490976025874,1.0,1.2155070996236077,0.9589731402490319,14.323374671319828,0.9043621647035859,3,PASS,
zro2_20_supplement,2,3,slot_1,-0.8000000000025125,0.0,-249.82659917312586,24.787681257398265,193.8204893758875,200.6863042821616,37680.416250768765,1.0,1.2410489765325963,0.8473134740930505,18.400701761838953,0.881727570170436,3,PASS,
zro2_20_supplement,3,5,slot_1,-0.650000000002521,0.2499999999999858,-247.37748846676436,9.435392020870559,192.8982135395361,189.59335063940276,34940.41647618261,1.0,1.1031455599603248,0.6967010825446226,45.002878896064615,0.8612008778306355,3,PASS,
zro2_20_supplement,4,7,slot_1,-0.6000000000025238,0.04999999999999716,-250.99086453431806,14.922000784153816,203.1840853256078,203.22014317426184,40025.129213379914,1.0,1.0986859011939316,0.9982066661353952,49.1056654669431,0.9217070728265888,3,PASS,
zro2_20_supplement,5,9,slot_1,-2.5579538487363607e-12,0.0,-250.94242601000215,10.497306999997113,201.26262998000396,200.3092679999986,39429.05991824708,1.0,1.0325220000058692,0.9600389384946286,41.242027038043,0.9179194093671073,3,PASS,
zro2_20_supplement,6,11,slot_1,-1.0500000000024983,0.09999999999999432,-249.28426460159173,9.1307877318711,201.48547595671113,206.99255567065504,40308.94917187321,1.0,1.7710392949456946,0.9781739145768364,11.367880142911915,0.8787327719650389,3,PASS,
zro2_20_supplement,8,15,slot_1,-0.7500000000025153,0.04999999999999716,-247.94098613000102,11.244141515351256,197.3499182072847,196.40025914085612,37604.95994293896,1.0,0.8801922617580971,0.8427589627595536,40.988510192625505,0.903118143997672,3,PASS,
zro2_20_supplement,10,19,slot_1,-0.650000000002521,0.0,-247.65035651302017,10.853389815299307,196.23636904130856,199.36657327963698,37538.50627152212,1.0,1.4739452592877313,0.8387681256594081,29.246686614021367,0.8685823718278948,3,PASS,
zro2_20_supplement,10,20,slot_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,STOP,only 1 successful segmentation thresholds
