level,held_group,param,valid,score,training_groups,tied_best,selected
L2,1000:40:2:25#L89,1.0,False,0.5625,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:2:25#L89,1.4142135623730951,True,0.5625,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:2:25#L89,2.0,True,0.5,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:2:25#L89,2.82842712474619,True,0.3125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:2:25#L89,4.0,True,0.3125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:2:25#L89,5.656854249492381,True,0.1875,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:2:25#L89,7.999999999999999,True,0.125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,True
L2,1000:40:2:25#L89,11.31370849898476,True,0.125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:2:25#L89,16.0,True,0.125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:2:25#L89,22.627416997969522,True,0.125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:2:25#L89,32.00000000000001,True,0.125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:2:25#L89,45.25483399593905,True,0.125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:2:25#L89,64.0,True,0.125,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:4:15#L56,1.0,False,0.5625,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:4:15#L56,1.4142135623730951,True,0.5625,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:4:15#L56,2.0,True,0.5,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:4:15#L56,2.82842712474619,True,0.3125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:4:15#L56,4.0,True,0.3125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:4:15#L56,5.656854249492381,True,0.1875,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,1000:40:4:15#L56,7.999999999999999,True,0.125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,True
L2,1000:40:4:15#L56,11.31370849898476,True,0.125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:4:15#L56,16.0,True,0.125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:4:15#L56,22.627416997969522,True,0.125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:4:15#L56,32.00000000000001,True,0.125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:4:15#L56,45.25483399593905,True,0.125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,1000:40:4:15#L56,64.0,True,0.125,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,223:5:5:20#L105,1.0,False,0.6875,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,223:5:5:20#L105,1.4142135623730951,True,0.6875,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,223:5:5:20#L105,2.0,True,0.5625,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,223:5:5:20#L105,2.82842712474619,True,0.5,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,223:5:5:20#L105,4.0,True,0.5,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,223:5:5:20#L105,5.656854249492381,True,0.4375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,223:5:5:20#L105,7.999999999999999,True,0.375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,223:5:5:20#L105,11.31370849898476,True,0.375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,223:5:5:20#L105,16.0,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,True
L2,223:5:5:20#L105,22.627416997969522,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,223:5:5:20#L105,32.00000000000001,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,223:5:5:20#L105,45.25483399593905,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,223:5:5:20#L105,64.0,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,4000:10:3:20#L70,1.0,True,0.6875,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,4000:10:3:20#L70,1.4142135623730951,True,0.6875,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,4000:10:3:20#L70,2.0,True,0.5625,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,4000:10:3:20#L70,2.82842712474619,True,0.5,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,4000:10:3:20#L70,4.0,True,0.5,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,4000:10:3:20#L70,5.656854249492381,True,0.4375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,4000:10:3:20#L70,7.999999999999999,True,0.375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,4000:10:3:20#L70,11.31370849898476,True,0.375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,4000:10:3:20#L70,16.0,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,True
L2,4000:10:3:20#L70,22.627416997969522,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,4000:10:3:20#L70,32.00000000000001,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,4000:10:3:20#L70,45.25483399593905,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,4000:10:3:20#L70,64.0,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,500:10:2:5#L65,1.0,False,0.5625,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,500:10:2:5#L65,1.4142135623730951,True,0.5625,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,500:10:2:5#L65,2.0,True,0.5625,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,500:10:2:5#L65,2.82842712474619,True,0.5,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,500:10:2:5#L65,4.0,True,0.5,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,500:10:2:5#L65,5.656854249492381,True,0.4375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,500:10:2:5#L65,7.999999999999999,True,0.375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,500:10:2:5#L65,11.31370849898476,True,0.375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L2,500:10:2:5#L65,16.0,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",True,True
L2,500:10:2:5#L65,22.627416997969522,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,500:10:2:5#L65,32.00000000000001,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,500:10:2:5#L65,45.25483399593905,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,500:10:2:5#L65,64.0,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L2,500:20:2:15#L2,1.0,False,0.6875,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",False,False
L2,500:20:2:15#L2,1.4142135623730951,True,0.625,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",False,False
L2,500:20:2:15#L2,2.0,True,0.5,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",False,False
L2,500:20:2:15#L2,2.82842712474619,True,0.3125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",False,False
L2,500:20:2:15#L2,4.0,True,0.3125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",False,False
L2,500:20:2:15#L2,5.656854249492381,True,0.1875,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",False,False
L2,500:20:2:15#L2,7.999999999999999,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",True,True
L2,500:20:2:15#L2,11.31370849898476,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",True,False
L2,500:20:2:15#L2,16.0,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",True,False
L2,500:20:2:15#L2,22.627416997969522,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",True,False
L2,500:20:2:15#L2,32.00000000000001,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",True,False
L2,500:20:2:15#L2,45.25483399593905,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",True,False
L2,500:20:2:15#L2,64.0,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:5:1:25#L112']",True,False
L2,500:5:1:25#L112,1.0,False,0.625,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",False,False
L2,500:5:1:25#L112,1.4142135623730951,True,0.6875,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",False,False
L2,500:5:1:25#L112,2.0,True,0.5625,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",False,False
L2,500:5:1:25#L112,2.82842712474619,True,0.4375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",False,False
L2,500:5:1:25#L112,4.0,True,0.4375,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",False,False
L2,500:5:1:25#L112,5.656854249492381,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",False,False
L2,500:5:1:25#L112,7.999999999999999,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",False,False
L2,500:5:1:25#L112,11.31370849898476,True,0.25,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",False,False
L2,500:5:1:25#L112,16.0,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",True,True
L2,500:5:1:25#L112,22.627416997969522,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",True,False
L2,500:5:1:25#L112,32.00000000000001,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",True,False
L2,500:5:1:25#L112,45.25483399593905,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",True,False
L2,500:5:1:25#L112,64.0,True,0.125,"['1000:40:2:25#L89', '1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2']",True,False
L3a,1000:40:2:25#L89,0.0,True,0.0625,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,True
L3a,1000:40:2:25#L89,0.1,True,0.5,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:2:25#L89,0.2,True,0.5,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:2:25#L89,0.3,True,0.75,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:2:25#L89,0.4,False,0.625,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:2:25#L89,0.5,False,0.875,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:2:25#L89,0.6,False,0.875,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:2:25#L89,0.7,False,1.0,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:2:25#L89,0.8,False,1.0,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:2:25#L89,0.9,False,1.0,"['1000:40:4:15#L56', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:4:15#L56,0.0,True,0.0625,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,True
L3a,1000:40:4:15#L56,0.1,True,0.4375,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:4:15#L56,0.2,True,0.0625,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",True,False
L3a,1000:40:4:15#L56,0.3,True,0.375,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:4:15#L56,0.4,False,0.625,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:4:15#L56,0.5,False,0.875,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:4:15#L56,0.6,False,0.875,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:4:15#L56,0.7,False,1.0,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:4:15#L56,0.8,False,1.0,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
L3a,1000:40:4:15#L56,0.9,False,1.0,"['1000:40:2:25#L89', '223:5:5:20#L105', '4000:10:3:20#L70', '500:10:2:5#L65', '500:20:2:15#L2', '500:5:1:25#L112']",False,False
