perm,T_b
335,0.18980757960391628
336,0.13339568504217122
337,0.12021479695747857
338,0.032333733643391115
339,0.12173628663745763
340,0.17455965430650106
341,0.11966048929307962
342,0.09491558709319672
343,0.11992189618393854
344,0.13206739691260413
345,0.058345373370181496
346,0.07763039519485347
347,0.1532673905880758
348,0.07932426063797021
349,0.17968198770389593
350,0.09280327830299052
351,0.12049155629421796
352,0.1698139841210631
353,0.12740158804576848
354,0.08269966155212817
355,0.09086430678481902
356,0.07420437595229912
357,0.10726073253075018
358,0.09648893403316397
359,0.11607455630098433
360,0.14943153231863482
361,0.10165021014444603
362,0.08907708112643882
363,0.08998692459965713
364,0.20199380758454052
365,0.2036378140694011
366,0.13823837472123995
367,0.13257107080697514
368,0.07889384877820566
369,0.1614368384781569
370,0.08156749864884463
371,0.18134412531837532
372,0.15411452629982933
373,0.09196729858592405
374,0.08674156130062508
375,0.1517639886938029
376,0.1021537817556498
377,0.16596937096445422
378,0.12849525695144096
379,0.06679112251752621
380,0.09493561472620395
381,0.08304206557949446
382,0.09964327200734674
383,0.10654294080487701
384,0.10533727419795227
385,0.17530663502785512
386,0.08155242860239842
387,0.110854836467706
388,0.09809680830072781
389,0.11511521254755255
390,0.17048645519496997
391,0.10300781319722037
392,0.11717943764609615
393,0.11151754819414525
394,0.09852167079888065
395,0.05566166761127075
396,0.12604603925495256
397,0.13429890981137127
398,0.058237198031419045
399,0.09397814477596028
400,0.08583443770607221
401,0.10496927636357548
402,0.12964878852277698
403,0.14404287707762528
404,0.1664747493101616
405,0.06972225453056184
406,0.12378203764757183
407,0.1329258230180105
408,0.11051685585762762
409,0.08276352600498905
410,0.11075036297597483
411,0.07467774275946919
412,0.10985445573170474
413,0.1524254514515366
414,0.10295439347900624
415,0.0843374325382279
416,0.10204542305083796
417,0.10169156877324634
418,0.17772652035087327
419,0.08640066105093194
420,0.14819509301435177
421,0.1523048695452441
422,0.12431618210582898
423,0.12851680934310086
424,0.09068118970058327
425,0.055300250852420574
426,0.10648689401337
427,0.11820805116209457
428,0.08753835529216837
429,0.14605064426307407
430,0.12968048042502953
431,0.15479051285064427
432,0.11581315252130829
433,0.06673571775122697
434,0.1556885532811504
435,0.08747998773597208
436,0.08126911148154548
437,0.11091165060352526
438,0.12958714437178906
439,0.0902786137863096
440,0.13103957272292277
441,0.13462046856306795
442,0.10721477334956162
443,0.07582789951712135
444,0.10254832724268773
445,0.12453303437000683
446,0.1524527313775422
447,0.11370309921256086
448,0.13519298877372896
449,0.1704411213291428
450,0.06831829101180018
451,0.12453385592166631
452,0.11334451513043414
453,0.10522121494595454
454,0.09403077651917864
455,0.09457509442012223
456,0.09525537458489573
457,0.16879129037378174
458,0.09994280811125783
459,0.10191139514804319
460,0.09254418001542757
461,0.12619692581024203
462,0.13669875351658783
463,0.08762745111475542
464,0.12487796019224526
465,0.10543306478054162
466,0.10831401189037389
467,0.06815265385593848
468,0.06648186349148569
469,0.08460426597032157
470,0.11253005419424879
471,0.13104888862766387
472,0.15168133173836232
473,0.12466371017388524
474,0.10549585123142437
475,0.16861576283875854
476,0.12563002099865808
477,0.08118674264840992
478,0.07538351894395645
479,0.10638608728389755
480,0.17417589409979645
481,0.12523818486710658
482,0.09094182635759679
483,0.12327481146048891
484,0.1464595947742603
485,0.1068279538643701
486,0.149474987750514
487,0.13745964435936286
488,0.12204014687294128
489,0.09212451571100773
490,0.12008660495143332
491,0.09269462568263792
492,0.12217551320263594
493,0.09218442360711082
494,0.14586515217589183
495,0.10968423039049914
496,0.07404021665065419
497,0.12709014197268975
498,0.0985476432758463
499,0.09157543293000617
500,0.13200361558131896
501,0.10107812943976516
502,0.0875678489964832
503,0.09100979939313085
504,0.14387582487337952
505,0.11993174807496279
506,0.13025603428794155
507,0.13758265815844764
508,0.10484807078611189
509,0.10420914264942287
510,0.09275224714039673
511,0.13150563187247208
512,0.10738709854246342
513,0.13090764717366363
514,0.11490887873270034
515,0.08715710359126876
516,0.06407069248081729
517,0.16099510438143952
518,0.15088023395156772
519,0.07614958657653959
520,0.10748046366690633
521,0.09359911795969407
522,0.09670237093519095
523,0.11065635442597577
524,0.12295581135698647
525,0.10699221050526658
526,0.07251390372934897
527,0.07859944394404444
528,0.11833112802623577
529,0.03753092707909111
530,0.06334993298491554
531,0.12170916971187269
532,0.11947628443319719
533,0.0838524082093505
534,0.060873892866597216
535,0.089906101111509
536,0.12444101872348232
537,0.12870692189965335
538,0.11022342539468914
539,0.07910673429743005
540,0.07253039038540378
541,0.09613029583793355
542,0.12975665666021946
543,0.08907218042474035
544,0.11446935943392324
545,0.07065392191586875
546,0.1530948207355266
547,0.1526172777234813
548,0.14660371463718114
549,0.1371050094670539
550,0.03958674506696637
551,0.125583976725098
552,0.08580556961844156
553,0.06698101572288788
554,0.10199739437080803
555,0.14224609077365322
556,0.08581853070242276
557,0.08547840311285974
558,0.11492670088020972
559,0.09719247317435659
560,0.11569557453949779
561,0.10213460647231559
562,0.1278752587110488
563,0.14452028106174958
564,0.14952705581904335
565,0.042722486133514884
566,0.20728447802571628
567,0.12387093958803465
568,0.08915991221442494
569,0.09052643780680719
570,0.10371601373259202
571,0.10362190947441242
572,0.07070114346527227
573,0.173253448012222
574,0.1271399683545547
575,0.09244032412955117
576,0.21128152570650555
577,0.11455914090007689
578,0.15648984667838844
579,0.09562788995394894
580,0.10997342917131021
581,0.11598596115895284
582,0.142675871020959
583,0.067296181922619
584,0.08682827671796105
585,0.08720560841848644
586,0.13140773634695818
587,0.12107801575111561
588,0.13427460280777645
589,0.06717652481409252
590,0.09437777860831482
591,0.07532297315320498
592,0.10410421014110104
593,0.09619580096066872
594,0.11181927229838376
595,0.08946072368842044
596,0.0931212073986288
597,0.10983635378639713
598,0.09058621187116238
599,0.10662064491164627
600,0.08922203980449588
601,0.08756079737906033
602,0.09266193941768328
603,0.06534872179254336
604,0.17363394883648917
605,0.09460731622231357
606,0.07660972578587978
607,0.09221316650004245
608,0.13292365252914026
609,0.07342047132377363
610,0.18365410224389694
611,0.13387903929392822
612,0.12092951932623612
613,0.08227291157739595
614,0.07979109447058694
615,0.12345115173485612
616,0.13134231667212315
617,0.06670065156345745
618,0.07647537872377272
619,0.16588257610430424
620,0.17496031677646595
621,0.12171800031535858
622,0.057025469753938865
623,0.05532021811669842
624,0.11522909702870049
625,0.07948315856160565
626,0.11400051341809986
627,0.07753764918574764
628,0.11622147591646283
629,0.09769423493456683
630,0.0862509637134454
631,0.13068427217304845
632,0.18665040348903064
633,0.12236539146854845
634,0.09620074479217985
635,0.10456533423111244
636,0.11400653536418676
637,0.11784202750957029
638,0.10841802811842689
639,0.06736624495329989
640,0.16517989838910288
641,0.12573685585166902
642,0.15870336441254326
643,0.12233408338272711
644,0.11664502772239684
645,0.08506376002328808
646,0.08130027077608654
647,0.10654387131356256
648,0.05799246010351104
649,0.11102239619172838
650,0.14123316821843385
651,0.09941203590784338
652,0.10467498488773819
653,0.08131840724892263
654,0.14764492969772194
655,0.11603632163135617
656,0.07071880787758272
657,0.0849589797509685
658,0.10950820941120595
659,0.08328988233312712
660,0.08749577395009624
661,0.1139119953105405
662,0.06083459793906912
663,0.11238897907681207
664,0.09192668540996532
665,0.11890956438285927
666,0.15156975616481286
667,0.0638568088365404
668,0.13573694535435213
669,0.134404664313268
670,0.1523327529195725
671,0.06544882809349613
672,0.11312091842140122
673,0.09755816697558893
674,0.11101775792671377
675,0.07691422364768799
676,0.15088640945019124
677,0.0823831905094513
678,0.10348436584750897
679,0.08152517142166593
680,0.1551121197785883
681,0.0783617560383806
682,0.13902633244878826
683,0.14179751316721767
684,0.07695039117241141
685,0.09492210045387525
686,0.12225012918269967
687,0.13803931013728746
688,0.12467654616181052
689,0.07639117350186461
690,0.07709846082512728
691,0.1516197894087375
692,0.11815794156051358
693,0.10558405228579579
694,0.14556123437617458
695,0.1599713723418146
696,0.11221238983188547
697,0.12252202230618635
698,0.18279615844315175
699,0.15861446289138353
700,0.08734299538598173
701,0.09037907636098874
702,0.12461938781883293
703,0.07996240078814855
704,0.08550581851792047
705,0.1061351888989472
706,0.09220094485558279
707,0.08324312698098131
708,0.08362823383730901
709,0.12602749660170937
710,0.17509065363993362
711,0.07087506280005909
712,0.0820121850020568
713,0.10022924028129099
714,0.07262772436328473
715,0.09343938803785458
716,0.14209289302030584
717,0.12097490024435853
718,0.06489671824033307
719,0.07820284153077442
720,0.13794172516571704
721,0.09880591825167763
722,0.08594447583664498
723,0.09303213080925217
724,0.13380150702307078
725,0.09281360817771815
726,0.14408184369691415
727,0.10702833847147541
728,0.21237926938455193
729,0.14431753504112343
730,0.10400297214807322
731,0.0984168155526067
732,0.08930025784535672
733,0.1312704754104055
734,0.11044025040243914
735,0.08577472681333538
736,0.08804741624392419
737,0.1762299292772522
738,0.10458964773720193
739,0.12729219593159852
740,0.09413179808449514
741,0.0739796035725182
742,0.09860815839387563
743,0.14879814660007673
744,0.14954097113448797
745,0.07487942800512759
746,0.06422650108533168
747,0.1281425990395554
748,0.15019968720118151
749,0.10377262919225849
750,0.06778369688643517
751,0.12901459118517108
752,0.06371140998121456
753,0.10315937189978501
754,0.08747877786323979
755,0.12290244721313989
756,0.06824256051701226
757,0.09993995830364666
758,0.16282979939726655
759,0.1355070496842152
760,0.10325450600358746
761,0.09902319583556933
762,0.0965145102834973
763,0.09979918689304315
764,0.13674250268575913
765,0.1342642992582139
766,0.07833453616956476
767,0.16074699505338758
768,0.12732358715226705
769,0.06612207625834148
770,0.07757671772382702
771,0.09934293198182927
772,0.13012588567740868
773,0.1300474985693492
774,0.1223074227702301
775,0.11794312655814679
776,0.1340890819638906
777,0.07561327611250322
778,0.08669964359728949
779,0.10300421835194297
780,0.08760453654569564
781,0.1334198604900446
782,0.07986669919819085
783,0.06892603857610365
784,0.08807780598375314
785,0.11884279073798969
786,0.12530507248165376
787,0.07404597320057671
788,0.11995658251401303
789,0.0823897597682941
790,0.1736827796180333
791,0.1849582804640873
792,0.08295135167446956
793,0.11615841771121631
794,0.10678058231222763
795,0.07767590527859806
796,0.06433591897051723
797,0.11630500474834933
798,0.09857088926064587
799,0.1921684495819375
800,0.1103670620079517
801,0.1323650208015302
802,0.10807785760107057
803,0.1489356778378612
804,0.1413904470217596
805,0.12147120046445938
806,0.05791281634792346
807,0.08105486799171881
808,0.06034747219621955
809,0.12526933703555435
810,0.10235841386289249
811,0.07979475049673794
812,0.13459124570746195
813,0.11179459617016071
814,0.059785086270603416
815,0.0616933657635288
816,0.11857422925719308
817,0.10496461979937449
818,0.09827795626127424
819,0.12165751467203277
820,0.12746451580982832
821,0.1020347627482783
822,0.08223266310886415
823,0.06504206621274389
824,0.0644339220955248
825,0.17627091298182845
826,0.12316126395916922
827,0.16768342330510094
828,0.14358914904106018
829,0.13577252711552903
830,0.10633940328744007
831,0.05617028602931903
832,0.07838029955762704
833,0.1268373694788566
834,0.0951115288508755
835,0.08850556166995598
836,0.09730364459996582
837,0.11544456575322783
838,0.1906447028883604
839,0.11406630312352825
840,0.11750478310537242
841,0.11094599938145548
842,0.07225882941217349
843,0.06983064162971729
844,0.11513853917514191
845,0.08710699736649688
846,0.15390635045156312
847,0.07447714394416967
848,0.07399161235741375
849,0.10452064008423687
850,0.07542873204349979
851,0.09626541212032416
852,0.10685982520336715
853,0.06990440622826852
854,0.10064458966013437
855,0.11254185734342569
856,0.11405233482849429
857,0.05914781670543073
858,0.18084564779612794
859,0.09450933997650468
860,0.05862016554723796
861,0.02972364767413049
862,0.10213177956635007
863,0.11443896074126847
864,0.06830632916589244
865,0.10882762698469142
866,0.13057182220195152
867,0.13270182177975165
868,0.12365100416633168
869,0.095422052706919
870,0.06854835005675335
871,0.05712215929270887
872,0.07092473942456809
873,0.13380539605702876
874,0.12027447189237386
875,0.11090202944364885
876,0.15523461934261726
877,0.10694490818263626
878,0.12738471875362592
879,0.11496648560053015
880,0.11583496418786826
881,0.15467954319660854
882,0.10461453411282218
883,0.11796954142580689
884,0.1045747422049159
885,0.14173552466858744
886,0.07609264538638291
887,0.06618263007122499
888,0.11664935771823348
889,0.09448767366733135
890,0.13087736781958262
891,0.11913203488071367
892,0.1063898405681182
893,0.09045162047473099
894,0.09263968797477848
895,0.10035119411198334
896,0.12108794516029495
897,0.10714774787836494
898,0.11606864664481313
899,0.10304701747095805
900,0.11891296939668657
901,0.12064441457259531
902,0.09020456965025324
903,0.13565013949676794
904,0.13284300051149497
905,0.1542493200986033
906,0.08792508698283202
907,0.15875784655214029
908,0.13157810835622064
909,0.09350666374380119
910,0.17578567647840795
911,0.09013039730104082
912,0.08731804120056896
913,0.052364788734652015
914,0.14322420704537675
915,0.08031554876945433
916,0.10829674224230308
917,0.13663959782143534
918,0.0893103478846427
919,0.09219563221036764
920,0.07660858489156765
921,0.10099885585911138
922,0.1507191600316946
923,0.11255471268358207
924,0.16629087271355994
925,0.07161012820408658
926,0.07519618615077237
927,0.11916832835291892
928,0.19172528109848863
929,0.0945552249996899
930,0.07835267994532125
931,0.12484951364429459
932,0.10614171466382855
933,0.1664179226724407
934,0.08228071085581533
935,0.09388011554632701
936,0.13355999932213447
937,0.11590045000241139
938,0.11050502923933954
939,0.0784443089931742
940,0.09133935811910311
941,0.11369084189981825
942,0.06538021148381597
943,0.12186387189087987
944,0.16167466717590517
945,0.08931874210670811
946,0.12831043129618552
947,0.06280991172676076
948,0.09198042482187628
949,0.1460374397259939
950,0.14505637533045215
951,0.15710607498829285
952,0.08312583633508781
953,0.11728189698304164
954,0.10569146077634618
955,0.07884057063666441
956,0.09787612093064157
957,0.060336467897568614
958,0.14885388849283857
959,0.09793607159524928
960,0.0684209218171791
961,0.11255551242108186
962,0.12164432446298828
963,0.16561595593970888
964,0.09297361864926762
965,0.08827658225418043
966,0.16420010500940949
967,0.13393186768280718
968,0.06725248362026261
969,0.08404080558827423
970,0.163810971895225
971,0.23511428719868682
972,0.16219101906422656
973,0.09988283344638701
974,0.10762014231936354
975,0.10081639076723375
976,0.0716730275236513
977,0.12298809456468268
978,0.06220378388272606
979,0.15498928765794487
980,0.03507186486356793
981,0.15207258619990824
982,0.14369804169632128
983,0.16927624676195843
984,0.08271011315508241
985,0.1366413578943525
986,0.09797943420252862
987,0.14837144608465042
988,0.09965207339484232
989,0.15175289517129192
990,0.10887483840566958
991,0.08335775294598792
992,0.14232734280878653
993,0.1224589663335539
994,0.0682204939989652
995,0.14395201397733484
996,0.07478171130356949
997,0.121478448343201
998,0.10335230805225787
999,0.07934500753618913
1000,0.10738642137168457
1001,0.16428360794861868
1002,0.09779789058022345
1003,0.13484086673554155
1004,0.1452426564316306
1005,0.07566052937709518
1006,0.07595505683426497
1007,0.08071166665177486
1008,0.07491429327429099
1009,0.07811789595807357
1010,0.15946007247493488
1011,0.15538705573030115
1012,0.1363478645241512
1013,0.1084288144783445
1014,0.09959727257016102
1015,0.06906948261002294
1016,0.1312604220737284
1017,0.05663736163764201
1018,0.08652779258685758
1019,0.10407117162707029
1020,0.09079152051609701
1021,0.1209191160686084
1022,0.09240270088413913
1023,0.10411759262843873
1024,0.08073811697496788
1025,0.09733107902270115
1026,0.11458972344688197
1027,0.07985894513238241
1028,0.1555649525447302
1029,0.09008524972598146
1030,0.11317510767942254
1031,0.08023831621496912
1032,0.1166526677177938
1033,0.1457966138372673
1034,0.18978464481829846
1035,0.1363515731167163
1036,0.1555658799814236
1037,0.09860916673894765
1038,0.09007824799388232
1039,0.10463830980631639
1040,0.06461748240420466
1041,0.05212355489217439
1042,0.09717184851799963
1043,0.15629786785841526
1044,0.09264770871301825
1045,0.10528817704674326
1046,0.06259806714454613
1047,0.060498756004017155
1048,0.08114860258442767
1049,0.08982892203528148
1050,0.11241898395243985
1051,0.12569020686516413
1052,0.16008245519871242
1053,0.14546637429810294
1054,0.11616042283866787
1055,0.10160664895319502
1056,0.13622879502265722
1057,0.09994412601561126
1058,0.08677022234314276
1059,0.1619837025219424
1060,0.13791148505723314
1061,0.08228816412387112
1062,0.12017144096825969
1063,0.11756695695683496
1064,0.07389973307255804
1065,0.07453035490781132
1066,0.17984942816928035
1067,0.10186738924965638
1068,0.09314124923404742
1069,0.04891073584202471
1070,0.08476708709307533
1071,0.0965198707269041
1072,0.1170793941155439
1073,0.10550438560123898
1074,0.12161706275306242
1075,0.08996257739398762
1076,0.049176795498152515
1077,0.12237797438264945
1078,0.09182379788338842
1079,0.09096266881627699
1080,0.15381657491147036
1081,0.17378277521315427
1082,0.09368376864269681
1083,0.08395826080713012
1084,0.07642487120354396
1085,0.12801744805007548
1086,0.08674500255601529
1087,0.06599276793819334
1088,0.07633284721173214
1089,0.09019164647875517
1090,0.0699113104904925
1091,0.13062855069474186
1092,0.10845738451769235
1093,0.09842748811067385
1094,0.1167252599851649
1095,0.0967224668207028
1096,0.10807141246744556
1097,0.07825026338445158
1098,0.12874658761734023
1099,0.10413333207720785
1100,0.07277902150398366
1101,0.057345602375974726
1102,0.124332731982815
1103,0.0911625676091851
1104,0.10806429442526616
1105,0.06540155383924579
1106,0.13295573868377758
1107,0.10232638492874759
1108,0.09674203029161567
1109,0.07310165429838437
1110,0.11138857091241583
1111,0.07959402583913444
1112,0.08689107092463036
1113,0.17263763420255399
1114,0.12818822705481211
1115,0.1339671054412704
1116,0.08469374353338006
1117,0.15010590776647778
1118,0.13105274537950384
1119,0.13867180552625444
1120,0.13367253550506786
1121,0.07788937175509225
1122,0.091421793048054
1123,0.08645390671501578
1124,0.08268423033116126
1125,0.14328811543476824
1126,0.13917566198838519
1127,0.07418085928492137
1128,0.06906148019868524
1129,0.06710735350855246
1130,0.1761180001325572
1131,0.09725834872933463
1132,0.13703634589250555
1133,0.15130778650038396
1134,0.0986142841187525
1135,0.10924524304682783
1136,0.12211351402030314
1137,0.08872245745385676
1138,0.12329221976627225
1139,0.09878482693415232
1140,0.09443532563618026
1141,0.11052324592997667
1142,0.13920840738068363
1143,0.08510964714055687
1144,0.20152651286839765
1145,0.10142419963723237
1146,0.10175538049192223
1147,0.10520344039280603
1148,0.1517665142540178
1149,0.07680298214173654
1150,0.12319599634216791
1151,0.06027164252700901
1152,0.10091434651170635
1153,0.1466950462532585
1154,0.10410002981915241
1155,0.05669529150000322
1156,0.12045089891916566
1157,0.061657488944657834
1158,0.07830219332916491
1159,0.10679471299086926
1160,0.07519732567950516
1161,0.08749700907069054
1162,0.11897549707703434
1163,0.14932163787458355
1164,0.062302827768031456
1165,0.09472496656176085
1166,0.14847453158687743
1167,0.13731385137334104
1168,0.10253914378402094
1169,0.10229373278187649
1170,0.09163241390105391
1171,0.07720117876635936
1172,0.11339489161973355
1173,0.08117537803036018
1174,0.11689986504712162
1175,0.0868179862657086
1176,0.07846516126112332
1177,0.14324669598550405
1178,0.07547227642645503
1179,0.12306514382610904
1180,0.09934644835550077
1181,0.08101979435076967
1182,0.07904745674436528
1183,0.11641360820522449
1184,0.10727792874115345
1185,0.083911163294381
1186,0.11137601506155678
1187,0.10236070983868266
1188,0.1830297943633814
1189,0.09532292762038727
1190,0.07870461446110213
1191,0.11251618706366473
1192,0.08488601289053507
1193,0.13072647713208568
1194,0.06629066518403984
1195,0.1441392889022005
1196,0.1218956565067949
1197,0.1596437715914939
1198,0.1429163460907366
1199,0.1234538579626377
1200,0.11795769618785815
1201,0.09002727437638283
1202,0.14166482380242662
1203,0.13669874602500443
1204,0.08328548602839649
1205,0.11968897718563629
1206,0.13592421235543622
1207,0.11656514942419667
1208,0.09522252629350497
1209,0.1299515936442141
1210,0.0954860604277113
1211,0.11207873408761236
1212,0.10964456150166066
1213,0.13869694437295843
1214,0.09468405010262602
1215,0.09519674082291003
1216,0.09199741867766711
1217,0.1546620240649425
1218,0.11117160093495057
1219,0.1365395880569881
1220,0.10178073641370797
1221,0.16701511971492805
1222,0.09559862877471605
1223,0.13074777036895846
1224,0.09980999530417663
1225,0.07610817333541382
1226,0.07129705395169766
1227,0.06546870737840205
1228,0.08164453765596606
1229,0.1570283056440962
1230,0.11421126649192048
1231,0.12827092344863777
1232,0.09640643797433236
1233,0.10020415008028061
1234,0.08962119654193451
1235,0.10888024162979798
1236,0.08390706694457568
1237,0.14923315331211198
1238,0.09390398124916288
1239,0.14739558431422492
1240,0.11736729585560948
1241,0.09987157666173772
1242,0.1006816379880906
1243,0.08146065386616563
1244,0.14964563279608256
1245,0.07755813774858278
1246,0.10716429320386453
1247,0.10119205113513823
1248,0.10407448163605577
1249,0.10152129224296146
