statistic,permutation,A_null
lambda_peak_4_32,212,0.4519230769230769
lambda_peak_4_32,213,0.4423076923076923
lambda_peak_4_32,214,0.5576923076923077
lambda_peak_4_32,215,0.375
lambda_peak_4_32,216,0.46153846153846156
lambda_peak_4_32,217,0.41346153846153844
lambda_peak_4_32,218,0.4519230769230769
lambda_peak_4_32,219,0.4423076923076923
lambda_peak_4_32,220,0.5769230769230769
lambda_peak_4_32,221,0.5
lambda_peak_4_32,222,0.47115384615384615
lambda_peak_4_32,223,0.375
lambda_peak_4_32,224,0.40384615384615385
lambda_peak_4_32,225,0.5
lambda_peak_4_32,226,0.6442307692307693
lambda_peak_4_32,227,0.4519230769230769
lambda_peak_4_32,228,0.40384615384615385
lambda_peak_4_32,229,0.4423076923076923
lambda_peak_4_32,230,0.40384615384615385
lambda_peak_4_32,231,0.5096153846153846
lambda_peak_4_32,232,0.4807692307692308
lambda_peak_4_32,233,0.4423076923076923
lambda_peak_4_32,234,0.5384615384615384
lambda_peak_4_32,235,0.5096153846153846
lambda_peak_4_32,236,0.5
lambda_peak_4_32,237,0.47115384615384615
lambda_peak_4_32,238,0.47115384615384615
lambda_peak_4_32,239,0.5480769230769231
lambda_peak_4_32,240,0.375
lambda_peak_4_32,241,0.3557692307692308
lambda_peak_4_32,242,0.47115384615384615
lambda_peak_4_32,243,0.5576923076923077
lambda_peak_4_32,244,0.40384615384615385
lambda_peak_4_32,245,0.5865384615384616
lambda_peak_4_32,246,0.5384615384615384
lambda_peak_4_32,247,0.4807692307692308
lambda_peak_4_32,248,0.47115384615384615
lambda_peak_4_32,249,0.47115384615384615
lambda_peak_4_32,250,0.5192307692307693
lambda_peak_4_32,251,0.4519230769230769
lambda_peak_4_32,252,0.4423076923076923
lambda_peak_4_32,253,0.5384615384615384
lambda_peak_4_32,254,0.3942307692307692
lambda_peak_4_32,255,0.5769230769230769
lambda_peak_4_32,256,0.5096153846153846
lambda_peak_4_32,257,0.4807692307692308
lambda_peak_4_32,258,0.4326923076923077
lambda_peak_4_32,259,0.46153846153846156
lambda_peak_4_32,260,0.47115384615384615
lambda_peak_4_32,261,0.5096153846153846
lambda_peak_4_32,262,0.4230769230769231
lambda_peak_4_32,263,0.49038461538461536
lambda_peak_4_32,264,0.5384615384615384
lambda_peak_4_32,265,0.4230769230769231
lambda_peak_4_32,266,0.4423076923076923
lambda_peak_4_32,267,0.4423076923076923
lambda_peak_4_32,268,0.38461538461538464
lambda_peak_4_32,269,0.28846153846153844
lambda_peak_4_32,270,0.4230769230769231
lambda_peak_4_32,271,0.41346153846153844
lambda_peak_4_32,272,0.4519230769230769
lambda_peak_4_32,273,0.4230769230769231
lambda_peak_4_32,274,0.49038461538461536
lambda_peak_4_32,275,0.46153846153846156
lambda_peak_4_32,276,0.41346153846153844
lambda_peak_4_32,277,0.5
lambda_peak_4_32,278,0.4326923076923077
lambda_peak_4_32,279,0.47115384615384615
lambda_peak_4_32,280,0.47115384615384615
lambda_peak_4_32,281,0.4326923076923077
lambda_peak_4_32,282,0.40384615384615385
lambda_peak_4_32,283,0.5288461538461539
lambda_peak_4_32,284,0.4807692307692308
lambda_peak_4_32,285,0.5865384615384616
lambda_peak_4_32,286,0.5096153846153846
lambda_peak_4_32,287,0.3942307692307692
lambda_peak_4_32,288,0.4519230769230769
lambda_peak_4_32,289,0.375
lambda_peak_4_32,290,0.5384615384615384
lambda_peak_4_32,291,0.4807692307692308
lambda_peak_4_32,292,0.4230769230769231
lambda_peak_4_32,293,0.4230769230769231
lambda_peak_4_32,294,0.3942307692307692
lambda_peak_4_32,295,0.49038461538461536
lambda_peak_4_32,296,0.4423076923076923
lambda_peak_4_32,297,0.49038461538461536
lambda_peak_4_32,298,0.5288461538461539
lambda_peak_4_32,299,0.4326923076923077
lambda_peak_4_32,300,0.46153846153846156
lambda_peak_4_32,301,0.5
lambda_peak_4_32,302,0.5096153846153846
lambda_peak_4_32,303,0.5192307692307693
lambda_peak_4_32,304,0.38461538461538464
lambda_peak_4_32,305,0.41346153846153844
lambda_peak_4_32,306,0.49038461538461536
lambda_peak_4_32,307,0.4423076923076923
lambda_peak_4_32,308,0.5
lambda_peak_4_32,309,0.4423076923076923
lambda_peak_4_32,310,0.5
lambda_peak_4_32,311,0.5673076923076923
lambda_peak_4_32,312,0.38461538461538464
lambda_peak_4_32,313,0.47115384615384615
lambda_peak_4_32,314,0.4807692307692308
lambda_peak_4_32,315,0.5384615384615384
lambda_peak_4_32,316,0.36538461538461536
lambda_peak_4_32,317,0.5480769230769231
lambda_peak_4_32,318,0.47115384615384615
lambda_peak_4_32,319,0.375
lambda_peak_4_32,320,0.4807692307692308
lambda_peak_4_32,321,0.47115384615384615
lambda_peak_4_32,322,0.5192307692307693
lambda_peak_4_32,323,0.5673076923076923
lambda_peak_4_32,324,0.5192307692307693
lambda_peak_4_32,325,0.4519230769230769
lambda_peak_4_32,326,0.4807692307692308
lambda_peak_4_32,327,0.4519230769230769
lambda_peak_4_32,328,0.5
lambda_peak_4_32,329,0.40384615384615385
lambda_peak_4_32,330,0.5
lambda_peak_4_32,331,0.33653846153846156
lambda_peak_4_32,332,0.4326923076923077
lambda_peak_4_32,333,0.41346153846153844
lambda_peak_4_32,334,0.4807692307692308
lambda_peak_4_32,335,0.4519230769230769
lambda_peak_4_32,336,0.5192307692307693
lambda_peak_4_32,337,0.41346153846153844
lambda_peak_4_32,338,0.5
lambda_peak_4_32,339,0.4326923076923077
lambda_peak_4_32,340,0.41346153846153844
lambda_peak_4_32,341,0.5576923076923077
lambda_peak_4_32,342,0.4519230769230769
lambda_peak_4_32,343,0.46153846153846156
lambda_peak_4_32,344,0.49038461538461536
lambda_peak_4_32,345,0.5096153846153846
lambda_peak_4_32,346,0.4423076923076923
lambda_peak_4_32,347,0.4230769230769231
lambda_peak_4_32,348,0.49038461538461536
lambda_peak_4_32,349,0.4326923076923077
lambda_peak_4_32,350,0.49038461538461536
lambda_peak_4_32,351,0.46153846153846156
lambda_peak_4_32,352,0.3942307692307692
lambda_peak_4_32,353,0.4519230769230769
lambda_peak_4_32,354,0.4807692307692308
lambda_peak_4_32,355,0.5
lambda_peak_4_32,356,0.38461538461538464
lambda_peak_4_32,357,0.5480769230769231
lambda_peak_4_32,358,0.4519230769230769
lambda_peak_4_32,359,0.4519230769230769
lambda_peak_4_32,360,0.38461538461538464
lambda_peak_4_32,361,0.3557692307692308
lambda_peak_4_32,362,0.5480769230769231
lambda_peak_4_32,363,0.41346153846153844
lambda_peak_4_32,364,0.3269230769230769
lambda_peak_4_32,365,0.34615384615384615
lambda_peak_4_32,366,0.5192307692307693
lambda_peak_4_32,367,0.4423076923076923
lambda_peak_4_32,368,0.4326923076923077
lambda_peak_4_32,369,0.34615384615384615
lambda_peak_4_32,370,0.4519230769230769
lambda_peak_4_32,371,0.5480769230769231
lambda_peak_4_32,372,0.38461538461538464
lambda_peak_4_32,373,0.4519230769230769
lambda_peak_4_32,374,0.4807692307692308
lambda_peak_4_32,375,0.5288461538461539
lambda_peak_4_32,376,0.4519230769230769
lambda_peak_4_32,377,0.38461538461538464
lambda_peak_4_32,378,0.40384615384615385
lambda_peak_4_32,379,0.5576923076923077
lambda_peak_4_32,380,0.5192307692307693
lambda_peak_4_32,381,0.5288461538461539
lambda_peak_4_32,382,0.5480769230769231
lambda_peak_4_32,383,0.4326923076923077
lambda_peak_4_32,384,0.47115384615384615
lambda_peak_4_32,385,0.38461538461538464
lambda_peak_4_32,386,0.47115384615384615
lambda_peak_4_32,387,0.49038461538461536
lambda_peak_4_32,388,0.40384615384615385
lambda_peak_4_32,389,0.5576923076923077
lambda_peak_4_32,390,0.4807692307692308
lambda_peak_4_32,391,0.5
lambda_peak_4_32,392,0.46153846153846156
lambda_peak_4_32,393,0.4807692307692308
lambda_peak_4_32,394,0.3942307692307692
lambda_peak_4_32,395,0.4519230769230769
lambda_peak_4_32,396,0.36538461538461536
lambda_peak_4_32,397,0.4423076923076923
lambda_peak_4_32,398,0.4423076923076923
lambda_peak_4_32,399,0.5192307692307693
lambda_peak_4_32,400,0.38461538461538464
lambda_peak_4_32,401,0.4423076923076923
lambda_peak_4_32,402,0.4230769230769231
lambda_peak_4_32,403,0.4326923076923077
lambda_peak_4_32,404,0.49038461538461536
lambda_peak_4_32,405,0.41346153846153844
lambda_peak_4_32,406,0.33653846153846156
lambda_peak_4_32,407,0.5288461538461539
lambda_peak_4_32,408,0.4519230769230769
lambda_peak_4_32,409,0.4519230769230769
lambda_peak_4_32,410,0.375
lambda_peak_4_32,411,0.4807692307692308
lambda_peak_4_32,412,0.4807692307692308
lambda_peak_4_32,413,0.4807692307692308
lambda_peak_4_32,414,0.49038461538461536
lambda_peak_4_32,415,0.4326923076923077
lambda_peak_4_32,416,0.5
lambda_peak_4_32,417,0.47115384615384615
lambda_peak_4_32,418,0.4807692307692308
lambda_peak_4_32,419,0.4807692307692308
lambda_peak_4_32,420,0.4519230769230769
lambda_peak_4_32,421,0.5576923076923077
lambda_peak_4_32,422,0.46153846153846156
lambda_peak_4_32,423,0.38461538461538464
lambda_peak_4_32,424,0.375
lambda_peak_4_32,425,0.49038461538461536
lambda_peak_4_32,426,0.5288461538461539
lambda_peak_4_32,427,0.49038461538461536
lambda_peak_4_32,428,0.4326923076923077
lambda_peak_4_32,429,0.4519230769230769
lambda_peak_4_32,430,0.40384615384615385
lambda_peak_4_32,431,0.625
lambda_peak_4_32,432,0.47115384615384615
lambda_peak_4_32,433,0.4807692307692308
lambda_peak_4_32,434,0.5576923076923077
lambda_peak_4_32,435,0.5288461538461539
lambda_peak_4_32,436,0.5288461538461539
lambda_peak_4_32,437,0.5288461538461539
lambda_peak_4_32,438,0.4519230769230769
lambda_peak_4_32,439,0.5192307692307693
lambda_peak_4_32,440,0.4807692307692308
lambda_peak_4_32,441,0.5288461538461539
lambda_peak_4_32,442,0.4807692307692308
lambda_peak_4_32,443,0.49038461538461536
lambda_peak_4_32,444,0.46153846153846156
lambda_peak_4_32,445,0.5865384615384616
lambda_peak_4_32,446,0.6057692307692307
lambda_peak_4_32,447,0.47115384615384615
lambda_peak_4_32,448,0.5
lambda_peak_4_32,449,0.3557692307692308
lambda_peak_4_32,450,0.5
lambda_peak_4_32,451,0.4519230769230769
lambda_peak_4_32,452,0.4326923076923077
lambda_peak_4_32,453,0.4326923076923077
lambda_peak_4_32,454,0.3557692307692308
lambda_peak_4_32,455,0.5288461538461539
lambda_peak_4_32,456,0.46153846153846156
lambda_peak_4_32,457,0.5576923076923077
lambda_peak_4_32,458,0.4423076923076923
lambda_peak_4_32,459,0.5192307692307693
lambda_peak_4_32,460,0.4423076923076923
lambda_peak_4_32,461,0.4423076923076923
lambda_peak_4_32,462,0.4519230769230769
lambda_peak_4_32,463,0.49038461538461536
lambda_peak_4_32,464,0.5384615384615384
lambda_peak_4_32,465,0.4807692307692308
lambda_peak_4_32,466,0.375
lambda_peak_4_32,467,0.3942307692307692
lambda_peak_4_32,468,0.5
lambda_peak_4_32,469,0.47115384615384615
lambda_peak_4_32,470,0.4519230769230769
lambda_peak_4_32,471,0.4519230769230769
lambda_peak_4_32,472,0.5961538461538461
lambda_peak_4_32,473,0.4519230769230769
lambda_peak_4_32,474,0.3557692307692308
lambda_peak_4_32,475,0.5673076923076923
lambda_peak_4_32,476,0.5192307692307693
lambda_peak_4_32,477,0.5288461538461539
lambda_peak_4_32,478,0.38461538461538464
lambda_peak_4_32,479,0.4519230769230769
lambda_peak_4_32,480,0.47115384615384615
lambda_peak_4_32,481,0.5673076923076923
lambda_peak_4_32,482,0.4423076923076923
lambda_peak_4_32,483,0.5192307692307693
lambda_peak_4_32,484,0.4326923076923077
lambda_peak_4_32,485,0.38461538461538464
lambda_peak_4_32,486,0.3942307692307692
lambda_peak_4_32,487,0.49038461538461536
lambda_peak_4_32,488,0.5480769230769231
lambda_peak_4_32,489,0.38461538461538464
lambda_peak_4_32,490,0.40384615384615385
lambda_peak_4_32,491,0.5
lambda_peak_4_32,492,0.4519230769230769
lambda_peak_4_32,493,0.5192307692307693
lambda_peak_4_32,494,0.5096153846153846
lambda_peak_4_32,495,0.5
lambda_peak_4_32,496,0.5096153846153846
lambda_peak_4_32,497,0.4807692307692308
lambda_peak_4_32,498,0.40384615384615385
lambda_peak_4_32,499,0.5096153846153846
lambda_peak_4_32,500,0.4807692307692308
lambda_peak_4_32,501,0.5096153846153846
lambda_peak_4_32,502,0.40384615384615385
lambda_peak_4_32,503,0.40384615384615385
lambda_peak_4_32,504,0.375
lambda_peak_4_32,505,0.36538461538461536
lambda_peak_4_32,506,0.3942307692307692
lambda_peak_4_32,507,0.4519230769230769
lambda_peak_4_32,508,0.5384615384615384
lambda_peak_4_32,509,0.3942307692307692
lambda_peak_4_32,510,0.5288461538461539
lambda_peak_4_32,511,0.5673076923076923
lambda_peak_4_32,512,0.4807692307692308
lambda_peak_4_32,513,0.5480769230769231
lambda_peak_4_32,514,0.5288461538461539
lambda_peak_4_32,515,0.49038461538461536
lambda_peak_4_32,516,0.38461538461538464
lambda_peak_4_32,517,0.47115384615384615
lambda_peak_4_32,518,0.47115384615384615
lambda_peak_4_32,519,0.5096153846153846
lambda_peak_4_32,520,0.5
lambda_peak_4_32,521,0.5
lambda_peak_4_32,522,0.4519230769230769
lambda_peak_4_32,523,0.4230769230769231
lambda_peak_4_32,524,0.4423076923076923
lambda_peak_4_32,525,0.40384615384615385
lambda_peak_4_32,526,0.47115384615384615
lambda_peak_4_32,527,0.5480769230769231
lambda_peak_4_32,528,0.5
lambda_peak_4_32,529,0.4326923076923077
lambda_peak_4_32,530,0.47115384615384615
lambda_peak_4_32,531,0.40384615384615385
lambda_peak_4_32,532,0.36538461538461536
lambda_peak_4_32,533,0.4230769230769231
lambda_peak_4_32,534,0.4230769230769231
lambda_peak_4_32,535,0.4423076923076923
lambda_peak_4_32,536,0.5192307692307693
lambda_peak_4_32,537,0.40384615384615385
lambda_peak_4_32,538,0.5288461538461539
lambda_peak_4_32,539,0.5769230769230769
lambda_peak_4_32,540,0.5
lambda_peak_4_32,541,0.5288461538461539
lambda_peak_4_32,542,0.4230769230769231
lambda_peak_4_32,543,0.4230769230769231
lambda_peak_4_32,544,0.4807692307692308
lambda_peak_4_32,545,0.38461538461538464
lambda_peak_4_32,546,0.4423076923076923
lambda_peak_4_32,547,0.5769230769230769
lambda_peak_4_32,548,0.5096153846153846
lambda_peak_4_32,549,0.46153846153846156
lambda_peak_4_32,550,0.47115384615384615
lambda_peak_4_32,551,0.5288461538461539
lambda_peak_4_32,552,0.4230769230769231
lambda_peak_4_32,553,0.47115384615384615
lambda_peak_4_32,554,0.3557692307692308
lambda_peak_4_32,555,0.5480769230769231
lambda_peak_4_32,556,0.49038461538461536
lambda_peak_4_32,557,0.3942307692307692
lambda_peak_4_32,558,0.4230769230769231
lambda_peak_4_32,559,0.47115384615384615
lambda_peak_4_32,560,0.47115384615384615
lambda_peak_4_32,561,0.5480769230769231
lambda_peak_4_32,562,0.5288461538461539
lambda_peak_4_32,563,0.38461538461538464
lambda_peak_4_32,564,0.4807692307692308
lambda_peak_4_32,565,0.4519230769230769
lambda_peak_4_32,566,0.3942307692307692
lambda_peak_4_32,567,0.46153846153846156
lambda_peak_4_32,568,0.4326923076923077
lambda_peak_4_32,569,0.4326923076923077
lambda_peak_4_32,570,0.41346153846153844
lambda_peak_4_32,571,0.5192307692307693
lambda_peak_4_32,572,0.4807692307692308
lambda_peak_4_32,573,0.36538461538461536
lambda_peak_4_32,574,0.5384615384615384
lambda_peak_4_32,575,0.46153846153846156
lambda_peak_4_32,576,0.33653846153846156
lambda_peak_4_32,577,0.625
lambda_peak_4_32,578,0.5961538461538461
lambda_peak_4_32,579,0.46153846153846156
lambda_peak_4_32,580,0.4807692307692308
lambda_peak_4_32,581,0.5288461538461539
lambda_peak_4_32,582,0.41346153846153844
lambda_peak_4_32,583,0.4807692307692308
lambda_peak_4_32,584,0.40384615384615385
lambda_peak_4_32,585,0.49038461538461536
lambda_peak_4_32,586,0.3942307692307692
lambda_peak_4_32,587,0.4519230769230769
lambda_peak_4_32,588,0.47115384615384615
lambda_peak_4_32,589,0.4230769230769231
lambda_peak_4_32,590,0.40384615384615385
lambda_peak_4_32,591,0.46153846153846156
lambda_peak_4_32,592,0.38461538461538464
lambda_peak_4_32,593,0.4326923076923077
lambda_peak_4_32,594,0.4423076923076923
lambda_peak_4_32,595,0.375
lambda_peak_4_32,596,0.49038461538461536
lambda_peak_4_32,597,0.4326923076923077
lambda_peak_4_32,598,0.5288461538461539
lambda_peak_4_32,599,0.4807692307692308
lambda_peak_4_32,600,0.4423076923076923
lambda_peak_4_32,601,0.4519230769230769
lambda_peak_4_32,602,0.5
lambda_peak_4_32,603,0.4230769230769231
lambda_peak_4_32,604,0.34615384615384615
lambda_peak_4_32,605,0.4807692307692308
lambda_peak_4_32,606,0.4519230769230769
lambda_peak_4_32,607,0.40384615384615385
lambda_peak_4_32,608,0.33653846153846156
lambda_peak_4_32,609,0.49038461538461536
lambda_peak_4_32,610,0.47115384615384615
lambda_peak_4_32,611,0.47115384615384615
lambda_peak_4_32,612,0.4519230769230769
lambda_peak_4_32,613,0.4519230769230769
lambda_peak_4_32,614,0.4423076923076923
lambda_peak_4_32,615,0.33653846153846156
lambda_peak_4_32,616,0.5192307692307693
lambda_peak_4_32,617,0.4807692307692308
lambda_peak_4_32,618,0.4423076923076923
lambda_peak_4_32,619,0.5576923076923077
lambda_peak_4_32,620,0.4519230769230769
lambda_peak_4_32,621,0.3942307692307692
lambda_peak_4_32,622,0.4423076923076923
lambda_peak_4_32,623,0.49038461538461536
lambda_peak_4_32,624,0.4230769230769231
lambda_peak_4_32,625,0.4519230769230769
lambda_peak_4_32,626,0.4807692307692308
lambda_peak_4_32,627,0.4807692307692308
lambda_peak_4_32,628,0.5576923076923077
lambda_peak_4_32,629,0.5480769230769231
lambda_peak_4_32,630,0.46153846153846156
lambda_peak_4_32,631,0.38461538461538464
lambda_peak_4_32,632,0.33653846153846156
lambda_peak_4_32,633,0.47115384615384615
lambda_peak_4_32,634,0.4230769230769231
lambda_peak_4_32,635,0.5192307692307693
lambda_peak_4_32,636,0.3942307692307692
lambda_peak_4_32,637,0.5192307692307693
lambda_peak_4_32,638,0.5096153846153846
lambda_peak_4_32,639,0.5480769230769231
lambda_peak_4_32,640,0.6057692307692307
lambda_peak_4_32,641,0.5192307692307693
lambda_peak_4_32,642,0.4519230769230769
lambda_peak_4_32,643,0.47115384615384615
lambda_peak_4_32,644,0.4326923076923077
lambda_peak_4_32,645,0.5576923076923077
lambda_peak_4_32,646,0.49038461538461536
