variant,fold,dataset_index,role
proc_gkf,1,124,train
proc_gkf,1,125,train
proc_gkf,1,126,train
proc_gkf,1,127,train
proc_gkf,1,128,train
proc_gkf,1,129,train
proc_gkf,1,130,train
proc_gkf,1,131,train
proc_gkf,1,134,train
proc_gkf,1,135,train
proc_gkf,1,136,train
proc_gkf,1,137,train
proc_gkf,1,138,train
proc_gkf,1,139,train
proc_gkf,1,140,train
proc_gkf,1,141,train
proc_gkf,1,142,train
proc_gkf,1,143,train
proc_gkf,1,144,train
proc_gkf,1,145,train
proc_gkf,1,146,train
proc_gkf,1,147,train
proc_gkf,1,148,train
proc_gkf,1,149,train
proc_gkf,1,150,train
proc_gkf,1,151,train
proc_gkf,1,152,train
proc_gkf,1,153,train
proc_gkf,1,154,train
proc_gkf,1,155,train
proc_gkf,1,160,train
proc_gkf,1,161,train
proc_gkf,1,162,train
proc_gkf,1,163,train
proc_gkf,1,164,train
proc_gkf,1,165,train
proc_gkf,1,166,train
proc_gkf,1,167,train
proc_gkf,1,168,train
proc_gkf,1,169,train
proc_gkf,1,170,train
proc_gkf,1,171,train
proc_gkf,1,176,train
proc_gkf,1,177,train
proc_gkf,1,178,train
proc_gkf,1,179,train
proc_gkf,1,180,train
proc_gkf,1,181,train
proc_gkf,1,182,train
proc_gkf,1,183,train
proc_gkf,1,184,train
proc_gkf,1,185,train
proc_gkf,1,186,train
proc_gkf,1,187,train
proc_gkf,1,188,train
proc_gkf,1,189,train
proc_gkf,1,190,train
proc_gkf,1,191,train
proc_gkf,1,192,train
proc_gkf,1,193,train
proc_gkf,1,194,train
proc_gkf,1,195,train
proc_gkf,2,1,test
proc_gkf,2,13,test
proc_gkf,2,14,test
proc_gkf,2,18,test
proc_gkf,2,22,test
proc_gkf,2,29,test
proc_gkf,2,33,test
proc_gkf,2,39,test
proc_gkf,2,44,test
proc_gkf,2,52,test
proc_gkf,2,53,test
proc_gkf,2,56,test
proc_gkf,2,62,test
proc_gkf,2,68,test
proc_gkf,2,70,test
proc_gkf,2,72,test
proc_gkf,2,76,test
proc_gkf,2,82,test
proc_gkf,2,90,test
proc_gkf,2,102,test
proc_gkf,2,105,test
proc_gkf,2,111,test
proc_gkf,2,113,test
proc_gkf,2,119,test
proc_gkf,2,126,test
proc_gkf,2,127,test
proc_gkf,2,138,test
proc_gkf,2,139,test
proc_gkf,2,140,test
proc_gkf,2,141,test
proc_gkf,2,142,test
proc_gkf,2,143,test
proc_gkf,2,152,test
proc_gkf,2,153,test
proc_gkf,2,154,test
proc_gkf,2,155,test
proc_gkf,2,168,test
proc_gkf,2,169,test
proc_gkf,2,170,test
proc_gkf,2,171,test
proc_gkf,2,0,train
proc_gkf,2,2,train
proc_gkf,2,3,train
proc_gkf,2,4,train
proc_gkf,2,5,train
proc_gkf,2,6,train
proc_gkf,2,7,train
proc_gkf,2,8,train
proc_gkf,2,9,train
proc_gkf,2,10,train
proc_gkf,2,11,train
proc_gkf,2,12,train
proc_gkf,2,15,train
proc_gkf,2,16,train
proc_gkf,2,17,train
proc_gkf,2,19,train
proc_gkf,2,20,train
proc_gkf,2,21,train
proc_gkf,2,23,train
proc_gkf,2,24,train
proc_gkf,2,25,train
proc_gkf,2,26,train
proc_gkf,2,27,train
proc_gkf,2,28,train
proc_gkf,2,30,train
proc_gkf,2,31,train
proc_gkf,2,32,train
proc_gkf,2,34,train
proc_gkf,2,35,train
proc_gkf,2,36,train
proc_gkf,2,37,train
proc_gkf,2,38,train
proc_gkf,2,40,train
proc_gkf,2,41,train
proc_gkf,2,42,train
proc_gkf,2,43,train
proc_gkf,2,45,train
proc_gkf,2,46,train
proc_gkf,2,47,train
proc_gkf,2,48,train
proc_gkf,2,49,train
proc_gkf,2,50,train
proc_gkf,2,51,train
proc_gkf,2,54,train
proc_gkf,2,55,train
proc_gkf,2,57,train
proc_gkf,2,58,train
proc_gkf,2,59,train
proc_gkf,2,60,train
proc_gkf,2,61,train
proc_gkf,2,63,train
proc_gkf,2,64,train
proc_gkf,2,65,train
proc_gkf,2,66,train
proc_gkf,2,67,train
proc_gkf,2,69,train
proc_gkf,2,71,train
proc_gkf,2,73,train
proc_gkf,2,74,train
proc_gkf,2,75,train
proc_gkf,2,77,train
proc_gkf,2,78,train
proc_gkf,2,79,train
proc_gkf,2,80,train
proc_gkf,2,81,train
proc_gkf,2,83,train
proc_gkf,2,84,train
proc_gkf,2,85,train
proc_gkf,2,86,train
proc_gkf,2,87,train
proc_gkf,2,88,train
proc_gkf,2,89,train
proc_gkf,2,91,train
proc_gkf,2,92,train
proc_gkf,2,93,train
proc_gkf,2,94,train
proc_gkf,2,95,train
proc_gkf,2,96,train
proc_gkf,2,97,train
proc_gkf,2,98,train
proc_gkf,2,99,train
proc_gkf,2,100,train
proc_gkf,2,101,train
proc_gkf,2,103,train
proc_gkf,2,104,train
proc_gkf,2,106,train
proc_gkf,2,107,train
proc_gkf,2,108,train
proc_gkf,2,109,train
proc_gkf,2,110,train
proc_gkf,2,112,train
proc_gkf,2,114,train
proc_gkf,2,115,train
proc_gkf,2,116,train
proc_gkf,2,117,train
proc_gkf,2,118,train
proc_gkf,2,120,train
proc_gkf,2,121,train
proc_gkf,2,122,train
proc_gkf,2,123,train
proc_gkf,2,124,train
proc_gkf,2,125,train
proc_gkf,2,128,train
proc_gkf,2,129,train
proc_gkf,2,130,train
proc_gkf,2,131,train
proc_gkf,2,132,train
proc_gkf,2,133,train
proc_gkf,2,134,train
proc_gkf,2,135,train
proc_gkf,2,136,train
proc_gkf,2,137,train
proc_gkf,2,144,train
proc_gkf,2,145,train
proc_gkf,2,146,train
proc_gkf,2,147,train
proc_gkf,2,148,train
proc_gkf,2,149,train
proc_gkf,2,150,train
proc_gkf,2,151,train
proc_gkf,2,156,train
proc_gkf,2,157,train
proc_gkf,2,158,train
proc_gkf,2,159,train
proc_gkf,2,160,train
proc_gkf,2,161,train
proc_gkf,2,162,train
proc_gkf,2,163,train
proc_gkf,2,164,train
proc_gkf,2,165,train
proc_gkf,2,166,train
proc_gkf,2,167,train
proc_gkf,2,172,train
proc_gkf,2,173,train
proc_gkf,2,174,train
proc_gkf,2,175,train
proc_gkf,2,176,train
proc_gkf,2,177,train
proc_gkf,2,178,train
proc_gkf,2,179,train
proc_gkf,2,180,train
proc_gkf,2,181,train
proc_gkf,2,182,train
proc_gkf,2,183,train
proc_gkf,2,184,train
proc_gkf,2,185,train
proc_gkf,2,186,train
proc_gkf,2,187,train
proc_gkf,2,188,train
proc_gkf,2,189,train
proc_gkf,2,190,train
proc_gkf,2,191,train
proc_gkf,2,192,train
proc_gkf,2,193,train
proc_gkf,2,194,train
proc_gkf,2,195,train
proc_gkf,2,196,train
proc_gkf,2,197,train
proc_gkf,2,198,train
proc_gkf,2,199,train
proc_gkf,3,0,test
proc_gkf,3,15,test
proc_gkf,3,16,test
proc_gkf,3,20,test
proc_gkf,3,23,test
proc_gkf,3,24,test
proc_gkf,3,25,test
proc_gkf,3,30,test
proc_gkf,3,34,test
proc_gkf,3,40,test
proc_gkf,3,45,test
proc_gkf,3,55,test
proc_gkf,3,64,test
proc_gkf,3,66,test
proc_gkf,3,75,test
proc_gkf,3,77,test
proc_gkf,3,80,test
proc_gkf,3,88,test
proc_gkf,3,91,test
proc_gkf,3,99,test
proc_gkf,3,103,test
proc_gkf,3,109,test
proc_gkf,3,114,test
proc_gkf,3,118,test
proc_gkf,3,124,test
proc_gkf,3,125,test
proc_gkf,3,128,test
proc_gkf,3,129,test
proc_gkf,3,148,test
proc_gkf,3,149,test
proc_gkf,3,150,test
proc_gkf,3,151,test
proc_gkf,3,160,test
proc_gkf,3,161,test
proc_gkf,3,162,test
proc_gkf,3,163,test
proc_gkf,3,176,test
proc_gkf,3,177,test
proc_gkf,3,178,test
proc_gkf,3,179,test
proc_gkf,3,1,train
proc_gkf,3,2,train
proc_gkf,3,3,train
proc_gkf,3,4,train
proc_gkf,3,5,train
proc_gkf,3,6,train
proc_gkf,3,7,train
proc_gkf,3,8,train
proc_gkf,3,9,train
proc_gkf,3,10,train
proc_gkf,3,11,train
proc_gkf,3,12,train
proc_gkf,3,13,train
proc_gkf,3,14,train
proc_gkf,3,17,train
proc_gkf,3,18,train
proc_gkf,3,19,train
proc_gkf,3,21,train
proc_gkf,3,22,train
proc_gkf,3,26,train
proc_gkf,3,27,train
proc_gkf,3,28,train
proc_gkf,3,29,train
proc_gkf,3,31,train
proc_gkf,3,32,train
proc_gkf,3,33,train
proc_gkf,3,35,train
proc_gkf,3,36,train
proc_gkf,3,37,train
proc_gkf,3,38,train
proc_gkf,3,39,train
proc_gkf,3,41,train
proc_gkf,3,42,train
proc_gkf,3,43,train
proc_gkf,3,44,train
proc_gkf,3,46,train
proc_gkf,3,47,train
proc_gkf,3,48,train
proc_gkf,3,49,train
proc_gkf,3,50,train
proc_gkf,3,51,train
proc_gkf,3,52,train
proc_gkf,3,53,train
proc_gkf,3,54,train
proc_gkf,3,56,train
proc_gkf,3,57,train
proc_gkf,3,58,train
proc_gkf,3,59,train
proc_gkf,3,60,train
proc_gkf,3,61,train
proc_gkf,3,62,train
proc_gkf,3,63,train
proc_gkf,3,65,train
proc_gkf,3,67,train
proc_gkf,3,68,train
proc_gkf,3,69,train
proc_gkf,3,70,train
proc_gkf,3,71,train
proc_gkf,3,72,train
proc_gkf,3,73,train
proc_gkf,3,74,train
proc_gkf,3,76,train
proc_gkf,3,78,train
proc_gkf,3,79,train
proc_gkf,3,81,train
proc_gkf,3,82,train
proc_gkf,3,83,train
proc_gkf,3,84,train
proc_gkf,3,85,train
proc_gkf,3,86,train
proc_gkf,3,87,train
proc_gkf,3,89,train
proc_gkf,3,90,train
proc_gkf,3,92,train
proc_gkf,3,93,train
proc_gkf,3,94,train
proc_gkf,3,95,train
proc_gkf,3,96,train
proc_gkf,3,97,train
proc_gkf,3,98,train
proc_gkf,3,100,train
proc_gkf,3,101,train
proc_gkf,3,102,train
proc_gkf,3,104,train
proc_gkf,3,105,train
proc_gkf,3,106,train
proc_gkf,3,107,train
proc_gkf,3,108,train
proc_gkf,3,110,train
proc_gkf,3,111,train
proc_gkf,3,112,train
proc_gkf,3,113,train
proc_gkf,3,115,train
proc_gkf,3,116,train
proc_gkf,3,117,train
proc_gkf,3,119,train
proc_gkf,3,120,train
proc_gkf,3,121,train
proc_gkf,3,122,train
proc_gkf,3,123,train
proc_gkf,3,126,train
proc_gkf,3,127,train
proc_gkf,3,130,train
proc_gkf,3,131,train
proc_gkf,3,132,train
proc_gkf,3,133,train
proc_gkf,3,134,train
proc_gkf,3,135,train
proc_gkf,3,136,train
proc_gkf,3,137,train
proc_gkf,3,138,train
proc_gkf,3,139,train
proc_gkf,3,140,train
proc_gkf,3,141,train
proc_gkf,3,142,train
proc_gkf,3,143,train
proc_gkf,3,144,train
proc_gkf,3,145,train
proc_gkf,3,146,train
proc_gkf,3,147,train
proc_gkf,3,152,train
proc_gkf,3,153,train
proc_gkf,3,154,train
proc_gkf,3,155,train
proc_gkf,3,156,train
proc_gkf,3,157,train
proc_gkf,3,158,train
proc_gkf,3,159,train
proc_gkf,3,164,train
proc_gkf,3,165,train
proc_gkf,3,166,train
proc_gkf,3,167,train
proc_gkf,3,168,train
proc_gkf,3,169,train
proc_gkf,3,170,train
proc_gkf,3,171,train
proc_gkf,3,172,train
proc_gkf,3,173,train
proc_gkf,3,174,train
proc_gkf,3,175,train
proc_gkf,3,180,train
proc_gkf,3,181,train
proc_gkf,3,182,train
proc_gkf,3,183,train
proc_gkf,3,184,train
proc_gkf,3,185,train
proc_gkf,3,186,train
proc_gkf,3,187,train
proc_gkf,3,188,train
proc_gkf,3,189,train
proc_gkf,3,190,train
proc_gkf,3,191,train
proc_gkf,3,192,train
proc_gkf,3,193,train
proc_gkf,3,194,train
proc_gkf,3,195,train
proc_gkf,3,196,train
proc_gkf,3,197,train
proc_gkf,3,198,train
proc_gkf,3,199,train
proc_gkf,4,3,test
proc_gkf,4,5,test
proc_gkf,4,10,test
proc_gkf,4,12,test
proc_gkf,4,21,test
proc_gkf,4,26,test
proc_gkf,4,35,test
proc_gkf,4,36,test
proc_gkf,4,41,test
proc_gkf,4,42,test
proc_gkf,4,47,test
proc_gkf,4,57,test
proc_gkf,4,59,test
proc_gkf,4,63,test
proc_gkf,4,65,test
proc_gkf,4,74,test
proc_gkf,4,79,test
proc_gkf,4,84,test
proc_gkf,4,93,test
proc_gkf,4,94,test
proc_gkf,4,98,test
proc_gkf,4,104,test
proc_gkf,4,110,test
proc_gkf,4,117,test
proc_gkf,4,134,test
proc_gkf,4,135,test
proc_gkf,4,136,test
proc_gkf,4,137,test
proc_gkf,4,144,test
proc_gkf,4,145,test
proc_gkf,4,146,test
proc_gkf,4,147,test
proc_gkf,4,184,test
proc_gkf,4,185,test
proc_gkf,4,186,test
proc_gkf,4,187,test
proc_gkf,4,188,test
proc_gkf,4,189,test
proc_gkf,4,190,test
proc_gkf,4,191,test
proc_gkf,4,0,train
proc_gkf,4,1,train
proc_gkf,4,2,train
proc_gkf,4,4,train
proc_gkf,4,6,train
proc_gkf,4,7,train
proc_gkf,4,8,train
proc_gkf,4,9,train
proc_gkf,4,11,train
proc_gkf,4,13,train
proc_gkf,4,14,train
proc_gkf,4,15,train
proc_gkf,4,16,train
proc_gkf,4,17,train
proc_gkf,4,18,train
proc_gkf,4,19,train
proc_gkf,4,20,train
proc_gkf,4,22,train
proc_gkf,4,23,train
proc_gkf,4,24,train
proc_gkf,4,25,train
proc_gkf,4,27,train
proc_gkf,4,28,train
proc_gkf,4,29,train
proc_gkf,4,30,train
proc_gkf,4,31,train
proc_gkf,4,32,train
proc_gkf,4,33,train
proc_gkf,4,34,train
proc_gkf,4,37,train
proc_gkf,4,38,train
proc_gkf,4,39,train
proc_gkf,4,40,train
proc_gkf,4,43,train
proc_gkf,4,44,train
proc_gkf,4,45,train
proc_gkf,4,46,train
proc_gkf,4,48,train
proc_gkf,4,49,train
proc_gkf,4,50,train
proc_gkf,4,51,train
proc_gkf,4,52,train
proc_gkf,4,53,train
proc_gkf,4,54,train
proc_gkf,4,55,train
proc_gkf,4,56,train
proc_gkf,4,58,train
proc_gkf,4,60,train
proc_gkf,4,61,train
proc_gkf,4,62,train
proc_gkf,4,64,train
proc_gkf,4,66,train
proc_gkf,4,67,train
proc_gkf,4,68,train
proc_gkf,4,69,train
proc_gkf,4,70,train
proc_gkf,4,71,train
proc_gkf,4,72,train
proc_gkf,4,73,train
proc_gkf,4,75,train
proc_gkf,4,76,train
proc_gkf,4,77,train
proc_gkf,4,78,train
proc_gkf,4,80,train
proc_gkf,4,81,train
proc_gkf,4,82,train
proc_gkf,4,83,train
proc_gkf,4,85,train
proc_gkf,4,86,train
proc_gkf,4,87,train
proc_gkf,4,88,train
proc_gkf,4,89,train
proc_gkf,4,90,train
proc_gkf,4,91,train
proc_gkf,4,92,train
proc_gkf,4,95,train
proc_gkf,4,96,train
proc_gkf,4,97,train
proc_gkf,4,99,train
proc_gkf,4,100,train
proc_gkf,4,101,train
proc_gkf,4,102,train
proc_gkf,4,103,train
proc_gkf,4,105,train
proc_gkf,4,106,train
proc_gkf,4,107,train
proc_gkf,4,108,train
proc_gkf,4,109,train
proc_gkf,4,111,train
proc_gkf,4,112,train
proc_gkf,4,113,train
proc_gkf,4,114,train
proc_gkf,4,115,train
proc_gkf,4,116,train
proc_gkf,4,118,train
proc_gkf,4,119,train
proc_gkf,4,120,train
proc_gkf,4,121,train
proc_gkf,4,122,train
proc_gkf,4,123,train
proc_gkf,4,124,train
proc_gkf,4,125,train
proc_gkf,4,126,train
proc_gkf,4,127,train
proc_gkf,4,128,train
proc_gkf,4,129,train
proc_gkf,4,130,train
proc_gkf,4,131,train
proc_gkf,4,132,train
proc_gkf,4,133,train
proc_gkf,4,138,train
proc_gkf,4,139,train
proc_gkf,4,140,train
proc_gkf,4,141,train
proc_gkf,4,142,train
proc_gkf,4,143,train
proc_gkf,4,148,train
proc_gkf,4,149,train
proc_gkf,4,150,train
proc_gkf,4,151,train
proc_gkf,4,152,train
proc_gkf,4,153,train
proc_gkf,4,154,train
proc_gkf,4,155,train
proc_gkf,4,156,train
proc_gkf,4,157,train
proc_gkf,4,158,train
proc_gkf,4,159,train
proc_gkf,4,160,train
proc_gkf,4,161,train
proc_gkf,4,162,train
proc_gkf,4,163,train
proc_gkf,4,164,train
proc_gkf,4,165,train
proc_gkf,4,166,train
proc_gkf,4,167,train
proc_gkf,4,168,train
proc_gkf,4,169,train
proc_gkf,4,170,train
proc_gkf,4,171,train
proc_gkf,4,172,train
proc_gkf,4,173,train
proc_gkf,4,174,train
proc_gkf,4,175,train
proc_gkf,4,176,train
proc_gkf,4,177,train
proc_gkf,4,178,train
proc_gkf,4,179,train
proc_gkf,4,180,train
proc_gkf,4,181,train
proc_gkf,4,182,train
proc_gkf,4,183,train
proc_gkf,4,192,train
proc_gkf,4,193,train
proc_gkf,4,194,train
proc_gkf,4,195,train
proc_gkf,4,196,train
proc_gkf,4,197,train
proc_gkf,4,198,train
proc_gkf,4,199,train
src_gkf,0,4,test
src_gkf,0,9,test
src_gkf,0,14,test
src_gkf,0,19,test
src_gkf,0,24,test
src_gkf,0,29,test
src_gkf,0,34,test
src_gkf,0,39,test
src_gkf,0,44,test
src_gkf,0,49,test
src_gkf,0,54,test
src_gkf,0,59,test
src_gkf,0,64,test
src_gkf,0,69,test
src_gkf,0,74,test
src_gkf,0,79,test
src_gkf,0,84,test
src_gkf,0,89,test
src_gkf,0,94,test
src_gkf,0,99,test
src_gkf,0,104,test
src_gkf,0,109,test
src_gkf,0,114,test
src_gkf,0,119,test
src_gkf,0,128,test
src_gkf,0,129,test
src_gkf,0,138,test
src_gkf,0,139,test
src_gkf,0,148,test
src_gkf,0,149,test
src_gkf,0,158,test
src_gkf,0,159,test
src_gkf,0,168,test
src_gkf,0,169,test
src_gkf,0,178,test
src_gkf,0,179,test
src_gkf,0,188,test
src_gkf,0,189,test
src_gkf,0,198,test
src_gkf,0,199,test
src_gkf,0,0,train
src_gkf,0,1,train
src_gkf,0,2,train
src_gkf,0,3,train
src_gkf,0,5,train
src_gkf,0,6,train
src_gkf,0,7,train
src_gkf,0,8,train
src_gkf,0,10,train
src_gkf,0,11,train
src_gkf,0,12,train
src_gkf,0,13,train
src_gkf,0,15,train
src_gkf,0,16,train
src_gkf,0,17,train
src_gkf,0,18,train
src_gkf,0,20,train
src_gkf,0,21,train
src_gkf,0,22,train
src_gkf,0,23,train
src_gkf,0,25,train
src_gkf,0,26,train
src_gkf,0,27,train
src_gkf,0,28,train
src_gkf,0,30,train
src_gkf,0,31,train
src_gkf,0,32,train
src_gkf,0,33,train
src_gkf,0,35,train
src_gkf,0,36,train
src_gkf,0,37,train
src_gkf,0,38,train
src_gkf,0,40,train
src_gkf,0,41,train
src_gkf,0,42,train
src_gkf,0,43,train
src_gkf,0,45,train
src_gkf,0,46,train
src_gkf,0,47,train
src_gkf,0,48,train
src_gkf,0,50,train
