variant,fold,dataset_index,role
src_gkf_inbox,1,155,train
src_gkf_inbox,1,158,train
src_gkf_inbox,1,159,train
src_gkf_inbox,1,160,train
src_gkf_inbox,1,161,train
src_gkf_inbox,1,162,train
src_gkf_inbox,1,163,train
src_gkf_inbox,1,164,train
src_gkf_inbox,1,165,train
src_gkf_inbox,1,168,train
src_gkf_inbox,1,169,train
src_gkf_inbox,1,170,train
src_gkf_inbox,1,171,train
src_gkf_inbox,1,172,train
src_gkf_inbox,1,173,train
src_gkf_inbox,1,174,train
src_gkf_inbox,1,175,train
src_gkf_inbox,1,178,train
src_gkf_inbox,1,179,train
src_gkf_inbox,1,180,train
src_gkf_inbox,1,181,train
src_gkf_inbox,1,182,train
src_gkf_inbox,1,183,train
src_gkf_inbox,1,184,train
src_gkf_inbox,1,185,train
src_gkf_inbox,1,188,train
src_gkf_inbox,1,189,train
src_gkf_inbox,1,190,train
src_gkf_inbox,1,191,train
src_gkf_inbox,1,192,train
src_gkf_inbox,1,193,train
src_gkf_inbox,1,194,train
src_gkf_inbox,1,195,train
src_gkf_inbox,1,198,train
src_gkf_inbox,1,199,train
src_gkf_inbox,1,4,test
src_gkf_inbox,1,12,test
src_gkf_inbox,1,27,test
src_gkf_inbox,1,49,test
src_gkf_inbox,1,54,test
src_gkf_inbox,1,77,test
src_gkf_inbox,1,126,test
src_gkf_inbox,1,136,test
src_gkf_inbox,1,146,test
src_gkf_inbox,1,147,test
src_gkf_inbox,1,156,test
src_gkf_inbox,1,157,test
src_gkf_inbox,1,166,test
src_gkf_inbox,1,167,test
src_gkf_inbox,1,176,test
src_gkf_inbox,1,177,test
src_gkf_inbox,1,186,test
src_gkf_inbox,1,187,test
src_gkf_inbox,1,196,test
src_gkf_inbox,1,197,test
src_gkf_inbox,2,0,train
src_gkf_inbox,2,1,train
src_gkf_inbox,2,2,train
src_gkf_inbox,2,4,train
src_gkf_inbox,2,5,train
src_gkf_inbox,2,6,train
src_gkf_inbox,2,7,train
src_gkf_inbox,2,12,train
src_gkf_inbox,2,13,train
src_gkf_inbox,2,24,train
src_gkf_inbox,2,25,train
src_gkf_inbox,2,27,train
src_gkf_inbox,2,28,train
src_gkf_inbox,2,29,train
src_gkf_inbox,2,30,train
src_gkf_inbox,2,49,train
src_gkf_inbox,2,50,train
src_gkf_inbox,2,51,train
src_gkf_inbox,2,52,train
src_gkf_inbox,2,54,train
src_gkf_inbox,2,72,train
src_gkf_inbox,2,73,train
src_gkf_inbox,2,74,train
src_gkf_inbox,2,77,train
src_gkf_inbox,2,78,train
src_gkf_inbox,2,120,train
src_gkf_inbox,2,122,train
src_gkf_inbox,2,126,train
src_gkf_inbox,2,128,train
src_gkf_inbox,2,130,train
src_gkf_inbox,2,132,train
src_gkf_inbox,2,136,train
src_gkf_inbox,2,138,train
src_gkf_inbox,2,140,train
src_gkf_inbox,2,141,train
src_gkf_inbox,2,142,train
src_gkf_inbox,2,143,train
src_gkf_inbox,2,146,train
src_gkf_inbox,2,147,train
src_gkf_inbox,2,148,train
src_gkf_inbox,2,149,train
src_gkf_inbox,2,150,train
src_gkf_inbox,2,151,train
src_gkf_inbox,2,152,train
src_gkf_inbox,2,153,train
src_gkf_inbox,2,156,train
src_gkf_inbox,2,157,train
src_gkf_inbox,2,158,train
src_gkf_inbox,2,159,train
src_gkf_inbox,2,160,train
src_gkf_inbox,2,161,train
src_gkf_inbox,2,162,train
src_gkf_inbox,2,163,train
src_gkf_inbox,2,166,train
src_gkf_inbox,2,167,train
src_gkf_inbox,2,168,train
src_gkf_inbox,2,169,train
src_gkf_inbox,2,170,train
src_gkf_inbox,2,171,train
src_gkf_inbox,2,172,train
src_gkf_inbox,2,173,train
src_gkf_inbox,2,176,train
src_gkf_inbox,2,177,train
src_gkf_inbox,2,178,train
src_gkf_inbox,2,179,train
src_gkf_inbox,2,180,train
src_gkf_inbox,2,181,train
src_gkf_inbox,2,182,train
src_gkf_inbox,2,183,train
src_gkf_inbox,2,186,train
src_gkf_inbox,2,187,train
src_gkf_inbox,2,188,train
src_gkf_inbox,2,189,train
src_gkf_inbox,2,190,train
src_gkf_inbox,2,191,train
src_gkf_inbox,2,192,train
src_gkf_inbox,2,193,train
src_gkf_inbox,2,196,train
src_gkf_inbox,2,197,train
src_gkf_inbox,2,198,train
src_gkf_inbox,2,199,train
src_gkf_inbox,2,3,test
src_gkf_inbox,2,11,test
src_gkf_inbox,2,26,test
src_gkf_inbox,2,48,test
src_gkf_inbox,2,53,test
src_gkf_inbox,2,76,test
src_gkf_inbox,2,124,test
src_gkf_inbox,2,134,test
src_gkf_inbox,2,144,test
src_gkf_inbox,2,145,test
src_gkf_inbox,2,154,test
src_gkf_inbox,2,155,test
src_gkf_inbox,2,164,test
src_gkf_inbox,2,165,test
src_gkf_inbox,2,174,test
src_gkf_inbox,2,175,test
src_gkf_inbox,2,184,test
src_gkf_inbox,2,185,test
src_gkf_inbox,2,194,test
src_gkf_inbox,2,195,test
src_gkf_inbox,3,0,train
src_gkf_inbox,3,1,train
src_gkf_inbox,3,3,train
src_gkf_inbox,3,4,train
src_gkf_inbox,3,5,train
src_gkf_inbox,3,6,train
src_gkf_inbox,3,11,train
src_gkf_inbox,3,12,train
src_gkf_inbox,3,13,train
src_gkf_inbox,3,24,train
src_gkf_inbox,3,26,train
src_gkf_inbox,3,27,train
src_gkf_inbox,3,28,train
src_gkf_inbox,3,29,train
src_gkf_inbox,3,48,train
src_gkf_inbox,3,49,train
src_gkf_inbox,3,50,train
src_gkf_inbox,3,51,train
src_gkf_inbox,3,53,train
src_gkf_inbox,3,54,train
src_gkf_inbox,3,72,train
src_gkf_inbox,3,73,train
src_gkf_inbox,3,76,train
src_gkf_inbox,3,77,train
src_gkf_inbox,3,78,train
src_gkf_inbox,3,120,train
src_gkf_inbox,3,124,train
src_gkf_inbox,3,126,train
src_gkf_inbox,3,128,train
src_gkf_inbox,3,130,train
src_gkf_inbox,3,134,train
src_gkf_inbox,3,136,train
src_gkf_inbox,3,138,train
src_gkf_inbox,3,140,train
src_gkf_inbox,3,141,train
src_gkf_inbox,3,144,train
src_gkf_inbox,3,145,train
src_gkf_inbox,3,146,train
src_gkf_inbox,3,147,train
src_gkf_inbox,3,148,train
src_gkf_inbox,3,149,train
src_gkf_inbox,3,150,train
src_gkf_inbox,3,151,train
src_gkf_inbox,3,154,train
src_gkf_inbox,3,155,train
src_gkf_inbox,3,156,train
src_gkf_inbox,3,157,train
src_gkf_inbox,3,158,train
src_gkf_inbox,3,159,train
src_gkf_inbox,3,160,train
src_gkf_inbox,3,161,train
src_gkf_inbox,3,164,train
src_gkf_inbox,3,165,train
src_gkf_inbox,3,166,train
src_gkf_inbox,3,167,train
src_gkf_inbox,3,168,train
src_gkf_inbox,3,169,train
src_gkf_inbox,3,170,train
src_gkf_inbox,3,171,train
src_gkf_inbox,3,174,train
src_gkf_inbox,3,175,train
src_gkf_inbox,3,176,train
src_gkf_inbox,3,177,train
src_gkf_inbox,3,178,train
src_gkf_inbox,3,179,train
src_gkf_inbox,3,180,train
src_gkf_inbox,3,181,train
src_gkf_inbox,3,184,train
src_gkf_inbox,3,185,train
src_gkf_inbox,3,186,train
src_gkf_inbox,3,187,train
src_gkf_inbox,3,188,train
src_gkf_inbox,3,189,train
src_gkf_inbox,3,190,train
src_gkf_inbox,3,191,train
src_gkf_inbox,3,194,train
src_gkf_inbox,3,195,train
src_gkf_inbox,3,196,train
src_gkf_inbox,3,197,train
src_gkf_inbox,3,198,train
src_gkf_inbox,3,199,train
src_gkf_inbox,3,2,test
src_gkf_inbox,3,7,test
src_gkf_inbox,3,25,test
src_gkf_inbox,3,30,test
src_gkf_inbox,3,52,test
src_gkf_inbox,3,74,test
src_gkf_inbox,3,122,test
src_gkf_inbox,3,132,test
src_gkf_inbox,3,142,test
src_gkf_inbox,3,143,test
src_gkf_inbox,3,152,test
src_gkf_inbox,3,153,test
src_gkf_inbox,3,162,test
src_gkf_inbox,3,163,test
src_gkf_inbox,3,172,test
src_gkf_inbox,3,173,test
src_gkf_inbox,3,182,test
src_gkf_inbox,3,183,test
src_gkf_inbox,3,192,test
src_gkf_inbox,3,193,test
src_gkf_inbox,4,0,train
src_gkf_inbox,4,2,train
src_gkf_inbox,4,3,train
src_gkf_inbox,4,4,train
src_gkf_inbox,4,5,train
src_gkf_inbox,4,7,train
src_gkf_inbox,4,11,train
src_gkf_inbox,4,12,train
src_gkf_inbox,4,13,train
src_gkf_inbox,4,25,train
src_gkf_inbox,4,26,train
src_gkf_inbox,4,27,train
src_gkf_inbox,4,28,train
src_gkf_inbox,4,30,train
src_gkf_inbox,4,48,train
src_gkf_inbox,4,49,train
src_gkf_inbox,4,50,train
src_gkf_inbox,4,52,train
src_gkf_inbox,4,53,train
src_gkf_inbox,4,54,train
src_gkf_inbox,4,72,train
src_gkf_inbox,4,74,train
src_gkf_inbox,4,76,train
src_gkf_inbox,4,77,train
src_gkf_inbox,4,78,train
src_gkf_inbox,4,122,train
src_gkf_inbox,4,124,train
src_gkf_inbox,4,126,train
src_gkf_inbox,4,128,train
src_gkf_inbox,4,132,train
src_gkf_inbox,4,134,train
src_gkf_inbox,4,136,train
src_gkf_inbox,4,138,train
src_gkf_inbox,4,142,train
src_gkf_inbox,4,143,train
src_gkf_inbox,4,144,train
src_gkf_inbox,4,145,train
src_gkf_inbox,4,146,train
src_gkf_inbox,4,147,train
src_gkf_inbox,4,148,train
src_gkf_inbox,4,149,train
src_gkf_inbox,4,152,train
src_gkf_inbox,4,153,train
src_gkf_inbox,4,154,train
src_gkf_inbox,4,155,train
src_gkf_inbox,4,156,train
src_gkf_inbox,4,157,train
src_gkf_inbox,4,158,train
src_gkf_inbox,4,159,train
src_gkf_inbox,4,162,train
src_gkf_inbox,4,163,train
src_gkf_inbox,4,164,train
src_gkf_inbox,4,165,train
src_gkf_inbox,4,166,train
src_gkf_inbox,4,167,train
src_gkf_inbox,4,168,train
src_gkf_inbox,4,169,train
src_gkf_inbox,4,172,train
src_gkf_inbox,4,173,train
src_gkf_inbox,4,174,train
src_gkf_inbox,4,175,train
src_gkf_inbox,4,176,train
src_gkf_inbox,4,177,train
src_gkf_inbox,4,178,train
src_gkf_inbox,4,179,train
src_gkf_inbox,4,182,train
src_gkf_inbox,4,183,train
src_gkf_inbox,4,184,train
src_gkf_inbox,4,185,train
src_gkf_inbox,4,186,train
src_gkf_inbox,4,187,train
src_gkf_inbox,4,188,train
src_gkf_inbox,4,189,train
src_gkf_inbox,4,192,train
src_gkf_inbox,4,193,train
src_gkf_inbox,4,194,train
src_gkf_inbox,4,195,train
src_gkf_inbox,4,196,train
src_gkf_inbox,4,197,train
src_gkf_inbox,4,198,train
src_gkf_inbox,4,199,train
src_gkf_inbox,4,1,test
src_gkf_inbox,4,6,test
src_gkf_inbox,4,24,test
src_gkf_inbox,4,29,test
src_gkf_inbox,4,51,test
src_gkf_inbox,4,73,test
src_gkf_inbox,4,120,test
src_gkf_inbox,4,130,test
src_gkf_inbox,4,140,test
src_gkf_inbox,4,141,test
src_gkf_inbox,4,150,test
src_gkf_inbox,4,151,test
src_gkf_inbox,4,160,test
src_gkf_inbox,4,161,test
src_gkf_inbox,4,170,test
src_gkf_inbox,4,171,test
src_gkf_inbox,4,180,test
src_gkf_inbox,4,181,test
src_gkf_inbox,4,190,test
src_gkf_inbox,4,191,test
