registration_method,evidence_level,session_id,measurement_id,sample_id,roi_within_measurement,theta_session_deg,d4_transform_session,initializer_search_x_min_um,initializer_search_x_max_um,initializer_search_y_min_um,initializer_search_y_max_um,center_x_um,center_y_um,delta_u_um,delta_v_um,left_evidence,right_evidence,top_evidence,bottom_evidence,joint_evidence_total,x_pair_evidence,y_pair_evidence,outer_reference_scale_um,influence_u_mad_um,influence_v_mad_um,influence_u_ci_span_um,influence_v_ci_span_um,influence_u_q025_um,influence_u_q975_um,influence_v_q025_um,influence_v_q975_um,influence_replicates,u_multimodal,v_multimodal,local_search_boundary_hit,global_search_boundary_hit,initialization,status,warning,qa_v2_status,qa_v6_vs_v2_center_shift_um,qa_v3_status,qa_v6_vs_v3_center_shift_um,qa_v4_status,qa_v6_vs_v4_center_shift_um,qa_v5_status,qa_v6_vs_v5_center_shift_um,qa_v2_region_score,qa_v2_edge_score,qa_v2_weight_sensitivity_span_um,paired_center_separation_um,slot_assignment_conflict
feasible_domain_multiband_block_consensus,3,zro2_120_formal,15,15,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,2.7582443201252307,27.1424494136577,-2.5,-0.25,2.638073453943858,46.484333988524575,18.150836946362155,22.494405902369316,89.76765029119991,49.122407442468436,40.64524284873147,0.22460535714988422,0.25,0.375,0.75,1.5,-3.25,-2.5,-0.75,0.75,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,10.826127905047016,STOP,5.243814391454127,REVIEW,1.3324079238282174,REVIEW,0.12536983548564035,32.96280975180173,3.408318698561169,3.640054944640259,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,16,16,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-21.103899065657,39.32944285891925,-0.5,-0.5,80.85177649765906,176.2125643376777,210.9823409423826,64.44957293378215,532.4962547115015,257.06434083533674,275.43191387616474,0.22444878220604336,0.0,0.125,0.43125,0.75,-0.68125,-0.25,-0.5,0.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,1.2074080967163632,PASS,1.6292780756027487,REVIEW,1.2565406027065755,REVIEW,0.5810093700495805,196.19842843242736,16.681300017929996,2.0,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,17,17,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-2.808820352840269,10.17421059025152,-1.5,-1.5,69.39116472449935,207.18039495316654,283.03231119376426,61.05201295817647,620.6558838296066,276.5715596776659,344.08432415194073,0.18569794745056903,0.25,0.0,1.0,2.0,-2.5,-1.5,-2.5,-0.5,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,2.237423037784382,REVIEW,7.051120934803658,PASS,1.057638670331037,PASS,0.7531318806197002,223.04739131426453,15.824949527582476,3.640054944640259,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,18,18,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-15.841359103665328,-1.6551166847064318,-2.0,1.25,9.62856655875386,37.938160949769426,13.834095989612555,74.4780706107624,135.87889410889824,47.566727508523286,88.31216660037495,0.16851317237410213,0.25,0.25,1.0,1.75,-2.5,-1.5,-0.5,1.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,6.633627583263326,REVIEW,1.8103990262490244,PASS,1.3900357542733452,PASS,1.5959128519090071,28.688194104817576,3.9984523150555975,3.8078865529319543,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,19,19,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,18.386596955683324,1.8268416512628194,-1.5,-0.5,9.446352648852475,40.18537808224765,15.109216536219472,64.63259651464,129.3735437819596,49.63173073110013,79.74181305085948,0.1916686241784298,0.0,0.0,0.5437499999999997,1.0,-1.5,-0.9562500000000003,-0.75,0.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,11.268969722255534,REVIEW,1.6581448929922278,PASS,2.886031803277505,PASS,0.5766816860698447,27.893622923143916,4.538688060624383,3.605551275463989,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,20,20,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,27.3932656685526,-8.806100140432964,-0.75,-1.5,75.88846697028467,138.7313461910107,221.18443027158924,41.001554256731914,476.8057976896165,214.61981316129535,262.18598452832117,0.2865237744836111,0.25,0.0,0.75,1.75,-1.5,-0.75,-1.5,0.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,6.897371860266416,PASS,3.064369143483317,PASS,0.48900717487607165,PASS,0.974635893522526,222.40446079326443,15.661377558103748,4.6097722286464435,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,21,21,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-8.154554611923363,19.13802673893035,-0.75,-0.5,109.48341261938562,229.3764824462461,311.8976624250664,71.32122055410757,722.0787780448056,338.8598950656317,383.218882979174,0.17742547398346506,0.0,0.0,0.9312499999999999,1.75,-1.5,-0.5687500000000001,-0.5,1.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,5.540796885273872,PASS,2.4207457420010905,PASS,0.5865127401931615,PASS,0.651244783410304,285.86084797700863,16.201281890332318,0.5,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,22,22,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,31.722988350168468,3.826030752510636,-0.5,-0.5,111.97942058301179,263.25500747913145,316.18395265415086,86.27829442442794,777.696675140722,375.23442806214325,402.4622470785788,0.15849511852404125,0.0,0.0,1.25,1.75,-0.75,0.5,-1.5,0.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,0.9675099736022702,PASS,1.544383527290035,PASS,1.1131259380538168,PASS,0.4060006512433217,295.2045409326671,16.58069466929263,3.0,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,23,23,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,15.292305687696574,-1.2037495318391924,-2.0,-0.25,34.33715314299227,186.3310745021528,277.44535549598737,77.68233882330537,575.7959219644379,220.66822764514507,355.12769431929274,0.20031697063238046,0.0,0.125,0.25,0.6124999999999998,-2.25,-2.0,-0.5,0.11249999999999982,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,10.252223425380135,PASS,1.7341987551533136,PASS,1.0717054652543583,PASS,0.476212076819666,261.1679085044301,11.213940953519177,5.0,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,24,24,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,40.62440266046944,25.226829627690798,-1.25,0.25,95.16259360649877,235.63055218228385,337.30468539423794,95.62024700353084,763.7180781865513,330.7931457887826,432.92493239776877,0.1787284953413544,0.0,0.0,0.25,0.0,-1.5,-1.25,0.25,0.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,28.89464518757772,STOP,22.296131027754033,STOP,22.584753029465652,STOP,21.585203292900783,179.82682244752047,5.204546941254131,0.0,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,25,25,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-7.833301118073696,44.51081697802653,-0.25,-1.5,20.996185297429623,28.501882920521076,55.2216657433138,30.76640911717181,135.48614307843633,49.4980682179507,85.98807486048561,0.4713410147300673,0.0,0.0,0.0,0.0,-0.25,-0.25,-1.5,-1.5,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,3.75260028156722,PASS,1.2666850304540287,PASS,0.41676654140495967,PASS,0.23086194483725797,30.964030720501196,10.465137197528556,4.242640687119285,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,26,26,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,53.14663374034928,6.350757751731631,20.5,22.75,1.1084777779417547,0.7390322553341858,18.80193598698017,24.265736120770065,44.91518214102617,1.8475100332759404,43.067672107750234,0.1409918472054322,0.75,0.25,64.74374999999999,0.75,-22.2875,42.45624999999999,22.75,23.5,12,False,False,False,False,fixed-domain_component,STOP,axis-pair evidence below hard minimum; delete-one CI span above hard maximum; delete-one CI span above review threshold,PASS,28.940135277173738,STOP,20.13500524736572,STOP,19.044067846456787,STOP,38.5455979190617,1.471323456776685,3.200806243901139,1.5,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,27,27,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-27.333840997268577,-23.621492668145173,-0.25,-0.5,108.1347746075999,184.5017111393788,249.07849231377625,62.933611401014225,604.6485894617692,292.6364857469787,312.0121037147905,0.19496694696476746,0.0,0.25,0.0,1.5,-0.25,-0.25,-1.25,0.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,3.001592221524688,PASS,2.648129959188365,PASS,1.320890591581067,PASS,0.8431028983498603,217.7169123225425,18.153549712018794,2.5495097567963922,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,28,28,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-20.782809635078593,30.868213650260163,-2.25,-2.0,30.539869024526247,52.104007848907536,95.68097395922851,46.88047771312681,225.2053285457891,82.64387687343378,142.5614516723553,0.1818487916350351,0.375,0.0,1.75,1.5,-4.0,-2.25,-3.5,-2.0,12,False,False,False,False,fixed-domain_component,PASS,,PASS,0.8263431704281068,REVIEW,3.716114114986773,PASS,1.1430498133085927,REVIEW,0.7030667493862314,60.385376535045964,7.304252765337843,1.4142135623730951,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,29,29,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-33.59197623630088,22.809269428610573,-1.25,-0.5,119.41004474759922,185.72945978708586,255.40027627288282,78.61214752687816,639.1519283344461,305.1395045346851,334.012423799761,0.16391930535357066,0.375,0.125,0.75,1.25,-1.25,-0.5,-1.0,0.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,2.8629247850067245,PASS,1.7850429551777829,PASS,2.266230593754739,PASS,1.1108191362977076,198.63212805612858,16.825246003939167,2.0615528128088303,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,30,30,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-75.30242525005056,-4.051639888407844,-0.25,-0.5,68.91490292287318,85.69978676270486,129.36376160501666,76.75833579710209,360.7367870876968,154.61468968557804,206.12209740211875,0.1935198926622359,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.5,-0.5,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,86.82428886213269,STOP,80.8854606222009,STOP,92.49757126404103,STOP,78.87261699835643,63.92183603613607,5.339640529942505,3.905124837953327,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,31,31,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-42.98009368573554,-9.18546111063663,-0.75,-0.5,55.171096424129544,65.275335143987,138.4132789042594,95.9147380892215,354.7744485615974,120.44643156811654,234.3280169934809,0.14761127791520223,0.0,0.125,0.5,1.0,-1.25,-0.75,-1.5,-0.5,12,False,False,False,False,fixed-domain_component,PASS,,PASS,11.67283715952264,PASS,0.46218039991738696,PASS,1.8965602314769225,PASS,0.60519224681376,63.98068442589118,7.531079060444172,2.692582403567252,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,32,32,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-51.47443566526315,-5.941204389597675,-0.5,-1.5,102.34488018463284,191.40529857052445,246.4005584070287,60.5113734904729,600.662110652659,293.7501787551573,306.91193189750163,0.19361519544984127,0.0,0.0,1.0,2.25,-1.25,-0.25,-2.0,0.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,2.470253488995942,PASS,2.7497855069843196,PASS,0.38212101183318065,PASS,1.0278634234582433,215.62556725788465,17.01862213103275,0.5,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,33,33,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-5.556447857257304,3.8482054358725,-0.25,0.25,81.59010930488105,168.3045183305765,231.18294254141898,55.647645188671696,536.7252153655483,249.89462763545757,286.83058773009066,0.2390617493906988,0.0,0.0,1.0,1.68125,-1.25,-0.25,-0.43125,1.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,2.248953306983854,PASS,2.3667059686745513,PASS,1.1134108692746831,PASS,0.8660883494405962,197.87470966987394,18.752671034058448,3.5,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,34,34,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-8.262905313830153,0.46613139923689895,-0.75,0.25,136.53138498333323,267.04339448987486,338.6413609494533,102.64199526692184,844.8581356895833,403.5747794732081,441.2833562163752,0.15776274268455698,0.125,0.0,1.75,0.75,-1.25,0.5,0.25,1.0,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,6.348522491304612,PASS,1.2928408776151503,PASS,0.610045865915663,PASS,0.578179043153412,288.3244735998517,16.070191656285957,4.0,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,35,35,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-4.8494169223847985,15.556130605590084,-2.0,7.0,7.82952187933689,63.81913537866481,63.057951023701406,1.883923980080715,136.59053226178384,71.6486572580017,64.94187500378212,0.16572800317161457,0.0,0.375,1.25,1.5,-2.0,-0.75,6.0,7.5,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,5.802345127917037,STOP,1.0685367487678479,REVIEW,1.3147107085652283,REVIEW,0.8935787072850038,45.27235581001197,4.5562127938188395,3.605551275463989,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,36,36,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-12.866205023820761,2.2795054680048903,-0.5,0.25,134.36013543384195,226.25295748485962,276.4520902749436,86.61851360513445,723.6836967987797,360.61309291870157,363.07060388007807,0.1885136753562955,0.0,0.0,0.25,0.0,-0.5,-0.25,0.25,0.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,1.1048248790800632,PASS,0.9311883076949075,PASS,0.9200575598996975,PASS,0.042019571399126016,271.43040361907333,17.833858803408468,2.23606797749979,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,37,37,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-17.334946341417893,15.633770860785601,-2.0,0.5,43.63233657306033,157.6743536034771,208.18592765824008,81.31094158272992,490.8035594175074,201.30669017653742,289.49686924097,0.17758082551953547,0.625,0.25,3.25,0.5,-4.75,-1.5,0.25,0.75,12,False,False,False,False,fixed-domain_component,PASS,,PASS,1.522825632568071,PASS,0.9393831117283354,PASS,2.277755856565897,REVIEW,0.9819241700476344,175.67808580985673,12.41998908100759,0.0,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,38,38,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-33.662005552775035,17.885226498909958,-3.5,-0.5,34.68292947393057,181.2606774059476,233.40507777432646,54.079682808078786,503.4283674622834,215.9436068798782,287.4847605824052,0.22505179950433904,0.0,0.5,0.5,1.75,-3.5,-3.0,-1.5,0.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,3.030799532909786,REVIEW,5.06410541664267,PASS,1.2981538104894499,PASS,0.48894954159327597,194.04384966989022,16.44957539211609,1.118033988749895,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,39,39,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-7.3054206211224,7.721849719820235,-2.0,-0.5,11.099357281773667,39.58246683341413,22.97748121069078,31.90943412296709,105.56873944884566,50.681824115187794,54.88691533365787,0.17838203833955046,0.5,0.5,1.25,1.75,-2.5,-1.25,-1.25,0.5,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,9.724574423366947,REVIEW,1.44764352677496,PASS,1.4664427224976984,PASS,0.8820951427060725,26.177714208553855,4.428965235747239,4.242640687119285,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,40,40,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,3.103524965700821,12.663556660718076,-1.25,-1.25,67.0810601220945,207.15847088848037,285.48078800764404,66.79895680741991,626.5192758256388,274.23953101057486,352.27974481506396,0.19665969240370812,0.25,0.0,0.75,1.18125,-1.5,-0.75,-1.5,-0.3187500000000001,12,False,False,False,False,fixed-domain_component,PASS,,PASS,0.7428329099110177,PASS,1.9879519008044528,PASS,0.4533630111203993,PASS,0.4042221076971031,216.57223122671758,16.07903078993061,2.0,,
feasible_domain_multiband_block_consensus,3,zro2_120_formal,41,41,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,12.755552169625918,5.353379410599787,-1.5,0.25,49.3397556281055,159.1131650433336,210.56877013490168,58.351882654165365,477.3735734605061,208.4529206714391,268.92065278906705,0.2552565607282513,0.0,0.0,0.5,0.0,-2.0,-1.5,0.25,0.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,3.0762161915109587,STOP,11.729805180696523,PASS,0.9235214904299703,PASS,0.3427942306853068,235.74868807373213,16.831900137946448,4.0,,
