registration_method,evidence_level,session_id,measurement_id,sample_id,roi_within_measurement,theta_session_deg,d4_transform_session,initializer_search_x_min_um,initializer_search_x_max_um,initializer_search_y_min_um,initializer_search_y_max_um,center_x_um,center_y_um,delta_u_um,delta_v_um,left_evidence,right_evidence,top_evidence,bottom_evidence,joint_evidence_total,x_pair_evidence,y_pair_evidence,outer_reference_scale_um,influence_u_mad_um,influence_v_mad_um,influence_u_ci_span_um,influence_v_ci_span_um,influence_u_q025_um,influence_u_q975_um,influence_v_q025_um,influence_v_q975_um,influence_replicates,u_multimodal,v_multimodal,local_search_boundary_hit,global_search_boundary_hit,initialization,status,warning,qa_v2_status,qa_v6_vs_v2_center_shift_um,qa_v3_status,qa_v6_vs_v3_center_shift_um,qa_v4_status,qa_v6_vs_v4_center_shift_um,qa_v5_status,qa_v6_vs_v5_center_shift_um,qa_v6_status,qa_v6_vs_v6_center_shift_um,qa_v2_region_score,qa_v2_edge_score,qa_v2_weight_sensitivity_span_um,paired_center_separation_um,slot_assignment_conflict
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,11,11,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,4.707101415143346,0.5038951025479715,-0.5,0.25,117.8762070488738,231.22125185168318,263.39312340416484,95.56249945890761,708.0530817636294,349.09745890055694,358.95562286307245,0.17485618496748886,0.0,0.375,0.5,1.0,-1.0,-0.5,-0.75,0.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,3.7837764089989925,PASS,0.8357675721388416,PASS,0.8527364096647648,PASS,0.4280360181821969,PASS,0.7905694150420945,228.68451048992904,15.751017057170499,2.1213203435596424,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,12,12,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-2.439129083153764,7.1373670906777695,-0.5,-0.5,45.75946323487821,45.61518746758374,138.30811613255023,72.76819522175445,302.4509620567666,91.37465070246195,211.07631135430466,0.2309000875625211,0.0,0.25,0.18125000000000002,1.04375,-0.68125,-0.5,-1.54375,-0.5,12,False,False,False,False,fixed-domain_component,PASS,,PASS,8.098494907872889,PASS,0.5258183117172397,PASS,3.3372883119299246,STOP,1.0777641074689215,PASS,0.75,71.37218143318687,9.760404682757377,2.5,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,13,13,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,10.787010850830724,11.567915755505888,-1.0,1.0,104.09556901499569,142.24775790030486,184.02593400709011,73.33515164846429,503.70441257085497,246.34332691530057,257.3610856555544,0.19916701022480357,0.0,0.0,0.25,1.54375,-1.25,-1.0,-0.29374999999999996,1.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,3.835454901230507,PASS,1.152660119481562,PASS,1.4445596058598598,PASS,0.7257932530156621,PASS,0.3535533905932742,140.12567005978514,13.626734392458483,2.6925824035672505,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,14,14,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-2.158289000172689,8.780981701140236,-1.25,-0.25,26.088287898923234,23.030729772640075,64.76552442459598,42.80280551968001,156.68734761583931,49.11901767156331,107.56832994427599,0.25001335682776,0.25,0.25,1.0,1.90625,-1.5,-0.5,-1.90625,0.0,12,False,False,False,False,fixed-domain_component,PASS,,PASS,10.111221125740595,REVIEW,0.8276347999692821,PASS,2.7358239068817887,PASS,1.0610044534152545,PASS,1.1180339887498947,30.3878222669547,6.493006226538168,2.692582403567252,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,15,15,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,7.053740894314491,30.840247296334407,1.75,3.5,2.0173464081046113,20.915559442597726,21.971580705067858,11.89595427792477,56.800440833694964,22.932905850702337,33.86753498299262,0.22460535714988422,0.5,0.25,1.0,2.25,1.75,2.75,1.75,4.0,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,5.687007688572378,STOP,4.434507689623816,REVIEW,4.417558330089102,REVIEW,5.788370091822833,PASS,5.667892024377317,32.96280975180173,3.408318698561169,3.640054944640259,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,16,16,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-21.097790565239354,39.82940554374947,-0.5,0.0,80.85177649765906,176.2125643376777,205.602773644065,64.1885433412215,526.8556578206233,257.06434083533674,269.79131698528647,0.22444878220604336,0.0,0.25,0.5,0.5,-1.0,-0.5,0.0,0.5,12,False,False,False,False,fixed-domain_component,PASS,,PASS,1.2329821377421315,PASS,1.156647726441807,REVIEW,1.454882932990029,REVIEW,0.5003618196274435,PASS,0.49999999999999706,196.19842843242736,16.681300017929996,2.0,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,17,17,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,4.212036986244651,11.838560981310271,5.5,0.25,57.50471818318299,3.813112498791452,234.3255793333072,70.82086588054666,366.4642758958283,61.31783068197444,305.14644521385384,0.18569794745056903,0.125,0.0,0.75,0.25,5.0,5.75,0.0,0.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,7.678269655581106,REVIEW,0.7267257217759968,PASS,7.400796320836093,PASS,7.711705016086081,PASS,7.215434844830906,223.04739131426453,15.824949527582476,3.640054944640259,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,18,18,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-15.368884670714506,-3.9110572668600927,-1.5,-1.0,9.880964116739856,37.51040812384147,20.619321880567714,61.58453379966328,129.5952279208123,47.391372240581326,82.20385568023099,0.16851317237410213,0.125,0.0,0.6812499999999999,0.5,-1.68125,-1.0,-1.5,-1.0,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,7.7149762283382355,REVIEW,1.5982318513495584,PASS,3.0936815196188467,PASS,1.3221587565649031,PASS,2.3048861143232218,28.688194104817576,3.9984523150555975,3.8078865529319543,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,19,19,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,18.87434263967826,0.8208077811847221,-1.0,-1.5,9.362481474855606,39.09162096877924,15.31712014551576,57.041088368821555,120.81231095797216,48.454102443634845,72.35820851433732,0.1916686241784298,0.5,0.375,1.25,1.75,-1.75,-0.5,-2.25,-0.5,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,10.767445074345677,REVIEW,1.6743171217684498,PASS,3.4246691232322357,PASS,1.652797870624056,PASS,1.1180339887498962,27.893622923143916,4.538688060624383,3.605551275463989,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,20,20,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,27.17077257801689,-6.553213808488126,-1.0,0.75,78.08617670333945,136.08038638528387,189.89557432492686,46.0060415801816,450.06817899373175,214.16656308862332,235.90161590510846,0.2865237744836111,0.0,0.125,0.5,0.75,-1.0,-0.5,0.0,0.75,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,6.660474288014173,PASS,0.818252610214371,PASS,2.3922275678521454,PASS,1.297512945698026,PASS,2.263846284534354,222.40446079326443,15.661377558103748,4.6097722286464435,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,21,21,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-7.883193518046489,20.884841885627317,-0.5,1.25,111.3230459074723,226.5300282043778,277.42899922521667,83.962199512007,699.2442728490738,337.8530741118501,361.3911987372237,0.17742547398346506,0.0,0.25,0.75,0.5,-1.0,-0.25,0.75,1.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,5.1206824181718895,PASS,0.7782821079257183,PASS,2.0461494523553228,PASS,1.1255443815701895,PASS,1.767766952966369,285.86084797700863,16.201281890332318,0.5,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,22,22,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,31.732151100794937,4.575974779755975,-0.5,0.25,111.97942058301179,263.25500747913145,295.8520792514294,92.94755737282283,764.0340646863955,375.23442806214325,388.79963662425223,0.15849511852404125,0.0,0.0,0.5,0.25,-1.0,-0.5,0.25,0.5,12,False,False,False,False,fixed-domain_component,PASS,,PASS,0.9806078932641337,PASS,0.8464467248311351,PASS,1.8623683995439626,PASS,1.126589202176974,PASS,0.7500000000000004,295.2045409326671,16.58069466929263,3.0,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,23,23,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,41.793382233907366,-1.277518711559294,24.5,0.0,10.841622388460802,0.11793973804496508,271.65243139148276,78.42880618064848,361.04079969863704,10.959562126505768,350.0812375721313,0.20031697063238046,0.5,0.25,25.25,1.0,-0.5,24.75,-0.5,0.5,12,True,False,False,False,fixed-domain_component,STOP,delete-one CI span above hard maximum; delete-one centre distribution is multimodal; delete-one CI span above review threshold,REVIEW,16.833700017059677,PASS,24.964440261246512,PASS,26.11783521339913,PASS,26.092997941442533,PASS,26.501179219046087,261.1679085044301,11.213940953519177,5.0,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,24,24,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,40.37442131805433,25.229883877899617,-1.5,0.25,95.43566665570108,235.04798777867686,337.30468539423794,95.62024700353084,763.4085868321467,330.48365443437797,432.92493239776877,0.1787284953413544,0.0,0.25,0.0,0.5,-1.5,-1.5,0.25,0.75,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,28.665665730510227,STOP,22.06388648815113,STOP,22.348981678759372,STOP,21.34424779352552,PASS,0.24999999999999847,179.82682244752047,5.204546941254131,0.0,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,25,25,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-8.077173960071162,45.01383391306558,-0.5,-1.0,20.32357781141423,28.898814104317044,54.634636722887905,29.939860187854435,133.7968888264736,49.22239191573127,84.57449691074234,0.4713410147300673,0.0,0.25,0.6812499999999999,0.8625,-1.0,-0.3187500000000001,-1.8625,-1.0,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,4.2529522044976975,PASS,0.9468021239917002,PASS,0.5601831622759018,PASS,0.439781835501216,PASS,0.5590169943749477,30.964030720501196,10.465137197528556,4.242640687119285,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,26,26,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,45.394157875271965,6.195458165790022,12.75,22.5,0.8229348253652076,0.028497069081562076,19.107455482578146,21.401923361621535,41.36081073864645,0.8514318944467696,40.50937884419968,0.1409918472054322,0.25,0.0,25.3625,0.6812499999999986,-11.75,13.6125,22.31875,23.0,12,False,False,False,False,fixed-domain_component,STOP,axis-pair evidence below hard minimum; delete-one CI span above hard maximum; delete-one CI span above review threshold,PASS,21.23337544189105,STOP,12.382907867561215,STOP,11.30112473876901,STOP,30.80060095450642,STOP,7.7540312096354045,1.471323456776685,3.200806243901139,1.5,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,27,27,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-27.56244258822193,-21.86856902103056,-0.5,1.25,106.26698657452953,184.9911246575563,216.53134974284004,72.82062998868446,580.6100909636102,291.2581112320858,289.35197973152447,0.19496694696476746,0.0,0.125,0.5,1.0,-1.0,-0.5,0.5,1.5,12,False,False,False,False,fixed-domain_component,PASS,,PASS,3.3387937763014723,PASS,0.8933148816829584,PASS,2.5887929384788477,PASS,1.3389994102300806,PASS,1.7677669529663695,217.7169123225425,18.153549712018794,2.5495097567963922,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,28,28,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-21.319423322414693,27.874546041696455,-2.75,-5.0,28.48781056589809,52.996410526556865,47.27089622845203,52.686540271038936,181.44165759194593,81.48422109245496,99.95743649949097,0.1818487916350351,0.25,0.0,0.6812499999999999,1.0,-3.43125,-2.75,-6.0,-5.0,12,False,False,False,False,fixed-domain_component,PASS,,PASS,3.7093162062985203,REVIEW,0.6866832236138621,PASS,4.133976765760122,REVIEW,2.505494737219019,PASS,3.0413812651491092,60.385376535045964,7.304252765337843,1.4142135623730951,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,29,29,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-33.329777893050476,23.806140548062203,-1.0,0.5,114.99685826468867,188.7020217211106,238.1266355265855,82.00846334596702,623.8339788583518,303.6988799857993,320.1350988725525,0.16391930535357066,0.0,0.125,0.6812499999999999,1.5,-1.18125,-0.5,-0.5,1.0,12,False,False,False,False,fixed-domain_component,PASS,,PASS,2.9025412622567286,PASS,0.79534023292681,PASS,2.8032036667838276,PASS,1.353169925384661,PASS,1.0307764064044158,198.63212805612858,16.825246003939167,2.0615528128088303,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,30,30,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-75.05244390763545,-4.054694138616666,0.0,-0.5,67.38579219827835,85.59928485217813,129.36376160501666,76.75833579710209,359.10717445257524,152.98507705045648,206.12209740211875,0.1935198926622359,0.125,0.125,0.5,1.225,-0.5,0.0,-1.225,0.0,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,86.57430196818635,STOP,80.6354638544502,STOP,92.2475719815327,STOP,78.62261798560979,PASS,0.2499999999999985,63.92183603613607,5.339640529942505,3.905124837953327,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,31,31,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-42.986202186153186,-9.685423795466855,-0.75,-1.0,55.171096424129544,65.275335143987,140.60806016023813,90.1605976307215,351.21508935907616,120.44643156811654,230.76865779095962,0.14761127791520223,0.25,0.125,1.3624999999999998,1.225,-1.43125,-0.06875000000000009,-2.225,-1.0,12,False,False,False,False,fixed-domain_component,PASS,,PASS,11.598838572918185,PASS,0.9366853245367706,PASS,1.7304146507786529,PASS,0.11684095006930578,PASS,0.49999999999999883,63.98068442589118,7.531079060444172,2.692582403567252,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,32,32,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-51.45305591380139,-4.191334992691885,-0.5,0.25,102.34488018463284,191.40529857052445,221.17585103084548,70.70175474816276,585.6277845341656,293.7501787551573,291.87760577900826,0.19361519544984127,0.0,0.0,0.5,0.5,-1.0,-0.5,0.0,0.5,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,1.9710011378192898,PASS,1.0550064188472654,PASS,1.772178030458972,PASS,0.7423622574190614,PASS,1.7500000000000002,215.62556725788465,17.01862213103275,0.5,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,33,33,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-6.294174883667352,4.85729355615942,-1.0,1.25,84.56324052550035,165.367035503321,209.8757393643105,62.54485499698403,522.3508703901159,249.93027602882137,272.42059436129455,0.2390617493906988,0.0,0.0,0.75,0.5,-1.75,-1.0,1.25,1.75,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,3.4026236739060587,PASS,1.1173905878655157,PASS,2.3607959452396123,PASS,0.4569275219085864,PASS,1.2500000000000004,197.87470966987394,18.752671034058448,3.5,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,34,34,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-8.006815470997397,0.9630398338583019,-0.5,0.75,138.44176043312282,263.9650631300452,332.8192917787245,103.52254723521656,838.7486625771091,402.406823563168,436.34183901394107,0.15776274268455698,0.125,0.0,1.0,0.25,-1.0,0.0,0.75,1.0,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,6.70230148954707,PASS,0.9086733591088102,PASS,1.1666605459361064,PASS,1.0946377834082557,PASS,0.5590169943749462,288.3244735998517,16.070191656285957,4.0,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,35,35,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,0.2963467612325969,6.992625709090968,3.25,-1.5,3.7486806877628744,24.97670148427617,16.316783857893824,24.628506806593705,69.67067283652658,28.725382172039044,40.94529066448753,0.16572800317161457,0.0,0.625,9.25,4.75,3.0,12.25,-1.5,3.25,12,True,True,False,False,fixed-domain_component,STOP,delete-one centre distribution is multimodal; delete-one CI span above review threshold,REVIEW,4.191367489651541,STOP,8.922577193130806,REVIEW,9.068816324761162,REVIEW,9.127620072677846,PASS,9.990620601344043,45.27235581001197,4.5562127938188395,3.605551275463989,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,36,36,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-12.860096523403117,2.779468152835116,-0.5,0.75,134.36013543384195,226.25295748485962,273.3403999020161,85.89582725120087,719.8493200719186,360.61309291870157,359.236227153217,0.1885136753562955,0.0,0.0,0.5,0.25,-1.0,-0.5,0.5,0.75,12,False,False,False,False,fixed-domain_component,PASS,,PASS,1.3413222696984821,PASS,0.4785901911384834,PASS,1.2798686680356441,PASS,0.5415935175676617,PASS,0.5000000000000001,271.43040361907333,17.833858803408468,2.23606797749979,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,37,37,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-16.088093879551153,15.368518267326372,-0.75,0.25,71.2074956950037,105.88847025157982,207.89029527145186,82.10616204285841,467.09242326089384,177.09596594658353,289.9964573143103,0.17758082551953547,0.125,0.25,0.75,0.75,-1.5,-0.75,0.0,0.75,12,False,False,False,False,fixed-domain_component,PASS,,PASS,1.8237464440663171,PASS,0.687768535108011,PASS,3.4414745851530464,REVIEW,1.967168181386084,PASS,1.274754878398196,175.67808580985673,12.41998908100759,0.0,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,38,38,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-30.64695819274957,19.09848220847965,-0.5,0.75,56.54506269478928,124.51689365484116,208.95179963689571,57.09540660458559,447.1091625911117,181.06195634963044,266.0472062414813,0.22505179950433904,0.125,0.25,0.75,0.75,-1.0,-0.25,0.5,1.25,12,False,False,False,False,fixed-domain_component,PASS,,PASS,2.1131715720093993,REVIEW,1.81416901785332,PASS,3.2709423024223643,PASS,2.7618710839414855,PASS,3.2499999999999982,194.04384966989022,16.44957539211609,1.118033988749895,,
feasible_domain_independent_side_constrained_consensus,3,zro2_120_formal,39,39,single,-0.7000000000025182,identity,-237.43417599999992,237.43417599999992,-149.32563199999993,149.32563199999993,-7.549293463119868,8.224866654859282,-2.25,0.0,11.12166792464075,39.15119916661324,23.76454167645659,31.015175082873473,105.05258385058406,50.272867091253985,54.779716759330064,0.17838203833955046,0.5,0.25,1.68125,1.25,-2.75,-1.06875,-1.0,0.25,12,False,False,False,False,fixed-domain_component,PASS,,REVIEW,10.048473969037138,REVIEW,1.0039609150973128,PASS,1.1070510789381809,PASS,1.163271109328076,PASS,0.5590169943749461,26.177714208553855,4.428965235747239,4.242640687119285,,
