split,family_index,family_id,token_count,token_dt,seed_spawn_key
train,46,d2e973156fb4e21f814ea5ec7d8519bbb142581558d2dbdf657169fdbdcebcbc,64,0.03101644992505498,"(0,)"
train,47,2a73953cc2d0de42f57d4f6ab211c7404d8e334648bc83d36a5ba2efa9897597,64,0.07469101319068489,"(0,)"
train,48,898d279ec0bc13f10c5e6680acc484f385b8adbed7ef9004f3f2ccb17b2747a2,32,0.07088653353564933,"(0,)"
train,49,b965719c188a38653bee2ac13781b6bb7d32d512afbeac4d5ea1d86dabc0435e,64,0.040839953266985446,"(0,)"
train,50,ec5b887276b1dc0e6b1f3b4d66578708664f651f42e0373a92a9545e38c731fa,128,0.01520842926700132,"(0,)"
train,51,24c86fd2beeed7df5c152be56c398987d30ebc7296d4d4bb6cef61bb7dffce91,32,0.02291130983682199,"(0,)"
train,52,51c94f16d192d851db1d233ddfc28bba97651ae6029536ff7bbb6b00d23068a3,32,0.013646757520727129,"(0,)"
train,53,2548d6a82fe746c5aba4bce914e334df2038b3dae1c1739d91273a1b5a56511f,32,0.01296760771914002,"(0,)"
train,54,db8889586c1d25bb1e840bb8e0f140894aae975dbd4576b99a5e6e8d970e7f52,64,0.048496343008351615,"(0,)"
train,55,637b1525aca92c7d706dfd363fd0b89f1cde43af12079d2d15fcc6aa1bab6313,32,0.04931073284319504,"(0,)"
train,56,99c44849a396ea723ee800cf687bd660250686727de564505b6f2385171170dd,32,0.05147617421335456,"(0,)"
train,57,b7fecc1f0f545b247a782669a6df81e39163af1724b27fd3bd785c3bb2a37b5c,128,0.05984004681980529,"(0,)"
train,58,4b3038d450441042f06507691f438927c9b9a1fe3130346106ae8c2d93e17245,128,0.030962620178188086,"(0,)"
train,59,f4414c7a3bed0582f25ccd211bf8ea3dbfd50ab1a48cb9f6c8e8705d67ddbd54,32,0.06462508494552265,"(0,)"
train,60,cecb60a906c39ed7bb09f3bb0a520f9f77fe15fbfff515ad710ca09708e51288,32,0.024661529417630286,"(0,)"
train,61,ebc62afe3c35dc104f77f5ded4216fd87c9a203920c230131ab4d12e26f3c1c8,128,0.07882781389933856,"(0,)"
train,62,ffc82c8da8d982cbcdc04e79ca401459359c9a392fcd6349a529cbce2bd16122,128,0.02944158663091375,"(0,)"
train,63,0527370c212e7047d0514ead53fdf2a20e4444b3ef3e2847a54825cc1fa4e471,128,0.05524843070075895,"(0,)"
train,64,b34f5a05a6819a6788e06052c0241eedb0f3d262ed1ab2bdfa321f006a72e4a9,64,0.04913713931209205,"(0,)"
train,65,cfb54c5d077a59dc8ca1ba58fdcf661fb4335c1b58f471e9aa2e6bf67774d8eb,32,0.047407668041730584,"(0,)"
train,66,d22fa44b061e6b1785080bbac53f2ad233c28d88a0d490a6b065af0be191f196,64,0.07558492701844585,"(0,)"
train,67,f79916b18334308a14516fa06a9bee2f80b86c30470390e5da6608783ced024d,64,0.07881383877307434,"(0,)"
train,68,5d1904079d903e032cd547452fd77349a7eaeb8af11ba3b002ceec56c06b2ce1,32,0.03328329797918345,"(0,)"
train,69,a245b321990957201ab84aaaae8bf591e59bf756f89a79808e1fced5bd701a65,64,0.0489976074123532,"(0,)"
train,70,1793867df1566f114a3e6fcd2a48b177b8d12a317eaf209f2debf6828dabf394,32,0.0265763946742667,"(0,)"
train,71,3e8b8111bb8914ad9ecf3dabb40d7e62c53f1d8ee70463b7af793f1a776ba7ca,64,0.021491446921041657,"(0,)"
train,72,72cc72e1b97249da7f4083bf361c26c27e0d4c409eae4fd502c5a6cd87afb41e,64,0.038663450329313634,"(0,)"
train,73,73d0829e7089b0893d46a6e35482ade0b54650c7b01fcb81ed34f2c29cc6be49,64,0.0335034437742196,"(0,)"
train,74,8ca405004a1ccf0e63733711f84883bbc3c3965fb61ec052b92631dba2557ac6,64,0.07884828025254803,"(0,)"
train,75,5852bcb5f57e0c13f62335501046832a400b7bbb8a821ba7c4791becc7b91a2a,32,0.03305319697572755,"(0,)"
train,76,92f11808d333a1e86bf7a6a199dced0de3a9f0335f5bac776aeaca67ff44192f,128,0.05830229647283013,"(0,)"
train,77,402586cdb9213cc5cac1c7f170b372df1de88473f6c936283f272cb59ce8df83,128,0.07981125170485574,"(0,)"
train,78,d494ffcb0ff96f6120b8631f41d9e9b89844c7881b6e6aeb8cffaf6e0b8dc5d8,32,0.06541067431744588,"(0,)"
train,79,d7c880741768dd1f15c9fd561e798d0f6a15b12790938b02cc0c1111576b594c,32,0.021915162081808548,"(0,)"
train,80,2061adddf42906737a2ea4f24d1a663088857e0a1cf2babe0b4438ca3e7e82d5,128,0.027849547595575154,"(0,)"
train,81,02c79b14ca76ea0c62311926b3cd4498e2ed4f65e4b1876f58938358540b3c72,32,0.07740953945668914,"(0,)"
train,82,b3586e8a623ccc5162f14d888cab0370bc7af2190b49d3b8138ec406101fd476,32,0.07387569046503734,"(0,)"
train,83,b30cdf60ad302943bae5c7f98edbf1c4e4b3d22deac2547485f09e01a8be2043,64,0.035560496698785894,"(0,)"
train,84,6589a3b4c7e3ef2d76e3b373946230a51b76ae4dbf3e8bda33f4c7df9902a5c4,32,0.049141399579772864,"(0,)"
train,85,738826b8b42fab63a2260dca425b1b3f326d27eb6edd814ade9178cf6d81c913,64,0.05771956358366275,"(0,)"
train,86,6479afb86b67b0aef0b5ea64172b664064c2cf0252517f33796b8062629ec9ca,32,0.06905082854205201,"(0,)"
train,87,fd97d283137bb04e081719737075bf947a729c430d26422d626002cb9a44b053,128,0.049105902650352896,"(0,)"
train,88,122f6cd2e8d1a3554ff36c5b609339de617f5dd20fc19e09ea8b2f76af1cc02e,32,0.05029336977364035,"(0,)"
train,89,d617357a1fba975a2926d07b083c06f13c7c4008c0c387dfe6a643222aa4b8c7,32,0.018245128940325782,"(0,)"
train,90,0a9c091d34d1cf5f6acbafa45ffaed8949b3f062b0d3c458c074a420242856ee,32,0.04518141972244955,"(0,)"
train,91,3a31d86936e949bd855a6aba401d7bad9b9d3f82d97506229cdd870c333cc32d,64,0.06411847763618175,"(0,)"
train,92,f7e1dad1b63e11bbb3841a9d6a0f0252c23304ddc17ca06d5c82bbebdaf3d6fb,32,0.05537150706401721,"(0,)"
train,93,ad164e18ff6eddad60fa956ff95c06a8a91a0fa127e1adbb70dbb0ba59511162,64,0.04918063464929582,"(0,)"
train,94,bf2e1badb8c2d7d0f99a0517e8d4ae9b3a68b25ed260a65fd3680c7e8fe78476,32,0.07715548596908973,"(0,)"
train,95,aa288284ac0af7b4b3fd015a776fcdac3243244b5ae58584447882aa6c8a9117,128,0.037472637356341244,"(0,)"
train,96,d5232c9b218672f2cfb9216fadc284f1f9b4160e98086fd60676e55fc3096c1d,32,0.05521663625075569,"(0,)"
train,97,4184dcc7c96198dc9efb90722f714e3439650af2a1d41c975b33950ee01b231d,64,0.027577531017306006,"(0,)"
train,98,858d96257f0f0a67dc7e5228397eeea8615e6c1fc6dc40b138bfed8881624f39,32,0.06646256367982135,"(0,)"
train,99,3610832db98ee2eceea97916f2a3ec02f9a02a6519cc06e0cbcbf6f98b2d8eb7,128,0.029246943197128464,"(0,)"
train,100,d7a7aefceacfa6ef61530fefb23d7d71e47ab53509e26e7bcec2709a85b036ce,128,0.02841375760131592,"(0,)"
train,101,149215c6652f1a18338f92cc6a8ef2c5bd1366ca33479c753a2d1e43a4769127,64,0.04116411531922711,"(0,)"
train,102,b620531be1c76efc79eea794e0c51fdcac8f0ed0dab09a64ed3bed3560c86f8f,64,0.05959625957231564,"(0,)"
train,103,ac8725b863a0a7bfb5803d5010a8356c13ee328964230b34c07b3b218963464d,32,0.04899729773470034,"(0,)"
train,104,0a43f9feb61a0ff97e4115868931654e5551561d8d1eff3d8c0814e66daa1895,64,0.07186518148373444,"(0,)"
train,105,fa32591d76a067aff37680ecc444a1032c942a8a53e52ae4ed84332e4aa644df,32,0.038717159658736545,"(0,)"
train,106,885a8e3cc09f9241658f7bf33b3ae3f60222802b3820e94f23fae5b5fc8fa9a2,32,0.04259185863687547,"(0,)"
train,107,ecdf9a2b0971fde487988292dc3c436687ef96d11bda939c2002271d64bc8691,32,0.04474534986412601,"(0,)"
train,108,234017ad78316cf36153bcbf3d10b8638ef1f3102754299a3f9f49d9b0f07c2c,64,0.013875528135614882,"(0,)"
train,109,f6d6747347974391a6ffd10edc14ad9a41563bd6e8cd9963acacbc96cc0cfe7b,128,0.05830748143633393,"(0,)"
train,110,d1a28ee22f843d80770c83eb9e815fba2b75bc86eae8f39f7b361c518388c36c,128,0.019770123621999626,"(0,)"
train,111,89c0e0e82130867bce7f66eb25bf5b5771f3d95d887b1126374afa881190b8fb,128,0.07919060027844528,"(0,)"
train,112,8120ba16c0809dfd5bd47a873295e3c8b577bc195421d15cdb6d3ab3d36d30bf,64,0.07808714677811722,"(0,)"
train,113,d17e69b66092535be79a32c15704fb1ca0f02d9f3bbbb4c80903f5f8535d1b9d,32,0.025295167278475902,"(0,)"
train,114,0c385296b74b2ca112dc387573814d5566479fb143ecad94bd00d9abfa9c6729,64,0.011151140574306303,"(0,)"
train,115,8aa2b465d6f2bd333431a362a1758c730c8d29ecf61e163611e1f25a8810ce50,128,0.03965900633609282,"(0,)"
train,116,1cf81be9c362d3fbf94b0a72819898823955097bbc0c452e36096fa3ae1bb466,64,0.04827828673052502,"(0,)"
train,117,d0e658ef78da9955dbe106c8966b4249f0c2f95d7365692dea04f689d35a7e76,64,0.02264860990167512,"(0,)"
train,118,06de2644e0b8f6619881e9f362a6c4920729de0464b1b23ed812c35bfa7a698f,64,0.07129142007524843,"(0,)"
train,119,98839ddd5091b81204f8d68346480411334fab4c5794ca34604e44e53a9f1d89,32,0.06437219610584573,"(0,)"
train,120,f452c8be48fdbf2be0eb9e896198e6065dadcbaa6d20f3ace918a93d73863be3,128,0.018409490042408112,"(0,)"
train,121,154e0c4dcc2c977f1b377bd5412b9763466980c45f83c006848f040aa8d1d86d,128,0.07921218970002765,"(0,)"
train,122,6bd3cf44b37c0c0f14590494cf1afae95a3e7ee46cbbde1092f746a0303eba38,32,0.07329945828936979,"(0,)"
train,123,91d2d232aa85a9bb070648b473fe8723bab11638e194cfe1aa8b950d5599d168,64,0.014886179908389877,"(0,)"
train,124,5859ee36738efa5aa08d1ed93e4d4f9d042f337cdb7c18aaa5e525b3c9e41d52,32,0.07668251655518837,"(0,)"
train,125,4fe2589338b534a899fb14ef94f97fe9e20f32d380bed1296a2e71f4faa3083d,32,0.07009985283902445,"(0,)"
train,126,b8a696aa894d516bde9417cf9412bf5399253376e53513b7b60cd11374e3bad1,32,0.020097542641558618,"(0,)"
train,127,4144b657fb7f1ecade99c638666a62456c27844395d8c4ecf81092de4ed52f0e,64,0.035098473565228334,"(0,)"
train,128,b25b5825bff071b27e15523932493ba8dae6bed53d0f490be868200e1d6cce73,128,0.038208417525950035,"(0,)"
train,129,8b3af3f1143a036487c5fb3fe9910c994337584427e21a6ad7c18f8591c0e6a9,64,0.04330256732852798,"(0,)"
train,130,6db0b9b879b485fe1da04109706541759ea17fdd281f33f74de05c9612992237,64,0.04900883059362227,"(0,)"
train,131,864dd87eedd80ba9451dfdb4b316ee355cef510638e08575041f4a2a16de1143,128,0.0370810873674495,"(0,)"
train,132,1fcbba15735a88e7b1403f3594c86db1f33a75c205f9faf4c824ae2573d98179,32,0.05759944755464154,"(0,)"
train,133,e9adc0eb1f268654418b78cc3d0293b3b97e743d12ade78038c913d22cb4feea,128,0.0717404210272306,"(0,)"
train,134,8d9cab94a53235d77a2c2480f42eed901c1cd3d4795ccbf8592d0758ef123d67,64,0.0610670670349786,"(0,)"
train,135,f340c1e6d11e4fa95672980f1fec46ae986ccf3db8c71658b8f7975ab5bf5771,128,0.030140262152595437,"(0,)"
train,136,c53d8abc36f69279bebb7c878091fc9b433f16bc3ed5f32d8d1469fb6e5e7c35,32,0.04885763730023892,"(0,)"
train,137,daafdc2955d917d1ed0240d405275d7b08830da259bc0057192619c64f39ce77,64,0.036989194737440584,"(0,)"
train,138,746aaca30277e4cb1e05d1b0bd46728026807118ca8de3a1ca8c3f065c6750ac,64,0.06891955873820724,"(0,)"
train,139,b3eff2e2a445b307b3f4fbb246bee57ca8c1aa65c0e33569446545901025c17d,32,0.07615753646657945,"(0,)"
train,140,cdfed631567398ff7fe870ce71feb0bc8e14323166f21cc693eed1e3939f0633,32,0.03791402339744406,"(0,)"
train,141,012e97c121c94dc14a1eb310ec383b69d38e69dc2adc12ff55703fa18d996584,64,0.06638227110793876,"(0,)"
train,142,6a561611f814815164f21cb669c88e4e54bdc6ecb6f2f5039534ccc85006b7f9,128,0.06878967555441376,"(0,)"
train,143,3efaaa2c604d0028fd6b3e45ea1004a80b5ba9caabf5147da133c8c0d374f548,64,0.06621798421709524,"(0,)"
train,144,8769930a38b4ba4e79813311c790e3c0a9d1eb8eb370cbb414d710b08b973083,128,0.016958410912837656,"(0,)"
train,145,9f2ec35d4df4417dce2899e7b0849fd7ebe4bcb5403aef35d71ced01efb9113d,64,0.07018658597773983,"(0,)"
train,146,b579b66c158568937f7ae0b03e27be16e8253717e88dfe39d56790c6e9cf4bed,32,0.03772144344470762,"(0,)"
train,147,1119aba49bd3d9140f8005cfb7b0f68e0694f161ea88aec7083ffee9730b58f3,64,0.049300284497913335,"(0,)"
train,148,ecfcbf7b94ba262e128e8922e9fbbeef886721d928b18e9532c2f43d2d0a0287,128,0.026891572563702712,"(0,)"
train,149,d49c54e5292cd4482fa6318b8f78aea43dd4e4b02339b107d45bb877d84cdcea,64,0.056979487205467,"(0,)"
train,150,c98ef954c38a7fc0bcf41d48c3851f290944746e4c69e914313c5485c5b1fb6d,128,0.03968472395235411,"(0,)"
train,151,68ce2cf46d8f6f5cc8551417f8f24056c4bb028eb4410619fbe9c2a1bf0d7816,32,0.07869489343657855,"(0,)"
train,152,67fe6c2e908398415e9fd3240b6c6e15020624892ed123c41092b96f42a12b0d,128,0.03096527111194581,"(0,)"
train,153,990794f50feb38e2243cc24c31d32ae75c2a27eb86a504db9671598fc5a32a71,64,0.05066242579760666,"(0,)"
train,154,81c58a7e6459f9d3db242719ee8d6b9f2c24ad78124cb3970ca2692f02a64230,128,0.02339039869989746,"(0,)"
train,155,abe928aca564d03bd2cff42224aafb028a02d0b0aa32afe2e4d4dcf461846988,64,0.0433536462127295,"(0,)"
train,156,81cc70697d2c8a48fe690b2ab7576257be7eccd60aef4e44c0f4b3a4517effe2,64,0.06501774043826587,"(0,)"
train,157,974ec6838de3b918327c2bc747f70a4362f3d933d0f22d0275c649ba209a63a0,64,0.044611296246513006,"(0,)"
train,158,d867984f1a20b3c0c92f913bcad674eac6ef583b6fffd8bd062b8a8479fcd7de,64,0.051365380840698756,"(0,)"
train,159,1a307a7a8079ca68df453545c294426362260f983a061fb365b1176272a38c12,128,0.051647383928878,"(0,)"
train,160,355488a74d322de0f41a5c59155024dd7d7e573a1a9d3bab30266a9e238a631c,64,0.06304211828054615,"(0,)"
train,161,1d59e0eb2108d5ae88970827f4f9f0903fe3b2b4ddf023fd830a780f874bbf55,32,0.04093698809242985,"(0,)"
train,162,b3d73d3fa98b9365bb901df78036396ff543f748d70d69c525267ad0ff39ee7c,128,0.07931443932985101,"(0,)"
train,163,90ff1ae46587d838a60248f1f4d4a3785ce4ba39650247c994adee02c7b85812,32,0.05902517343807646,"(0,)"
train,164,772ab6f4171701bb73185db3406973edb85a51872e7fc30d68545c24c4ee1c33,64,0.03869611019450692,"(0,)"
train,165,9a89f0bdbd508700e414e243a80c23b573e46ed97691f411a04188c68fd79d7a,32,0.054674645103959404,"(0,)"
train,166,4530cc76bfb14b12314e4598124e13d9d2c538bef7f63591cfb59ed3f0a21a1c,32,0.07087330628010188,"(0,)"
train,167,4d3092db68857390effd6a51073790cdb5d89e5054136bb3e9ac3072c49ba58f,32,0.012267043200719722,"(0,)"
train,168,74433a3847f772f5ab08d153d77f0b41893604924bae6de3a052ae105321399f,32,0.07919918374161662,"(0,)"
train,169,26345b780ad47ac043d70082cd872e080c038942c0cf16019fb78d4e4e62e5b3,128,0.03484972595275545,"(0,)"
train,170,a04a4d54315bcfb1a9621c612378f662595f3c38e99c87063f198d557a1036c0,32,0.04890549413824849,"(0,)"
train,171,acd4e89266b78ef5f09ff9242e3615b88f353bac71cb84134ef5b6ccae1c5a97,32,0.01483526039133103,"(0,)"
train,172,266f39db1c57f6d14c3e992e1e2116fea4d8a1f030448a7d01be4e6b630b64de,32,0.06253454177315572,"(0,)"
train,173,6b36ef8defc26f3928346010c02556efd416f2facb2573fef7fba70dfe1c1948,128,0.03387145905403193,"(0,)"
train,174,cf1133c84f3d3102a5f77f33ddc5c1d43a07c5748a3d141ef4ec529d15632d43,32,0.04830474164168043,"(0,)"
train,175,ba461b16509b823c8b9306ad41a148a334c102ff18be3bf7f9841223876baac9,64,0.031215230363072936,"(0,)"
train,176,3bcae54bf0e453262bfbfad905549dc8e40e64ea15f0724482c59e7bbfaa4702,64,0.05897248374803245,"(0,)"
train,177,6998d1466ed6327e3ade9865e8f19f2643fe6255f2f67de2b17c7f28126a1a09,64,0.06526702440788867,"(0,)"
train,178,362f36fee23d2b91ef77852ab1cefbe1704eee2c441596a3d61f445013300a00,32,0.01935734736021457,"(0,)"
train,179,20801b28e72b087c73411bd461d56fdbee94eaf65137bf10a18f775910e313ba,32,0.0790034732676075,"(0,)"
train,180,a41476582bbcfc78a448c55841d46fa64824d6a9874473d0fa6fb2431779d520,64,0.016494832025472382,"(0,)"
train,181,d88bc5cf030b69acd47cdb615ecf3404eed754d5fc9670614578f1447f46aa6a,32,0.07518871993818098,"(0,)"
train,182,dfc0d344037be300fe30624407237c7d2cb5feb521324778e242609786506354,128,0.050603056233249274,"(0,)"
train,183,21de852ce4b9a98fa1bd57e8e37cdae452e04f16fa9d9bdfa6220000996d184f,64,0.06974477924977339,"(0,)"
train,184,1f06c26d33572a157737e9eb3aeb69264a7fb5a4b2d231c805e00a9ec956b52e,32,0.06959284452877439,"(0,)"
train,185,6c94848dec52da2cae00a414988775b40cf008b237c1ba09bfb3519a4dc94e1e,64,0.07349036460353746,"(0,)"
train,186,1d12e8bced80a090b537a7ce094730ccda22f758e501a900aca80f32b2e1cf5b,128,0.05631163301558884,"(0,)"
train,187,6d0a0890d9d385a9e9eb3aac4071ae38167071ded0452558107f78f93cfb8a6e,32,0.07298499925215657,"(0,)"
train,188,40c54c1d2220ef33fbd3827df17c303cf48915007cf646a86ed617560a2a0458,64,0.028411687148602913,"(0,)"
train,189,b8b4853ab4570f439b8902b1daae4e82e3ea1d890fb50530451dae6f6018e34d,32,0.06468303901455541,"(0,)"
train,190,3681a121b60bc25e86ffaf2cf39b01127b480b5b563bc61c1bb7c471a8f4a78f,64,0.020217983050448373,"(0,)"
train,191,d6512405474a33a3b7b42802da4e2a341cf650874c7a0c76b7e9b2e0a24aebba,128,0.061008747539369926,"(0,)"
train,192,c00624967e4e9ab484a5beb4d67aa738b2f83015da45e8f7f7b8d3f254150b03,64,0.05503222110148442,"(0,)"
train,193,4d7620d1ee48fad5690f102715a47991dd5a09cdb87f072a505b9140d5fcd9e2,64,0.024295269160132752,"(0,)"
train,194,04462ba866f89dddd22e2d382ecb7566fdfdbd1a36c6c14f8fda08064e479e02,128,0.03618784458501752,"(0,)"
train,195,cad20b8fb27e8855b054d3e2577bdc380282a5834caa811e62171d783cd692d0,64,0.058334395687738856,"(0,)"
train,196,4494abd68b46f1a78d27357d66725f7ff144c26a86b6861af2ed9bfd07273eeb,128,0.03446145671212455,"(0,)"
train,197,8270e2a826a8fe0f048e5a516cc0acb145520f264a68215433da130018b60f9d,64,0.045159624014219114,"(0,)"
train,198,6f3a7a326902f6f9685395aa6f7ffe031c1da6cff97d4bc5ac8bd7571d10c322,32,0.07880047296246408,"(0,)"
train,199,8e74b3d47fb32b1611afbb0979fb88dc454d9ed85e21a9fa30e40a84031aaeb0,32,0.05039951228457674,"(0,)"
train,200,992cf72c43eab9110b01f12c6953484ce6efeae21b12bf093a7eae6f43014d4f,64,0.06761643207571001,"(0,)"
train,201,3adb7ae0166e540702ff1b44159630418be03bac141efedbfff9fd09c3cab396,32,0.06896672916571468,"(0,)"
train,202,ce1e4b9fc47243fe453790fc2a387eb4cee3c5674d25f10053d73ba7a18c1e28,64,0.06770492488735812,"(0,)"
train,203,d407e4f883794588047cdfcb08d2ecc86057dd10a89838d046b46cb6ffca43e2,64,0.010291312204569787,"(0,)"
train,204,2b4c08097fc815c9973327cda26a41c76bce9e1ef7a002f5ba3a214724e2a271,128,0.07224301890764669,"(0,)"
train,205,1cee548a8c1f7ff16ba58161ca109f7b0c334060a8c87e10e34d2cc624ba7f03,64,0.015456099382224302,"(0,)"
train,206,cc4c5543a9a363ab21e17e2b31e5a50c6d460ed55091d57acb42d7ab66764426,128,0.012768904851731665,"(0,)"
train,207,101ea06827ae8aa09d3513d32ef620d696f9aac7a15458e14a0794cc75bc5ba7,64,0.010902285705644789,"(0,)"
train,208,14dbba731ca1095c59c0066c7ed0e350ca8dc55c1d34888f308d1d482429e5d5,128,0.077219153674271,"(0,)"
train,209,0e0273c5f3c55cb75b2d15a62bb1ac8c5966622959f4a172d7fcdad3285b42bb,32,0.016958648104444814,"(0,)"
train,210,3ee1036b36573029017e702081eab73dbaddf5f8d51e157abc952445bbf7497e,32,0.0769106883644528,"(0,)"
train,211,ce7defc89b831b8db928fdddef8023bbcf35563a021758bff61b75c7ca9bd2aa,128,0.06939428176790816,"(0,)"
train,212,de88b29d7b1b5e428bd21b241655a73067a1d7beaa68022a6fa8b2db5739dee0,128,0.04707831973515412,"(0,)"
train,213,4d577d9f1db32dd3514f4bae23cd8e7b316cfce5a0fbe464aadde9d5a315764f,32,0.048982807547572164,"(0,)"
